ChecklistID,ServiceID,BodyPart,CheckItem
CHK31835,SRV169822,Vùng bụng,Kiểm tra chướng bụng
CHK31836,SRV169822,Chân,Kiểm tra cử động
CHK31837,SRV169822,Mắt,Kiểm tra độ ẩm mắt
CHK31838,SRV108472,Toàn thân,Kiểm tra ăn uống
CHK31839,SRV108472,Vết mổ,Kiểm tra rỉ dịch
CHK31840,SRV108472,Mắt,Kiểm tra phản xạ ánh sáng
CHK31841,SRV108472,Vùng bụng,Sờ nắn kiểm tra đau
CHK31842,SRV180444,Chân,Kiểm tra sưng
CHK31843,SRV180444,Vết mổ,Vệ sinh vết mổ
CHK31844,SRV180444,Mắt,Kiểm tra phản xạ ánh sáng
CHK31845,SRV196555,Tim mạch,Đo nhịp tim
CHK31846,SRV196555,Vết mổ,Kiểm tra độ liền da
CHK31847,SRV196555,Mắt,Kiểm tra độ ẩm mắt
CHK31848,SRV196555,Toàn thân,Đánh giá mức độ đau
CHK31849,SRV196555,Hô hấp,Kiểm tra tiếng thở
CHK31850,SRV196555,Vùng bụng,Sờ nắn kiểm tra đau
CHK31851,SRV197552,Mắt,Kiểm tra độ ẩm mắt
CHK31852,SRV197552,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31853,SRV197552,Tim mạch,Đo nhịp tim
CHK31854,SRV197552,Hô hấp,Kiểm tra tiếng thở
CHK31855,SRV197552,Vết mổ,Kiểm tra sưng tấy
CHK31856,SRV197552,Vùng bụng,Sờ nắn kiểm tra đau
CHK31857,SRV148251,Mắt,Kiểm tra độ ẩm mắt
CHK31858,SRV148251,Tim mạch,Kiểm tra mạch
CHK31859,SRV148251,Toàn thân,Kiểm tra nhịp thở
CHK31860,SRV159108,Hô hấp,Kiểm tra màu niêm mạc
CHK31861,SRV159108,Toàn thân,Kiểm tra nhịp thở
CHK31862,SRV159108,Mắt,Kiểm tra phản xạ ánh sáng
CHK31863,SRV159108,Vùng bụng,Kiểm tra chướng bụng
CHK31864,SRV159108,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31865,SRV147010,Mắt,Kiểm tra độ ẩm mắt
CHK31866,SRV147010,Vùng bụng,Sờ nắn kiểm tra đau
CHK31867,SRV147010,Vết mổ,Kiểm tra nhiễm trùng
CHK31868,SRV147010,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31869,SRV147010,Hô hấp,Đếm nhịp thở
CHK31870,SRV147010,Chân,Kiểm tra cử động
CHK31871,SRV170758,Chân,Kiểm tra tuần hoàn
CHK31872,SRV170758,Hô hấp,Kiểm tra màu niêm mạc
CHK31873,SRV170758,Tim mạch,Kiểm tra mạch
CHK31874,SRV170758,Toàn thân,Kiểm tra đi vệ sinh
CHK31875,SRV170758,Mắt,Kiểm tra phản xạ ánh sáng
CHK31876,SRV72079,Toàn thân,Kiểm tra đi vệ sinh
CHK31877,SRV72079,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31878,SRV72079,Tim mạch,Đo nhịp tim
CHK31879,SRV72079,Vùng bụng,Sờ nắn kiểm tra đau
CHK31880,SRV72079,Hô hấp,Kiểm tra tiếng thở
CHK31881,SRV147606,Mắt,Kiểm tra phản xạ ánh sáng
CHK31882,SRV147606,Vết mổ,Vệ sinh vết mổ
CHK31883,SRV147606,Vùng bụng,Kiểm tra chướng bụng
CHK31884,SRV147606,Toàn thân,Kiểm tra ăn uống
CHK31885,SRV147606,Hô hấp,Kiểm tra màu niêm mạc
CHK31886,SRV147606,Tim mạch,Đo nhịp tim
CHK31887,SRV59205,Mắt,Kiểm tra phản xạ ánh sáng
CHK31888,SRV59205,Tim mạch,Đo nhịp tim
CHK31889,SRV59205,Vết mổ,Vệ sinh vết mổ
CHK31890,SRV59205,Chân,Kiểm tra tuần hoàn
CHK31891,SRV59205,Toàn thân,Kiểm tra ăn uống
CHK31892,SRV59205,Thân nhiệt,Theo dõi sốt
CHK31893,SRV56905,Vết mổ,Kiểm tra độ liền da
CHK31894,SRV56905,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31895,SRV56905,Chân,Kiểm tra cử động
CHK31896,SRV56905,Mắt,Kiểm tra phản xạ ánh sáng
CHK31897,SRV56905,Hô hấp,Kiểm tra tiếng thở
CHK31898,SRV156636,Tim mạch,Đo nhịp tim
CHK31899,SRV156636,Mắt,Kiểm tra độ ẩm mắt
CHK31900,SRV156636,Vết mổ,Kiểm tra rỉ dịch
CHK31901,SRV156636,Hô hấp,Kiểm tra tiếng thở
CHK31902,SRV156636,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31903,SRV46389,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31904,SRV46389,Chân,Kiểm tra cử động
CHK31905,SRV46389,Hô hấp,Đếm nhịp thở
CHK31906,SRV46389,Vùng bụng,Sờ nắn kiểm tra đau
CHK31907,SRV46389,Vết mổ,Kiểm tra nhiễm trùng
CHK31908,SRV92239,Mắt,Kiểm tra phản xạ ánh sáng
CHK31909,SRV92239,Vết mổ,Kiểm tra sưng tấy
CHK31910,SRV92239,Thân nhiệt,Theo dõi sốt
CHK31911,SRV92239,Chân,Kiểm tra cử động
CHK31912,SRV92239,Hô hấp,Kiểm tra tiếng thở
CHK31913,SRV194916,Tim mạch,Kiểm tra mạch
CHK31914,SRV194916,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31915,SRV194916,Chân,Kiểm tra sưng
CHK31916,SRV123870,Mắt,Kiểm tra phản xạ ánh sáng
CHK31917,SRV123870,Tim mạch,Kiểm tra mạch
CHK31918,SRV123870,Hô hấp,Kiểm tra màu niêm mạc
CHK31919,SRV123870,Vết mổ,Kiểm tra sưng tấy
CHK31920,SRV123870,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK31921,SRV173351,Vết mổ,Vệ sinh vết mổ
CHK31922,SRV173351,Chân,Kiểm tra sưng
CHK31923,SRV173351,Tim mạch,Đo nhịp tim
CHK31924,SRV30788,Vùng bụng,Kiểm tra chướng bụng
CHK31925,SRV30788,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31926,SRV30788,Tim mạch,Kiểm tra mạch
CHK31927,SRV30788,Toàn thân,Đánh giá mức độ đau
CHK31928,SRV30788,Vết mổ,Kiểm tra sưng tấy
CHK31929,SRV3120,Vết mổ,Kiểm tra nhiễm trùng
CHK31930,SRV3120,Mắt,Kiểm tra độ ẩm mắt
CHK31931,SRV3120,Vùng bụng,Sờ nắn kiểm tra đau
CHK31932,SRV3120,Hô hấp,Đếm nhịp thở
CHK31933,SRV3120,Tim mạch,Đo nhịp tim
CHK31934,SRV3120,Chân,Kiểm tra cử động
CHK31935,SRV186507,Vết mổ,Vệ sinh vết mổ
CHK31936,SRV186507,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK31937,SRV186507,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31938,SRV186507,Mắt,Kiểm tra độ ẩm mắt
CHK31939,SRV28181,Vùng bụng,Kiểm tra chướng bụng
CHK31940,SRV28181,Hô hấp,Đếm nhịp thở
CHK31941,SRV28181,Thân nhiệt,Theo dõi sốt
CHK31942,SRV196119,Chân,Kiểm tra sưng
CHK31943,SRV196119,Vết mổ,Kiểm tra rỉ dịch
CHK31944,SRV196119,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31945,SRV196119,Mắt,Kiểm tra độ ẩm mắt
CHK31946,SRV61784,Hô hấp,Kiểm tra màu niêm mạc
CHK31947,SRV61784,Tim mạch,Đo nhịp tim
CHK31948,SRV61784,Chân,Kiểm tra cử động
CHK31949,SRV61784,Vết mổ,Vệ sinh vết mổ
CHK31950,SRV61784,Mắt,Kiểm tra độ ẩm mắt
CHK31951,SRV61784,Vùng bụng,Kiểm tra chướng bụng
CHK31952,SRV37437,Vết mổ,Kiểm tra sưng tấy
CHK31953,SRV37437,Tim mạch,Đo nhịp tim
CHK31954,SRV37437,Hô hấp,Kiểm tra tiếng thở
CHK31955,SRV37437,Vùng bụng,Sờ nắn kiểm tra đau
CHK31956,SRV37437,Mắt,Kiểm tra độ ẩm mắt
CHK31957,SRV46977,Mắt,Kiểm tra phản xạ ánh sáng
CHK31958,SRV46977,Hô hấp,Kiểm tra màu niêm mạc
CHK31959,SRV46977,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31960,SRV46977,Vùng bụng,Kiểm tra chướng bụng
CHK31961,SRV46977,Chân,Kiểm tra sưng
CHK31962,SRV46977,Vết mổ,Kiểm tra rỉ dịch
CHK31963,SRV30887,Chân,Kiểm tra tuần hoàn
CHK31964,SRV30887,Toàn thân,Kiểm tra nhịp thở
CHK31965,SRV30887,Vết mổ,Kiểm tra nhiễm trùng
CHK31966,SRV30887,Mắt,Kiểm tra độ ẩm mắt
CHK31967,SRV30887,Hô hấp,Kiểm tra tiếng thở
CHK31968,SRV30887,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31969,SRV92422,Thân nhiệt,Theo dõi sốt
CHK31970,SRV92422,Toàn thân,Kiểm tra nhịp thở
CHK31971,SRV92422,Chân,Kiểm tra sưng
CHK31972,SRV92422,Tim mạch,Kiểm tra mạch
CHK31973,SRV150606,Hô hấp,Đếm nhịp thở
CHK31974,SRV150606,Vùng bụng,Sờ nắn kiểm tra đau
CHK31975,SRV150606,Toàn thân,Kiểm tra ăn uống
CHK31976,SRV150606,Mắt,Kiểm tra phản xạ ánh sáng
CHK31977,SRV150606,Vết mổ,Kiểm tra nhiễm trùng
CHK31978,SRV150606,Chân,Kiểm tra sưng
CHK31979,SRV23125,Hô hấp,Đếm nhịp thở
CHK31980,SRV23125,Vết mổ,Vệ sinh vết mổ
CHK31981,SRV23125,Chân,Kiểm tra cử động
CHK31982,SRV23125,Thân nhiệt,Đo nhiệt độ cơ thể
CHK31983,SRV23125,Vùng bụng,Kiểm tra chướng bụng
CHK31984,SRV119904,Hô hấp,Kiểm tra tiếng thở
CHK31985,SRV119904,Mắt,Kiểm tra độ ẩm mắt
CHK31986,SRV119904,Vùng bụng,Kiểm tra chướng bụng
CHK31987,SRV119904,Vết mổ,Kiểm tra độ liền da
CHK31988,SRV119904,Tim mạch,Đo nhịp tim
CHK31989,SRV32160,Mắt,Kiểm tra phản xạ ánh sáng
CHK31990,SRV32160,Vết mổ,Vệ sinh vết mổ
CHK31991,SRV32160,Chân,Kiểm tra cử động
CHK31992,SRV32160,Vùng bụng,Kiểm tra chướng bụng
CHK31993,SRV32160,Tim mạch,Kiểm tra mạch
CHK31994,SRV177232,Vùng bụng,Sờ nắn kiểm tra đau
CHK31995,SRV177232,Vết mổ,Kiểm tra nhiễm trùng
CHK31996,SRV177232,Tim mạch,Đo nhịp tim
CHK31997,SRV144231,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK31998,SRV144231,Chân,Kiểm tra sưng
CHK31999,SRV144231,Thân nhiệt,Theo dõi sốt
CHK32000,SRV144231,Vết mổ,Kiểm tra sưng tấy
CHK32001,SRV144231,Vùng bụng,Sờ nắn kiểm tra đau
CHK32002,SRV15365,Vùng bụng,Kiểm tra chướng bụng
CHK32003,SRV15365,Thân nhiệt,Theo dõi sốt
CHK32004,SRV15365,Hô hấp,Kiểm tra màu niêm mạc
CHK32005,SRV15365,Vết mổ,Kiểm tra sưng tấy
CHK32006,SRV15365,Mắt,Kiểm tra độ ẩm mắt
CHK32007,SRV51776,Chân,Kiểm tra cử động
CHK32008,SRV51776,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32009,SRV51776,Vùng bụng,Kiểm tra chướng bụng
CHK32010,SRV51776,Tim mạch,Đo nhịp tim
CHK32011,SRV8295,Tim mạch,Đo nhịp tim
CHK32012,SRV8295,Mắt,Kiểm tra phản xạ ánh sáng
CHK32013,SRV8295,Vùng bụng,Kiểm tra chướng bụng
CHK32014,SRV8295,Thân nhiệt,Theo dõi sốt
CHK32015,SRV145176,Vùng bụng,Kiểm tra chướng bụng
CHK32016,SRV145176,Vết mổ,Kiểm tra sưng tấy
CHK32017,SRV145176,Hô hấp,Đếm nhịp thở
CHK32018,SRV112297,Vùng bụng,Sờ nắn kiểm tra đau
CHK32019,SRV112297,Hô hấp,Kiểm tra màu niêm mạc
CHK32020,SRV112297,Tim mạch,Đo nhịp tim
CHK32021,SRV112297,Toàn thân,Kiểm tra ăn uống
CHK32022,SRV103875,Tim mạch,Đo nhịp tim
CHK32023,SRV103875,Vết mổ,Kiểm tra sưng tấy
CHK32024,SRV103875,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32025,SRV103875,Vùng bụng,Kiểm tra chướng bụng
CHK32026,SRV103875,Mắt,Kiểm tra độ ẩm mắt
CHK32027,SRV103875,Hô hấp,Kiểm tra tiếng thở
CHK32028,SRV148062,Chân,Kiểm tra tuần hoàn
CHK32029,SRV148062,Tim mạch,Đo nhịp tim
CHK32030,SRV148062,Vùng bụng,Kiểm tra chướng bụng
CHK32031,SRV105994,Mắt,Kiểm tra độ ẩm mắt
CHK32032,SRV105994,Vết mổ,Kiểm tra rỉ dịch
CHK32033,SRV105994,Vùng bụng,Kiểm tra chướng bụng
CHK32034,SRV105994,Toàn thân,Kiểm tra đi vệ sinh
CHK32035,SRV76391,Tim mạch,Kiểm tra mạch
CHK32036,SRV76391,Vùng bụng,Sờ nắn kiểm tra đau
CHK32037,SRV76391,Vết mổ,Kiểm tra nhiễm trùng
CHK32038,SRV149664,Tim mạch,Kiểm tra mạch
CHK32039,SRV149664,Hô hấp,Đếm nhịp thở
CHK32040,SRV149664,Toàn thân,Kiểm tra nhịp thở
CHK32041,SRV149664,Vết mổ,Vệ sinh vết mổ
CHK32042,SRV149664,Chân,Kiểm tra cử động
CHK32043,SRV147894,Chân,Kiểm tra sưng
CHK32044,SRV147894,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32045,SRV147894,Mắt,Kiểm tra độ ẩm mắt
CHK32046,SRV147894,Vết mổ,Kiểm tra nhiễm trùng
CHK32047,SRV147894,Hô hấp,Kiểm tra màu niêm mạc
CHK32048,SRV147894,Vùng bụng,Kiểm tra chướng bụng
CHK32049,SRV125161,Tim mạch,Kiểm tra mạch
CHK32050,SRV125161,Vết mổ,Kiểm tra nhiễm trùng
CHK32051,SRV125161,Thân nhiệt,Theo dõi sốt
CHK32052,SRV125161,Toàn thân,Kiểm tra ăn uống
CHK32053,SRV125161,Hô hấp,Kiểm tra màu niêm mạc
CHK32054,SRV125161,Mắt,Kiểm tra độ ẩm mắt
CHK32055,SRV10188,Toàn thân,Đánh giá mức độ đau
CHK32056,SRV10188,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32057,SRV10188,Mắt,Kiểm tra độ ẩm mắt
CHK32058,SRV104670,Chân,Kiểm tra sưng
CHK32059,SRV104670,Toàn thân,Kiểm tra nhịp thở
CHK32060,SRV104670,Vùng bụng,Sờ nắn kiểm tra đau
CHK32061,SRV104670,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32062,SRV195643,Chân,Kiểm tra cử động
CHK32063,SRV195643,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32064,SRV195643,Hô hấp,Đếm nhịp thở
CHK32065,SRV153291,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32066,SRV153291,Tim mạch,Kiểm tra mạch
CHK32067,SRV153291,Toàn thân,Đánh giá mức độ đau
CHK32068,SRV153291,Mắt,Kiểm tra độ ẩm mắt
CHK32069,SRV153291,Chân,Kiểm tra tuần hoàn
CHK32070,SRV69309,Vết mổ,Kiểm tra sưng tấy
CHK32071,SRV69309,Chân,Kiểm tra tuần hoàn
CHK32072,SRV69309,Toàn thân,Kiểm tra ăn uống
CHK32073,SRV69309,Mắt,Kiểm tra phản xạ ánh sáng
CHK32074,SRV69309,Hô hấp,Đếm nhịp thở
CHK32075,SRV21574,Hô hấp,Kiểm tra màu niêm mạc
CHK32076,SRV21574,Mắt,Kiểm tra độ ẩm mắt
CHK32077,SRV21574,Tim mạch,Kiểm tra mạch
CHK32078,SRV21574,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32079,SRV102905,Vùng bụng,Sờ nắn kiểm tra đau
CHK32080,SRV102905,Mắt,Kiểm tra độ ẩm mắt
CHK32081,SRV102905,Thân nhiệt,Theo dõi sốt
CHK32082,SRV102905,Chân,Kiểm tra tuần hoàn
CHK32083,SRV16988,Mắt,Kiểm tra độ ẩm mắt
CHK32084,SRV16988,Chân,Kiểm tra tuần hoàn
CHK32085,SRV16988,Vùng bụng,Kiểm tra chướng bụng
CHK32086,SRV16988,Toàn thân,Kiểm tra nhịp thở
CHK32087,SRV196567,Vết mổ,Kiểm tra nhiễm trùng
CHK32088,SRV196567,Thân nhiệt,Theo dõi sốt
CHK32089,SRV196567,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK32090,SRV85319,Tim mạch,Đo nhịp tim
CHK32091,SRV85319,Chân,Kiểm tra tuần hoàn
CHK32092,SRV85319,Hô hấp,Kiểm tra tiếng thở
CHK32093,SRV85319,Mắt,Kiểm tra độ ẩm mắt
CHK32094,SRV85319,Vết mổ,Kiểm tra rỉ dịch
CHK32095,SRV85319,Thân nhiệt,Theo dõi sốt
CHK32096,SRV81677,Vết mổ,Kiểm tra rỉ dịch
CHK32097,SRV81677,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK32098,SRV81677,Hô hấp,Kiểm tra tiếng thở
CHK32099,SRV58693,Vết mổ,Kiểm tra nhiễm trùng
CHK32100,SRV58693,Hô hấp,Kiểm tra tiếng thở
CHK32101,SRV58693,Tim mạch,Đo nhịp tim
CHK32102,SRV99099,Tim mạch,Kiểm tra mạch
CHK32103,SRV99099,Mắt,Kiểm tra phản xạ ánh sáng
CHK32104,SRV99099,Hô hấp,Kiểm tra tiếng thở
CHK32105,SRV99099,Vùng bụng,Kiểm tra chướng bụng
CHK32106,SRV99099,Thân nhiệt,Theo dõi sốt
CHK32107,SRV11598,Mắt,Kiểm tra phản xạ ánh sáng
CHK32108,SRV11598,Chân,Kiểm tra cử động
CHK32109,SRV11598,Hô hấp,Kiểm tra màu niêm mạc
CHK32110,SRV11598,Tim mạch,Kiểm tra mạch
CHK32111,SRV90991,Tim mạch,Đo nhịp tim
CHK32112,SRV90991,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32113,SRV90991,Vùng bụng,Sờ nắn kiểm tra đau
CHK32114,SRV90991,Mắt,Kiểm tra độ ẩm mắt
CHK32115,SRV70197,Tim mạch,Đo nhịp tim
CHK32116,SRV70197,Toàn thân,Đánh giá mức độ đau
CHK32117,SRV70197,Vết mổ,Kiểm tra rỉ dịch
CHK32118,SRV70197,Mắt,Kiểm tra độ ẩm mắt
CHK32119,SRV25997,Hô hấp,Kiểm tra màu niêm mạc
CHK32120,SRV25997,Vùng bụng,Kiểm tra chướng bụng
CHK32121,SRV25997,Chân,Kiểm tra sưng
CHK32122,SRV25997,Toàn thân,Kiểm tra nhịp thở
CHK32123,SRV25997,Tim mạch,Kiểm tra mạch
CHK32124,SRV33871,Vùng bụng,Sờ nắn kiểm tra đau
CHK32125,SRV33871,Toàn thân,Kiểm tra nhịp thở
CHK32126,SRV33871,Vết mổ,Vệ sinh vết mổ
CHK32127,SRV59497,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32128,SRV59497,Tim mạch,Kiểm tra mạch
CHK32129,SRV59497,Hô hấp,Kiểm tra màu niêm mạc
CHK32130,SRV91709,Tim mạch,Đo nhịp tim
CHK32131,SRV91709,Toàn thân,Đánh giá mức độ đau
CHK32132,SRV91709,Vết mổ,Kiểm tra độ liền da
CHK32133,SRV91709,Chân,Kiểm tra sưng
CHK32134,SRV91709,Vùng bụng,Sờ nắn kiểm tra đau
CHK32135,SRV91709,Thân nhiệt,Theo dõi sốt
CHK32136,SRV178245,Tim mạch,Đo nhịp tim
CHK32137,SRV178245,Mắt,Kiểm tra phản xạ ánh sáng
CHK32138,SRV178245,Vùng bụng,Sờ nắn kiểm tra đau
CHK32139,SRV178245,Hô hấp,Kiểm tra màu niêm mạc
CHK32140,SRV178245,Vết mổ,Kiểm tra nhiễm trùng
CHK32141,SRV2966,Hô hấp,Kiểm tra tiếng thở
CHK32142,SRV2966,Vết mổ,Kiểm tra sưng tấy
CHK32143,SRV2966,Tim mạch,Đo nhịp tim
CHK32144,SRV2966,Toàn thân,Kiểm tra đi vệ sinh
CHK32145,SRV2966,Chân,Kiểm tra cử động
CHK32146,SRV186997,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32147,SRV186997,Tim mạch,Kiểm tra mạch
CHK32148,SRV186997,Hô hấp,Kiểm tra tiếng thở
CHK32149,SRV39249,Mắt,Kiểm tra độ ẩm mắt
CHK32150,SRV39249,Toàn thân,Kiểm tra ăn uống
CHK32151,SRV39249,Vùng bụng,Sờ nắn kiểm tra đau
CHK32152,SRV39249,Vết mổ,Kiểm tra độ liền da
CHK32153,SRV39249,Hô hấp,Kiểm tra màu niêm mạc
CHK32154,SRV39249,Thân nhiệt,Theo dõi sốt
CHK32155,SRV148341,Tim mạch,Đo nhịp tim
CHK32156,SRV148341,Vùng bụng,Kiểm tra chướng bụng
CHK32157,SRV148341,Vết mổ,Kiểm tra rỉ dịch
CHK32158,SRV148341,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32159,SRV148341,Hô hấp,Kiểm tra tiếng thở
CHK32160,SRV148341,Chân,Kiểm tra tuần hoàn
CHK32161,SRV94280,Hô hấp,Kiểm tra màu niêm mạc
CHK32162,SRV94280,Chân,Kiểm tra tuần hoàn
CHK32163,SRV94280,Toàn thân,Kiểm tra đi vệ sinh
CHK32164,SRV94280,Thân nhiệt,Theo dõi sốt
CHK32165,SRV94280,Mắt,Kiểm tra độ ẩm mắt
CHK32166,SRV94280,Vùng bụng,Kiểm tra chướng bụng
CHK32167,SRV106265,Mắt,Kiểm tra phản xạ ánh sáng
CHK32168,SRV106265,Chân,Kiểm tra tuần hoàn
CHK32169,SRV106265,Hô hấp,Kiểm tra màu niêm mạc
CHK32170,SRV106265,Thân nhiệt,Theo dõi sốt
CHK32171,SRV106265,Vùng bụng,Kiểm tra chướng bụng
CHK32172,SRV149006,Tim mạch,Đo nhịp tim
CHK32173,SRV149006,Toàn thân,Đánh giá mức độ đau
CHK32174,SRV149006,Mắt,Kiểm tra phản xạ ánh sáng
CHK32175,SRV149006,Vùng bụng,Kiểm tra chướng bụng
CHK32176,SRV5250,Toàn thân,Đánh giá mức độ đau
CHK32177,SRV5250,Vùng bụng,Kiểm tra chướng bụng
CHK32178,SRV5250,Chân,Kiểm tra cử động
CHK32179,SRV5250,Thân nhiệt,Theo dõi sốt
CHK32180,SRV5250,Tim mạch,Kiểm tra mạch
CHK32181,SRV2467,Toàn thân,Kiểm tra đi vệ sinh
CHK32182,SRV2467,Hô hấp,Kiểm tra tiếng thở
CHK32183,SRV2467,Chân,Kiểm tra cử động
CHK32184,SRV47918,Vết mổ,Kiểm tra độ liền da
CHK32185,SRV47918,Chân,Kiểm tra sưng
CHK32186,SRV47918,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32187,SRV150928,Hô hấp,Kiểm tra tiếng thở
CHK32188,SRV150928,Tim mạch,Đo nhịp tim
CHK32189,SRV150928,Toàn thân,Đánh giá mức độ đau
CHK32190,SRV59539,Mắt,Kiểm tra độ ẩm mắt
CHK32191,SRV59539,Thân nhiệt,Theo dõi sốt
CHK32192,SRV59539,Vết mổ,Kiểm tra rỉ dịch
CHK32193,SRV59539,Toàn thân,Kiểm tra nhịp thở
CHK32194,SRV2943,Hô hấp,Kiểm tra màu niêm mạc
CHK32195,SRV2943,Vùng bụng,Kiểm tra chướng bụng
CHK32196,SRV2943,Mắt,Kiểm tra phản xạ ánh sáng
CHK32197,SRV2943,Toàn thân,Kiểm tra ăn uống
CHK32198,SRV2943,Thân nhiệt,Theo dõi sốt
CHK32199,SRV2943,Chân,Kiểm tra sưng
CHK32200,SRV117961,Vùng bụng,Sờ nắn kiểm tra đau
CHK32201,SRV117961,Toàn thân,Kiểm tra đi vệ sinh
CHK32202,SRV117961,Hô hấp,Kiểm tra tiếng thở
CHK32203,SRV117961,Chân,Kiểm tra cử động
CHK32204,SRV117961,Tim mạch,Đo nhịp tim
CHK32205,SRV117961,Mắt,Kiểm tra phản xạ ánh sáng
CHK32206,SRV81763,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32207,SRV81763,Tim mạch,Đo nhịp tim
CHK32208,SRV81763,Chân,Kiểm tra sưng
CHK32209,SRV81763,Hô hấp,Kiểm tra tiếng thở
CHK32210,SRV81763,Mắt,Kiểm tra độ ẩm mắt
CHK32211,SRV81763,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK32212,SRV63198,Tim mạch,Kiểm tra mạch
CHK32213,SRV63198,Vết mổ,Vệ sinh vết mổ
CHK32214,SRV63198,Hô hấp,Đếm nhịp thở
CHK32215,SRV63198,Thân nhiệt,Theo dõi sốt
CHK32216,SRV63198,Mắt,Kiểm tra phản xạ ánh sáng
CHK32217,SRV63198,Toàn thân,Kiểm tra nhịp thở
CHK32218,SRV6032,Mắt,Kiểm tra phản xạ ánh sáng
CHK32219,SRV6032,Thân nhiệt,Đo nhiệt độ cơ thể
CHK32220,SRV6032,Vùng bụng,Kiểm tra chướng bụng
CHK32221,SRV6032,Toàn thân,Kiểm tra đi vệ sinh
CHK32222,SRV144670,Tim mạch,Đo nhịp tim
CHK32223,SRV144670,Vết mổ,Kiểm tra rỉ dịch
CHK32224,SRV144670,Thân nhiệt,Theo dõi sốt
CHK32225,SRV116785,Mắt,Kiểm tra phản xạ ánh sáng
CHK32226,SRV116785,Vùng bụng,Sờ nắn kiểm tra đau
CHK32227,SRV116785,Thân nhiệt,Theo dõi sốt
CHK32228,SRV116785,Hô hấp,Kiểm tra màu niêm mạc
CHK32229,SRV116785,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK32230,SRV12924,Chân,Kiểm tra sưng
CHK32231,SRV12924,Tim mạch,Kiểm tra mạch
CHK32232,SRV12924,Vết mổ,Kiểm tra sưng tấy
CHK32233,SRV12924,Hô hấp,Đếm nhịp thở
CHK32234,SRV135968,Mắt,Kiểm tra phản xạ ánh sáng
CHK32235,SRV135968,Vết mổ,Vệ sinh vết mổ
CHK32236,SRV135968,Chân,Kiểm tra cử động
CHK32237,SRV135968,Tim mạch,Đo nhịp tim
CHK32238,SRV135968,Hô hấp,Kiểm tra màu niêm mạc
CHK32239,SRV135968,Toàn thân,Đánh giá mức độ đau
CHK32240,SRV43770,Vùng bụng,Kiểm tra chướng bụng
CHK32241,SRV43770,Hô hấp,Kiểm tra tiếng thở
CHK32242,SRV43770,Thân nhiệt,Theo dõi sốt
CHK32243,SRV43770,Mắt,Kiểm tra độ ẩm mắt
CHK32244,SRV133209,Tim mạch,Kiểm tra mạch
CHK32245,SRV133209,Mắt,Kiểm tra phản xạ ánh sáng
CHK32246,SRV133209,Toàn thân,Đánh giá mức độ đau
CHK32247,SRV133209,Hô hấp,Kiểm tra tiếng thở
CHK32248,SRV133209,Chân,Kiểm tra cử động
CHK32249,SRV97586,Vùng bụng,Sờ nắn kiểm tra đau
CHK32250,SRV97586,Mắt,Kiểm tra độ ẩm mắt
CHK32251,SRV97586,Toàn thân,Kiểm tra đi vệ sinh
CHK32252,SRV97586,Hô hấp,Đếm nhịp thở
CHK32253,SRV97586,Vết mổ,Kiểm tra nhiễm trùng
CHK32254,SRV130552,Vùng bụng,Sờ nắn kiểm tra đau
CHK32255,SRV130552,Hô hấp,Đếm nhịp thở
CHK32256,SRV130552,Chân,Kiểm tra sưng
CHK32257,SRV127703,Chân,Kiểm tra tuần hoàn
CHK32258,SRV127703,Thân nhiệt,Theo dõi sốt
CHK32259,SRV127703,Mắt,Kiểm tra phản xạ ánh sáng
CHK32260,SRV127703,Vùng bụng,Sờ nắn kiểm tra đau
