EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV15229,PET85927,2021-12-28 06:29:10,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Xuất huyết nội bộ - cấp cứu,2022-01-05
SRV0822,PET76290,2021-02-25 21:50:43,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tai ngoài do nấm Malassezia,2021-03-12
SRV148211,PET86133,2023-04-21 09:44:06,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2023-05-11
SRV77790,PET76378,2022-01-26 20:21:21,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2022-02-03
SRV188579,PET35560,2022-05-28 16:10:54,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2022-06-10
SRV37236,PET29058,2021-02-06 09:17:43,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2021-02-22
SRV40989,PET104701,2023-03-14 20:10:50,Bụng căng như quả bóng - đau nhiều,Thiếu máu do sốc mất máu hoặc ký sinh,2023-04-11
SRV109998,PET36134,2021-02-21 04:34:58,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2021-03-20
SRV80950,PET53307,2021-03-19 04:55:47,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2021-03-22
SRV4923,PET88073,2023-09-08 15:06:13,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2023-09-16
SRV159513,PET88215,2024-09-26 07:59:14,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2024-10-25
SRV124400,PET64917,2021-02-25 03:35:13,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2021-03-26
SRV126221,PET115557,2023-03-22 00:39:42,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2023-04-11
SRV186307,PET78812,2024-05-07 20:59:32,Ho kéo dài - khó thở - chảy nước mũi,Bệnh đĩa đệm (bệnh IVDD),2024-06-01
SRV78506,PET31736,2022-06-17 05:37:26,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2022-06-20
SRV60160,PET48048,2023-07-18 09:47:53,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2023-08-17
SRV92390,PET114979,2023-10-13 16:01:30,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh nha chu giai đoạn cuối,2023-11-12
SRV17606,PET54829,2022-06-30 06:23:43,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2022-07-17
SRV62713,PET22148,2024-05-25 08:55:20,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2024-06-16
SRV139723,PET15910,2022-01-26 15:13:15,Lờ đờ - mất sinh lực,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-02-24
SRV143691,PET64277,2022-07-18 21:46:09,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2022-08-11
SRV26054,PET42160,2021-05-15 17:31:42,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2021-06-10
SRV164745,PET45272,2021-04-07 04:59:27,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2021-04-21
SRV42507,PET42406,2021-10-21 19:09:05,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2021-10-22
SRV104467,PET71183,2023-01-31 08:03:35,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2023-02-02
SRV68678,PET54428,2021-02-18 14:51:24,Ho kéo dài - khó thở - chảy nước mũi,Bệnh đĩa đệm (bệnh IVDD),2021-02-27
SRV98363,PET59640,2021-05-16 09:22:55,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2021-06-07
SRV163023,PET50042,2024-05-28 20:35:19,Tê liệt mặt - miệng méo,Viêm dạ dày ruột cấp do vi khuẩn,2024-06-12
SRV33836,PET23317,2023-03-12 00:13:24,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2023-04-05
SRV184388,PET33976,2024-11-04 05:39:47,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tụy cấp (Pancreatitis),2024-11-27
SRV63591,PET22874,2024-08-07 20:02:28,Bụng căng như quả bóng - đau nhiều,Tổn thương thần kinh ngoại biên,2024-08-09
SRV160130,PET47678,2022-06-26 07:37:56,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2022-07-19
SRV26782,PET90112,2022-05-01 07:13:53,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2022-05-22
SRV191751,PET97906,2024-11-16 01:41:44,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-12-11
SRV182438,PET28423,2022-07-31 07:07:47,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2022-08-11
SRV4611,PET18683,2021-01-13 15:46:33,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2021-01-23
SRV86307,PET61884,2024-06-26 01:37:57,Lờ đờ - mất sinh lực,Nhiễm trùng vết mổ sau phẫu thuật,2024-07-13
SRV167527,PET54997,2024-10-29 23:47:36,Lờ đờ - mất sinh lực,Viêm đường hô hấp cấp tính,2024-11-13
SRV95510,PET55418,2024-06-24 11:35:10,Chảy máu cam liên tục - nước tiểu đỏ,Chấn thương cột sống lưng thắt lưng,2024-07-18
SRV71135,PET69721,2023-06-29 09:18:35,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tụy cấp (Pancreatitis),2023-07-02
SRV190999,PET89655,2024-10-26 09:10:25,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2024-11-25
SRV10774,PET96822,2022-11-09 20:06:29,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-02
SRV174411,PET31834,2023-09-02 16:35:43,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2023-09-12
SRV23132,PET96661,2023-08-09 22:30:05,Mắt đỏ - phù nề - khó mở mắt,Virus Parvovirus (parvo) - nguy hiểm,2023-09-04
SRV133230,PET43684,2022-01-09 15:22:05,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2022-01-18
SRV130002,PET09157,2021-06-29 00:36:01,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2021-07-11
SRV190156,PET00928,2023-11-16 05:21:33,Hôi miệng kinh khủng - nướu sưng tấy,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-11-18
SRV14875,PET87921,2022-04-12 07:20:09,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2022-04-13
SRV65421,PET27913,2024-08-10 20:56:59,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2024-08-31
SRV175528,PET27094,2021-02-01 10:14:40,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2021-02-24
SRV48571,PET97027,2024-10-18 06:04:41,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh đĩa đệm (bệnh IVDD),2024-10-22
SRV105738,PET34896,2022-05-08 19:20:14,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2022-05-26
SRV45787,PET51096,2023-02-09 22:00:51,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2023-02-13
SRV69142,PET66986,2023-06-18 23:17:27,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2023-07-07
SRV26395,PET58995,2021-01-16 08:27:58,Lờ đờ - mất sinh lực,Tổn thương thần kinh ngoại biên,2021-01-19
SRV170345,PET53382,2023-06-15 14:18:20,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2023-06-28
SRV179123,PET26321,2022-09-12 14:01:44,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2022-09-20
SRV6867,PET19667,2024-03-21 08:20:01,Tê liệt mặt - miệng méo,Bệnh đĩa đệm (bệnh IVDD),2024-03-23
SRV121228,PET64825,2024-08-21 18:37:46,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2024-09-01
SRV18857,PET06998,2022-11-10 12:10:50,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2022-11-22
SRV67750,PET112709,2024-12-14 23:52:08,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2024-12-18
SRV118594,PET54888,2021-03-24 22:43:52,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2021-04-16
SRV128918,PET55183,2021-08-17 08:13:42,Bụng căng như quả bóng - đau nhiều,Bệnh đĩa đệm (bệnh IVDD),2021-08-31
SRV98637,PET72443,2024-04-08 09:37:47,Lờ đờ - mất sinh lực,Xuất huyết nội bộ - cấp cứu,2024-04-18
SRV27701,PET108294,2024-07-17 03:23:27,Tê liệt mặt - miệng méo,Bệnh đĩa đệm (bệnh IVDD),2024-08-15
SRV127381,PET18241,2024-06-23 17:18:50,Lờ đờ - mất sinh lực,Virus Parvovirus (parvo) - nguy hiểm,2024-06-29
SRV144463,PET83078,2021-04-18 22:37:58,Lờ đờ - mất sinh lực,Nhiễm trùng vết mổ sau phẫu thuật,2021-05-02
SRV78898,PET53648,2021-08-19 13:39:32,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2021-09-07
SRV96064,PET34949,2021-02-28 10:39:16,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm mống mắt - cần chỉ định nhanh,2021-03-08
SRV18298,PET46410,2022-09-25 10:50:44,Lờ đờ - mất sinh lực,Xuất huyết nội bộ - cấp cứu,2022-10-19
SRV194023,PET30015,2022-01-16 14:51:05,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2022-02-05
SRV46502,PET94656,2024-12-03 04:24:16,Chảy máu cam liên tục - nước tiểu đỏ,Chấn thương cột sống lưng thắt lưng,2024-12-17
SRV141982,PET101497,2023-06-24 07:16:43,Bụng căng như quả bóng - đau nhiều,Viêm tụy cấp (Pancreatitis),2023-07-08
SRV91814,PET96053,2022-02-04 20:57:11,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2022-02-11
SRV123093,PET54903,2023-03-26 21:02:57,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tai ngoài do nấm Malassezia,2023-04-20
SRV15914,PET104408,2024-10-13 14:42:26,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm mống mắt - cần chỉ định nhanh,2024-10-27
SRV32143,PET20682,2024-08-14 15:01:35,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-09-02
SRV31431,PET36591,2024-09-24 07:56:38,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2024-10-16
SRV78826,PET46440,2024-03-08 12:15:33,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-03-09
SRV91284,PET69300,2023-08-26 07:08:23,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tụy cấp (Pancreatitis),2023-09-18
SRV140120,PET31842,2021-10-10 21:37:57,Bụng căng như quả bóng - đau nhiều,Xuất huyết nội bộ - cấp cứu,2021-10-18
SRV23927,PET17030,2024-12-29 17:53:15,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2025-01-06
SRV60845,PET06964,2021-10-01 08:03:35,Mắt đỏ - phù nề - khó mở mắt,Xuất huyết nội bộ - cấp cứu,2021-10-10
SRV56651,PET64176,2024-04-16 05:56:51,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2024-05-14
SRV9701,PET08621,2024-11-28 21:55:36,Bụng căng như quả bóng - đau nhiều,Bệnh đĩa đệm (bệnh IVDD),2024-12-14
SRV131289,PET25692,2021-01-11 21:15:08,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2021-01-13
SRV102406,PET49102,2023-03-18 03:30:42,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2023-04-05
SRV9458,PET104394,2023-12-07 15:20:47,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2023-12-28
SRV145272,PET04062,2021-01-20 01:00:46,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tai ngoài do nấm Malassezia,2021-01-24
SRV17232,PET67449,2022-10-28 15:28:30,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2022-11-08
SRV106021,PET107815,2023-10-29 19:07:25,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2023-11-16
SRV159845,PET32125,2024-05-01 02:17:12,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh nha chu giai đoạn cuối,2024-05-10
SRV104975,PET60121,2024-10-06 06:44:26,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2024-10-18
SRV96177,PET59875,2021-11-13 20:31:52,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2021-12-04
SRV107970,PET58384,2021-09-10 18:35:40,Hôi miệng kinh khủng - nướu sưng tấy,Xuất huyết nội bộ - cấp cứu,2021-09-18
SRV97473,PET55158,2024-09-02 21:38:51,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-09-06
SRV62414,PET100218,2021-01-08 02:08:12,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2021-01-11
SRV166827,PET20560,2023-06-30 16:08:50,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2023-07-29
SRV170786,PET82737,2022-04-25 03:48:26,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2022-05-17
SRV133337,PET95270,2021-03-29 23:03:39,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2021-04-24
SRV199705,PET88755,2021-12-16 07:24:40,Bụng căng như quả bóng - đau nhiều,Tổn thương thần kinh ngoại biên,2021-12-28
SRV181252,PET04546,2024-02-02 21:34:27,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2024-02-03
SRV117070,PET68951,2021-01-27 10:31:58,Ngứa dữ dội - chảy máu tai từ gãi,Tổn thương thần kinh ngoại biên,2021-02-01
SRV198873,PET52117,2022-08-05 16:59:49,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tụy cấp (Pancreatitis),2022-08-22
SRV187612,PET57237,2024-05-14 06:41:16,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm mống mắt - cần chỉ định nhanh,2024-05-25
SRV128009,PET37041,2022-10-29 05:24:29,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2022-11-05
SRV158482,PET82486,2022-09-13 16:40:33,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2022-09-26
SRV185866,PET42841,2022-03-01 21:34:57,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2022-03-30
SRV148430,PET19719,2022-01-31 20:55:19,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2022-02-23
SRV91580,PET45506,2024-09-19 20:50:47,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2024-10-15
SRV109322,PET54722,2023-05-26 05:10:19,Lờ đờ - mất sinh lực,Thiếu máu do sốc mất máu hoặc ký sinh,2023-06-06
SRV144787,PET74347,2022-08-08 18:19:02,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-08-26
SRV62440,PET49371,2021-08-28 05:31:34,Ho kéo dài - khó thở - chảy nước mũi,Viêm tai ngoài do nấm Malassezia,2021-09-02
SRV198051,PET96359,2022-05-04 02:48:11,Mắt đỏ - phù nề - khó mở mắt,Viêm dạ dày ruột cấp do vi khuẩn,2022-05-14
SRV127303,PET117460,2023-10-24 01:20:24,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2023-10-31
SRV179916,PET24871,2022-05-08 20:14:21,Chảy máu cam liên tục - nước tiểu đỏ,Nhiễm trùng vết mổ sau phẫu thuật,2022-05-25
SRV178715,PET19694,2021-05-03 04:40:25,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2021-05-06
SRV110534,PET37478,2022-10-05 00:45:16,Bụng căng như quả bóng - đau nhiều,Viêm tụy cấp (Pancreatitis),2022-10-13
SRV9955,PET39139,2022-06-30 04:51:59,Liệt chi sau - không đứng được,Suy thận cấp - cần xét nghiệm ngay,2022-07-28
SRV65898,PET108844,2022-01-25 22:34:28,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2022-01-28
SRV156527,PET61243,2023-12-08 16:08:16,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2023-12-10
SRV88859,PET63487,2024-01-30 19:44:26,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2024-02-12
SRV17281,PET37037,2024-07-10 06:39:24,Liệt chi sau - không đứng được,Viêm tụy cấp (Pancreatitis),2024-08-06
SRV162752,PET17597,2023-02-13 17:46:08,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2023-03-03
SRV5511,PET75343,2021-08-02 19:32:27,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-08-21
SRV182926,PET108126,2024-11-10 22:40:46,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2024-11-12
SRV100927,PET73548,2021-06-30 03:01:48,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2021-07-16
SRV183931,PET48232,2021-09-07 04:50:52,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2021-09-27
SRV152611,PET22418,2021-07-29 11:05:12,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2021-08-08
SRV123786,PET78557,2024-02-07 01:40:49,Hôi miệng kinh khủng - nướu sưng tấy,Xuất huyết nội bộ - cấp cứu,2024-03-08
SRV166167,PET08125,2021-04-23 15:26:33,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2021-05-06
SRV198596,PET67044,2021-05-10 08:26:48,Lờ đờ - mất sinh lực,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-05-29
SRV149395,PET45436,2023-06-05 16:27:41,Hôi miệng kinh khủng - nướu sưng tấy,Nhiễm trùng vết mổ sau phẫu thuật,2023-06-25
SRV68548,PET114455,2023-10-08 03:50:14,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2023-10-19
SRV61767,PET47741,2024-04-03 02:07:42,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tai ngoài do nấm Malassezia,2024-04-30
SRV157178,PET111232,2023-10-09 16:53:10,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tụy cấp (Pancreatitis),2023-10-31
SRV30407,PET36734,2021-08-07 22:54:40,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2021-08-16
SRV39926,PET105913,2022-01-30 15:36:05,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm mống mắt - cần chỉ định nhanh,2022-02-28
SRV127974,PET45183,2021-05-03 13:49:59,Chảy máu cam liên tục - nước tiểu đỏ,Viêm đường hô hấp cấp tính,2021-05-06
SRV137829,PET39191,2022-04-26 09:08:57,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2022-05-09
SRV129172,PET92703,2023-01-11 11:07:02,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2023-01-12
SRV116131,PET79103,2021-11-20 05:49:39,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2021-12-13
SRV69811,PET96918,2021-11-13 16:16:02,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2021-11-29
SRV12754,PET99104,2021-06-30 17:23:30,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2021-07-02
SRV30593,PET76786,2021-04-11 10:45:02,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Chấn thương cột sống lưng thắt lưng,2021-05-07
SRV26161,PET110995,2021-04-20 11:54:31,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tai ngoài do nấm Malassezia,2021-05-17
SRV155336,PET49244,2023-10-18 23:06:19,Liệt chi sau - không đứng được,Bệnh đĩa đệm (bệnh IVDD),2023-10-23
SRV115744,PET118629,2023-09-21 06:54:37,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2023-09-28
SRV95590,PET22594,2023-11-13 21:58:13,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2023-11-26
SRV109699,PET95803,2022-01-05 08:24:53,Lờ đờ - mất sinh lực,Thiếu máu do sốc mất máu hoặc ký sinh,2022-01-06
SRV189826,PET115317,2022-10-24 09:02:30,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2022-11-02
SRV66812,PET96970,2022-02-19 14:19:48,Lờ đờ - mất sinh lực,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-03-19
SRV51407,PET54250,2024-03-16 22:17:21,Liệt chi sau - không đứng được,Bệnh đĩa đệm (bệnh IVDD),2024-03-20
SRV132551,PET09210,2024-07-25 10:00:17,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2024-08-07
SRV180000,PET23383,2023-04-22 22:14:38,Ngứa dữ dội - chảy máu tai từ gãi,Nhiễm trùng vết mổ sau phẫu thuật,2023-05-12
SRV128506,PET36135,2024-01-16 09:47:24,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2024-01-24
SRV5734,PET12404,2021-08-16 19:01:27,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-08-31
SRV57615,PET83808,2024-06-04 22:35:47,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2024-06-29
SRV174566,PET116090,2024-08-04 18:19:01,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2024-08-05
SRV148426,PET79877,2022-03-16 04:46:59,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2022-04-15
SRV67297,PET46402,2022-01-10 03:28:38,Bụng căng như quả bóng - đau nhiều,Bệnh đĩa đệm (bệnh IVDD),2022-01-19
SRV46749,PET102890,2021-12-20 10:17:51,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh đĩa đệm (bệnh IVDD),2021-12-24
SRV129570,PET38607,2024-06-25 06:54:59,Tê liệt mặt - miệng méo,Viêm tai ngoài do nấm Malassezia,2024-07-06
SRV156542,PET57448,2024-03-29 15:38:51,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2024-04-09
SRV50489,PET111203,2022-01-29 23:46:54,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2022-01-30
SRV86248,PET69742,2021-03-21 10:33:15,Bụng căng như quả bóng - đau nhiều,Bệnh đĩa đệm (bệnh IVDD),2021-04-18
SRV109447,PET15365,2022-12-22 20:18:58,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Chấn thương cột sống lưng thắt lưng,2023-01-04
SRV136187,PET29374,2023-09-16 23:58:57,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2023-10-04
SRV123330,PET95670,2023-12-29 22:25:06,Ngứa dữ dội - chảy máu tai từ gãi,Xuất huyết nội bộ - cấp cứu,2024-01-11
SRV72331,PET95066,2022-08-22 20:49:00,Tê liệt mặt - miệng méo,Suy thận cấp - cần xét nghiệm ngay,2022-09-05
SRV175658,PET32983,2023-08-26 07:25:04,Tê liệt mặt - miệng méo,Viêm đường hô hấp cấp tính,2023-09-11
SRV15420,PET94631,2022-02-25 20:18:45,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Nhiễm trùng vết mổ sau phẫu thuật,2022-03-05
SRV157269,PET20208,2021-03-09 07:54:21,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-03-16
SRV20711,PET86968,2024-01-07 15:44:26,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-01-21
SRV5358,PET54784,2021-05-13 23:23:49,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2021-05-18
SRV27897,PET57225,2024-02-20 05:21:03,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-03-07
SRV91517,PET13087,2023-04-10 12:05:00,Liệt chi sau - không đứng được,Viêm dạ dày ruột cấp do vi khuẩn,2023-05-08
SRV175518,PET45408,2022-06-20 17:31:19,Liệt chi sau - không đứng được,Nhiễm trùng vết mổ sau phẫu thuật,2022-07-04
SRV65460,PET10088,2021-04-05 11:11:30,Mắt đỏ - phù nề - khó mở mắt,Bệnh nha chu giai đoạn cuối,2021-04-07
SRV13379,PET26935,2023-07-14 17:21:46,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2023-07-16
SRV32910,PET25357,2022-09-17 14:25:37,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2022-09-29
SRV19511,PET96250,2023-04-22 00:58:24,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2023-05-11
SRV107743,PET43627,2022-08-28 04:49:43,Tê liệt mặt - miệng méo,Viêm tai ngoài do nấm Malassezia,2022-09-06
SRV40912,PET09481,2022-02-02 23:49:54,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2022-02-16
