ServiceID,ServiceName,ServiceDescription,DID
SRV98955,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV98956,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0055
SRV98957,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0115
SRV98958,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0054
SRV98959,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0058
SRV98960,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0025
SRV98961,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0088
SRV98962,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0049
SRV98963,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0077
SRV98964,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0088
SRV98965,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0041
SRV98966,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0111
SRV98967,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0002
SRV98968,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0045
SRV98969,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0004
SRV98970,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0099
SRV98971,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0006
SRV98972,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0068
SRV98973,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0112
SRV98974,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0028
SRV98975,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV98976,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0042
SRV98977,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0031
SRV98978,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0045
SRV98979,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV98980,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0037
SRV98981,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0029
SRV98982,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0020
SRV98983,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0076
SRV98984,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0075
SRV98985,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0002
SRV98986,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0062
SRV98987,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0111
SRV98988,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0056
SRV98989,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0050
SRV98990,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0087
SRV98991,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0101
SRV98992,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0074
SRV98993,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0075
SRV98994,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0089
SRV98995,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0007
SRV98996,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0050
SRV98997,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0075
SRV98998,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0115
SRV98999,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0056
SRV99000,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0109
SRV99001,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0005
SRV99002,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0054
SRV99003,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0074
SRV99004,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0090
SRV99005,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV99006,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV99007,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0101
SRV99008,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0037
SRV99009,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0006
SRV99010,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0034
SRV99011,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0064
SRV99012,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0075
SRV99013,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0005
SRV99014,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0050
SRV99015,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0015
SRV99016,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0063
SRV99017,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0009
SRV99018,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0112
SRV99019,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0071
SRV99020,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0075
SRV99021,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0070
SRV99022,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0041
SRV99023,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0079
SRV99024,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0026
SRV99025,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0023
SRV99026,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0039
SRV99027,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0015
SRV99028,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0095
SRV99029,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0081
SRV99030,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0071
SRV99031,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0106
SRV99032,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0059
SRV99033,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0076
SRV99034,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0118
SRV99035,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0040
SRV99036,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0088
SRV99037,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0117
SRV99038,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0014
SRV99039,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0094
SRV99040,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0042
SRV99041,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0040
SRV99042,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0040
SRV99043,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0095
SRV99044,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0026
SRV99045,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0037
SRV99046,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0006
SRV99047,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0007
SRV99048,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0035
SRV99049,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV99050,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0052
SRV99051,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0007
SRV99052,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0061
SRV99053,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0102
SRV99054,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0105
SRV99055,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0080
SRV99056,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0028
SRV99057,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0091
SRV99058,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0070
SRV99059,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0108
SRV99060,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0031
SRV99061,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV99062,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0047
SRV99063,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0038
SRV99064,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0003
SRV99065,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0002
SRV99066,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0066
SRV99067,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0065
SRV99068,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0048
SRV99069,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0085
SRV99070,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0063
SRV99071,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0033
SRV99072,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0086
SRV99073,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0005
SRV99074,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0109
SRV99075,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0038
SRV99076,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0007
SRV99077,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0084
SRV99078,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0040
SRV99079,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0105
SRV99080,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0054
SRV99081,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0001
SRV99082,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0047
SRV99083,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0055
SRV99084,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0066
SRV99085,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0034
SRV99086,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0099
SRV99087,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV99088,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0094
SRV99089,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0087
SRV99090,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0113
SRV99091,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0065
SRV99092,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0117
SRV99093,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0031
SRV99094,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0054
SRV99095,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0063
SRV99096,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0082
SRV99097,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0039
SRV99098,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0051
SRV99099,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0031
SRV99100,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0040
SRV99101,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0058
SRV99102,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0077
SRV99103,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0028
SRV99104,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0063
SRV99105,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0101
SRV99106,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV99107,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0006
SRV99108,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0060
SRV99109,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0085
SRV99110,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0061
SRV99111,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0082
SRV99112,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0057
SRV99113,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0060
SRV99114,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0048
SRV99115,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0059
SRV99116,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0059
SRV99117,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0010
SRV99118,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0120
SRV99119,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0027
SRV99120,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0107
SRV99121,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0102
SRV99122,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0008
SRV99123,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0101
SRV99124,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0074
SRV99125,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0086
SRV99126,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0006
SRV99127,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0020
SRV99128,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0070
SRV99129,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0117
SRV99130,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0067
SRV99131,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0014
SRV99132,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0110
SRV99133,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0014
SRV99134,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0006
SRV99135,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0015
SRV99136,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0039
SRV99137,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0071
SRV99138,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0088
SRV99139,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0109
SRV99140,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0014
SRV99141,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0032
SRV99142,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0058
SRV99143,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0022
SRV99144,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0064
SRV99145,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0071
SRV99146,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV99147,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0003
SRV99148,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0049
SRV99149,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0048
SRV99150,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0094
SRV99151,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0021
SRV99152,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0005
SRV99153,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0077
SRV99154,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0060
SRV99155,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0013
SRV99156,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0107
SRV99157,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0066
SRV99158,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0055
SRV99159,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0050
SRV99160,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0099
SRV99161,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0020
SRV99162,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0111
SRV99163,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0080
SRV99164,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0003
SRV99165,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0041
SRV99166,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0064
SRV99167,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0014
SRV99168,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0068
SRV99169,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV99170,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0047
SRV99171,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0037
SRV99172,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0002
SRV99173,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0076
SRV99174,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0058
SRV99175,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0026
SRV99176,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0028
SRV99177,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0063
SRV99178,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0083
SRV99179,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0017
SRV99180,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0037
SRV99181,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0095
SRV99182,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0004
SRV99183,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0025
SRV99184,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0041
SRV99185,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0031
SRV99186,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0055
SRV99187,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0068
SRV99188,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0075
SRV99189,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV99190,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0008
SRV99191,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0011
SRV99192,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0071
SRV99193,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0085
SRV99194,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0068
SRV99195,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0095
SRV99196,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0062
SRV99197,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0091
SRV99198,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV99199,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0038
SRV99200,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0086
SRV99201,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0102
SRV99202,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0010
SRV99203,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0025
SRV99204,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0111
SRV99205,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0033
SRV99206,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0050
SRV99207,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0080
SRV99208,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0056
SRV99209,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0015
SRV99210,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0101
SRV99211,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0089
SRV99212,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0096
SRV99213,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0109
SRV99214,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0029
SRV99215,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0030
SRV99216,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0110
SRV99217,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0070
