InvoiceID,OrderID,OrderServiceID,CustomerID,CID,CardID,CreatedDate,CreatedTime,TotalPrice,PaymentMoney,PaymentTypeID
INV048887,ORD071476,ORS037592,CUS13319,E0425,CARD24939,2024-12-23,18:00:00,2103168,2103168,PM03
INV048888,ORD037075,ORS009303,CUS23788,E0474,CARD32601,2023-01-21,18:00:00,363569,363569,PM01
INV048889,ORD030366,ORS088426,CUS75496,E0468,CARD20388,2022-12-28,14:00:00,1579492,1579492,PM03
INV048890,ORD038773,ORS084972,CUS27067,E0307,CARD12840,2024-07-16,14:00:00,1467154,1467154,PM03
INV048891,ORD039720,ORS082536,CUS07249,E0303,CARD25428,2023-09-12,08:00:00,1864266,1864266,PM03
INV048892,ORD024235,ORS077627,CUS01060,E0431,CARD23443,2024-09-05,14:00:00,679220,679220,PM03
INV048893,ORD010966,ORS050349,CUS70950,E0295,CARD36535,2024-06-07,14:00:00,1243809,1243809,PM03
INV048894,ORD073309,ORS017842,CUS50991,E0317,CARD44160,2024-12-08,08:00:00,558248,558248,PM03
INV048895,ORD079547,ORS048839,CUS38252,E0349,CARD15617,2023-07-04,14:00:00,1967370,1967370,PM02
INV048896,ORD074441,ORS026178,CUS78847,E0286,CARD12469,2023-11-07,11:00:00,2241897,2241897,PM01
INV048897,ORD018025,ORS020641,CUS45385,E0458,CARD00113,2022-09-24,14:00:00,2874385,2874385,PM02
INV048898,ORD071699,ORS081575,CUS69385,E0384,CARD19835,2022-10-23,18:00:00,2900612,2900612,PM02
INV048899,ORD036594,ORS017332,CUS37778,E0460,CARD04401,2023-10-04,14:00:00,1836869,1836869,PM03
INV048900,ORD059140,ORS016389,CUS65203,E0469,CARD33461,2022-11-12,08:00:00,2300755,2300755,PM02
INV048901,ORD014271,ORS036046,CUS31386,E0425,CARD21566,2022-11-11,18:00:00,2936692,2936692,PM04
INV048902,ORD069107,ORS036149,CUS49051,E0398,CARD15348,2022-12-04,18:00:00,130071,130071,PM01
INV048903,ORD021859,ORS083744,CUS24636,E0401,CARD36779,2024-03-03,08:00:00,965757,965757,PM03
INV048904,ORD054782,ORS006074,CUS54703,E0468,CARD39904,2024-01-21,11:00:00,1938491,1938491,PM03
INV048905,ORD094179,ORS003866,CUS09368,E0425,CARD17753,2024-11-03,11:00:00,1341129,1341129,PM04
INV048906,ORD084534,ORS068347,CUS45429,E0408,CARD48678,2022-09-16,11:00:00,1593854,1593854,PM01
INV048907,ORD040915,ORS033970,CUS14371,E0314,CARD44895,2024-01-23,11:00:00,518143,518143,PM04
INV048908,ORD025639,ORS033802,CUS46924,E0460,CARD18158,2022-10-30,18:00:00,2219417,2219417,PM03
INV048909,ORD038312,ORS095407,CUS38832,E0413,CARD34103,2023-04-10,14:00:00,1925180,1925180,PM02
INV048910,ORD045017,ORS038023,CUS20691,E0304,CARD13699,2024-02-25,08:00:00,2565338,2565338,PM04
INV048911,ORD089927,ORS028788,CUS19964,E0299,CARD43417,2024-05-06,08:00:00,2044321,2044321,PM03
INV048912,ORD073399,ORS088681,CUS10001,E0289,CARD15660,2024-07-02,11:00:00,2493891,2493891,PM04
INV048913,ORD044718,ORS001324,CUS71314,E0317,CARD03484,2024-02-20,14:00:00,2416667,2416667,PM04
INV048914,ORD000484,ORS013212,CUS35402,E0447,CARD47787,2022-06-14,08:00:00,353098,353098,PM04
INV048915,ORD099371,ORS027556,CUS72610,E0378,CARD35603,2022-09-29,11:00:00,962817,962817,PM02
INV048916,ORD096320,ORS094070,CUS73776,E0369,CARD45022,2022-11-19,08:00:00,1791034,1791034,PM03
INV048917,ORD061097,ORS075632,CUS11407,E0397,CARD12211,2022-07-25,14:00:00,2697786,2697786,PM04
INV048918,ORD075542,ORS004279,CUS14279,E0425,CARD44201,2023-05-17,11:00:00,1915177,1915177,PM02
INV048919,ORD088794,ORS019743,CUS46389,E0352,CARD25443,2024-04-20,18:00:00,1558451,1558451,PM04
INV048920,ORD056165,ORS043218,CUS17034,E0401,CARD30807,2023-05-12,18:00:00,2941182,2941182,PM03
INV048921,ORD052677,ORS076815,CUS08502,E0303,CARD26633,2022-11-07,14:00:00,761457,761457,PM03
INV048922,ORD078522,ORS041574,CUS41730,E0409,CARD19127,2022-11-28,11:00:00,574688,574688,PM02
INV048923,ORD060994,ORS039306,CUS10883,E0407,CARD25520,2022-02-19,14:00:00,2790974,2790974,PM04
INV048924,ORD060789,ORS088241,CUS76668,E0430,CARD26510,2023-04-23,14:00:00,2449768,2449768,PM02
INV048925,ORD058838,ORS073139,CUS44225,E0273,CARD45594,2023-11-18,14:00:00,663454,663454,PM02
INV048926,ORD076837,ORS093522,CUS60603,E0352,CARD00648,2022-11-08,08:00:00,2132066,2132066,PM03
INV048927,ORD031513,ORS049830,CUS31526,E0410,CARD26860,2023-11-15,18:00:00,1955329,1955329,PM03
INV048928,ORD066078,ORS044422,CUS46055,E0407,CARD16717,2024-11-19,11:00:00,1062722,1062722,PM04
INV048929,ORD082328,ORS083553,CUS11416,E0472,CARD03323,2023-04-22,14:00:00,1512256,1512256,PM03
INV048930,ORD058010,ORS067938,CUS04444,E0479,CARD30749,2023-04-06,11:00:00,1062251,1062251,PM03
INV048931,ORD062689,ORS080535,CUS19288,E0429,CARD42306,2022-07-09,18:00:00,2448925,2448925,PM03
INV048932,ORD024778,ORS039095,CUS22822,E0273,CARD09913,2022-01-27,14:00:00,1901212,1901212,PM03
INV048933,ORD080000,ORS035318,CUS70926,E0314,CARD43467,2024-06-28,14:00:00,377177,377177,PM01
INV048934,ORD010260,ORS085303,CUS65381,E0433,CARD00730,2023-11-02,11:00:00,1861420,1861420,PM03
INV048935,ORD030311,ORS086497,CUS11512,E0336,CARD39878,2024-10-03,18:00:00,1340342,1340342,PM03
INV048936,ORD076142,ORS063450,CUS40918,E0336,CARD14197,2022-06-21,08:00:00,386416,386416,PM04
INV048937,ORD042940,ORS038022,CUS31540,E0330,CARD08587,2024-12-03,18:00:00,1074686,1074686,PM03
INV048938,ORD081607,ORS093400,CUS46236,E0286,CARD45714,2024-07-21,18:00:00,1548858,1548858,PM04
INV048939,ORD039353,ORS060732,CUS53874,E0374,CARD38087,2024-04-14,11:00:00,1939968,1939968,PM01
INV048940,ORD017021,ORS068334,CUS32711,E0425,CARD46309,2022-04-04,18:00:00,334639,334639,PM03
INV048941,ORD022320,ORS068293,CUS73546,E0396,CARD01199,2022-11-25,11:00:00,1319243,1319243,PM03
INV048942,ORD050049,ORS065832,CUS08954,E0307,CARD14047,2024-02-11,14:00:00,1547747,1547747,PM01
INV048943,ORD032372,ORS003810,CUS50852,E0410,CARD29763,2022-10-27,08:00:00,1873601,1873601,PM02
INV048944,ORD042972,ORS026842,CUS57158,E0474,CARD11108,2022-06-09,14:00:00,2883554,2883554,PM01
INV048945,ORD098163,ORS019987,CUS33377,E0468,CARD16518,2023-05-02,18:00:00,2802893,2802893,PM01
INV048946,ORD017043,ORS062843,CUS64266,E0406,CARD40959,2024-10-08,14:00:00,1856497,1856497,PM02
INV048947,ORD038038,ORS090602,CUS67036,E0349,CARD07978,2022-06-29,08:00:00,1418500,1418500,PM03
INV048948,ORD070731,ORS056761,CUS00933,E0353,CARD25631,2023-01-16,18:00:00,1712638,1712638,PM04
INV048949,ORD093320,ORS016987,CUS70715,E0401,CARD21499,2024-12-28,14:00:00,1446164,1446164,PM04
INV048950,ORD084014,ORS012344,CUS56385,E0395,CARD12785,2024-10-08,18:00:00,1196051,1196051,PM04
INV048951,ORD053842,ORS023386,CUS64588,E0336,CARD27959,2022-09-22,14:00:00,645887,645887,PM02
INV048952,ORD008794,ORS031033,CUS34646,E0413,CARD05474,2024-07-25,18:00:00,676800,676800,PM01
INV048953,ORD085951,ORS085438,CUS77969,E0458,CARD07709,2022-04-03,18:00:00,694068,694068,PM01
INV048954,ORD071913,ORS016491,CUS66040,E0410,CARD37105,2023-12-14,18:00:00,2778104,2778104,PM03
INV048955,ORD039367,ORS024785,CUS08045,E0397,CARD33326,2024-03-12,11:00:00,2238699,2238699,PM04
INV048956,ORD078667,ORS056747,CUS59109,E0429,CARD35475,2023-12-13,14:00:00,1277396,1277396,PM04
INV048957,ORD086534,ORS052793,CUS09595,E0479,CARD36936,2024-01-16,08:00:00,1893087,1893087,PM01
INV048958,ORD050949,ORS075811,CUS39331,E0413,CARD20160,2023-12-01,18:00:00,2330266,2330266,PM03
INV048959,ORD018722,ORS084216,CUS44163,E0395,CARD31536,2022-10-02,14:00:00,773879,773879,PM03
INV048960,ORD000472,ORS041553,CUS59666,E0398,CARD17288,2022-10-16,14:00:00,2610012,2610012,PM02
INV048961,ORD041631,ORS004089,CUS53486,E0369,CARD40556,2024-06-02,14:00:00,2966187,2966187,PM04
INV048962,ORD094729,ORS044082,CUS32964,E0304,CARD44124,2023-04-05,11:00:00,369277,369277,PM02
INV048963,ORD066078,ORS004038,CUS49337,E0468,CARD33830,2023-05-15,18:00:00,1529182,1529182,PM03
INV048964,ORD064179,ORS003971,CUS31026,E0396,CARD46637,2022-04-06,18:00:00,626187,626187,PM03
INV048965,ORD019139,ORS077009,CUS71907,E0352,CARD24307,2023-07-12,08:00:00,1733836,1733836,PM02
INV048966,ORD027500,ORS053272,CUS52955,E0429,CARD32204,2024-01-19,11:00:00,2536042,2536042,PM03
INV048967,ORD045774,ORS050258,CUS15682,E0353,CARD20895,2022-06-12,14:00:00,1082003,1082003,PM04
INV048968,ORD058574,ORS070531,CUS71685,E0395,CARD39333,2023-10-21,11:00:00,1054500,1054500,PM02
INV048969,ORD053882,ORS036547,CUS43947,E0319,CARD00287,2024-03-02,08:00:00,729661,729661,PM03
INV048970,ORD091763,ORS000635,CUS14941,E0409,CARD31101,2022-05-14,08:00:00,765758,765758,PM04
INV048971,ORD047219,ORS061145,CUS18120,E0398,CARD01203,2022-05-29,18:00:00,593690,593690,PM01
INV048972,ORD076782,ORS067694,CUS22395,E0479,CARD12268,2024-07-10,14:00:00,482373,482373,PM01
INV048973,ORD080979,ORS037887,CUS11568,E0371,CARD42110,2022-04-10,18:00:00,535328,535328,PM02
INV048974,ORD035619,ORS058182,CUS20274,E0273,CARD10294,2023-05-14,18:00:00,1082009,1082009,PM03
INV048975,ORD048677,ORS014162,CUS62268,E0379,CARD14510,2024-01-10,08:00:00,1966992,1966992,PM04
INV048976,ORD095456,ORS067518,CUS18443,E0314,CARD45400,2024-02-25,18:00:00,203555,203555,PM04
INV048977,ORD079372,ORS017877,CUS61395,E0458,CARD27842,2023-02-17,08:00:00,1766673,1766673,PM01
INV048978,ORD079802,ORS017830,CUS26051,E0438,CARD19283,2024-06-13,08:00:00,2862365,2862365,PM02
INV048979,ORD012968,ORS086360,CUS63644,E0448,CARD20705,2022-07-22,14:00:00,196656,196656,PM02
INV048980,ORD032700,ORS058380,CUS73166,E0409,CARD40214,2022-08-18,11:00:00,2732734,2732734,PM03
INV048981,ORD060187,ORS060563,CUS79319,E0443,CARD13240,2022-11-02,11:00:00,2299207,2299207,PM02
INV048982,ORD078331,ORS010309,CUS38710,E0337,CARD02228,2022-01-23,18:00:00,2952888,2952888,PM04
INV048983,ORD067783,ORS019277,CUS75760,E0374,CARD32779,2024-02-25,14:00:00,840397,840397,PM02
INV048984,ORD021496,ORS084621,CUS19589,E0291,CARD10840,2023-03-07,11:00:00,409970,409970,PM04
INV048985,ORD049079,ORS038385,CUS66629,E0368,CARD08016,2023-03-09,08:00:00,534619,534619,PM02
INV048986,ORD079251,ORS004836,CUS43602,E0464,CARD01419,2023-07-26,14:00:00,419616,419616,PM03
INV048987,ORD091235,ORS027898,CUS26575,E0393,CARD00772,2023-11-26,18:00:00,1494463,1494463,PM01
INV048988,ORD089794,ORS005829,CUS73821,E0314,CARD31964,2023-05-12,14:00:00,965820,965820,PM03
INV048989,ORD081198,ORS037904,CUS73473,E0304,CARD38866,2022-06-17,14:00:00,804041,804041,PM02
INV048990,ORD069794,ORS079528,CUS03620,E0425,CARD20107,2024-03-21,18:00:00,1188294,1188294,PM04
INV048991,ORD023202,ORS046549,CUS69927,E0379,CARD06861,2023-07-04,18:00:00,1167677,1167677,PM03
INV048992,ORD072012,ORS026996,CUS11438,E0353,CARD13886,2022-04-15,08:00:00,2322189,2322189,PM04
INV048993,ORD019349,ORS012938,CUS47970,E0321,CARD30579,2022-10-02,11:00:00,2737855,2737855,PM02
INV048994,ORD088792,ORS032298,CUS01423,E0401,CARD26974,2023-05-06,14:00:00,1137597,1137597,PM02
INV048995,ORD042187,ORS059722,CUS52751,E0349,CARD02631,2023-03-30,08:00:00,2520160,2520160,PM04
INV048996,ORD010313,ORS085666,CUS07499,E0363,CARD46670,2024-07-03,14:00:00,1286452,1286452,PM01
INV048997,ORD056354,ORS030781,CUS21811,E0460,CARD24303,2022-01-09,14:00:00,2334304,2334304,PM01
INV048998,ORD022847,ORS039182,CUS50195,E0469,CARD06619,2022-12-26,18:00:00,997212,997212,PM02
INV048999,ORD023895,ORS054626,CUS48804,E0474,CARD19326,2023-07-05,14:00:00,2835907,2835907,PM03
INV049000,ORD083561,ORS020411,CUS72841,E0349,CARD13854,2022-09-23,18:00:00,1183647,1183647,PM02
INV049001,ORD042665,ORS024432,CUS04714,E0478,CARD39673,2024-09-12,11:00:00,2019786,2019786,PM04
INV049002,ORD047356,ORS024036,CUS00017,E0490,CARD11404,2023-06-10,08:00:00,1750827,1750827,PM03
INV049003,ORD075674,ORS004626,CUS15760,E0468,CARD12885,2024-02-11,18:00:00,1341475,1341475,PM02
INV049004,ORD053333,ORS008454,CUS04777,E0353,CARD11063,2023-08-07,18:00:00,2726642,2726642,PM01
INV049005,ORD024079,ORS091164,CUS49714,E0338,CARD11272,2022-11-22,18:00:00,1155361,1155361,PM04
INV049006,ORD079247,ORS018208,CUS51493,E0407,CARD08685,2023-03-15,18:00:00,2177542,2177542,PM03
INV049007,ORD058551,ORS009340,CUS72741,E0393,CARD45083,2023-11-24,18:00:00,1744780,1744780,PM03
INV049008,ORD037387,ORS071829,CUS41045,E0459,CARD30767,2024-08-30,08:00:00,809362,809362,PM03
INV049009,ORD064792,ORS073908,CUS43426,E0299,CARD08017,2022-10-30,18:00:00,1557650,1557650,PM03
INV049010,ORD038645,ORS090958,CUS55212,E0422,CARD01370,2024-05-14,14:00:00,1878313,1878313,PM03
INV049011,ORD006210,ORS097941,CUS02252,E0384,CARD44165,2024-09-08,18:00:00,586347,586347,PM04
INV049012,ORD018624,ORS036353,CUS24266,E0458,CARD14026,2024-09-06,18:00:00,205603,205603,PM04
INV049013,ORD046145,ORS016667,CUS74446,E0291,CARD19110,2024-10-03,14:00:00,1658121,1658121,PM02
INV049014,ORD001739,ORS083923,CUS03346,E0460,CARD45923,2022-02-15,18:00:00,1016168,1016168,PM02
INV049015,ORD082547,ORS016511,CUS07591,E0399,CARD41240,2022-11-22,08:00:00,100681,100681,PM04
INV049016,ORD017316,ORS017084,CUS05219,E0289,CARD00632,2023-06-28,14:00:00,1456357,1456357,PM04
INV049017,ORD001320,ORS097136,CUS61415,E0369,CARD21807,2023-09-13,14:00:00,2542356,2542356,PM01
INV049018,ORD038804,ORS006652,CUS40856,E0457,CARD03185,2024-02-03,14:00:00,1079390,1079390,PM02
INV049019,ORD001764,ORS083553,CUS24244,E0401,CARD13494,2023-09-08,11:00:00,2522865,2522865,PM04
INV049020,ORD002747,ORS064336,CUS19044,E0464,CARD49873,2023-11-30,11:00:00,1300756,1300756,PM03
INV049021,ORD088027,ORS080789,CUS44558,E0396,CARD16718,2023-07-05,08:00:00,617842,617842,PM02
INV049022,ORD033487,ORS052105,CUS77305,E0299,CARD07042,2022-09-25,14:00:00,2063544,2063544,PM01
INV049023,ORD083691,ORS027379,CUS02832,E0423,CARD25549,2023-06-17,18:00:00,2054632,2054632,PM02
INV049024,ORD004063,ORS036155,CUS53593,E0277,CARD17502,2022-08-25,11:00:00,1723312,1723312,PM04
INV049025,ORD077358,ORS096081,CUS01293,E0363,CARD00728,2022-01-30,18:00:00,1543523,1543523,PM03
INV049026,ORD067069,ORS032373,CUS71583,E0425,CARD47033,2022-10-27,11:00:00,1982023,1982023,PM02
INV049027,ORD096940,ORS040234,CUS29307,E0352,CARD21276,2022-12-25,14:00:00,1908160,1908160,PM02
INV049028,ORD092536,ORS006742,CUS03944,E0413,CARD15358,2023-05-23,11:00:00,1960157,1960157,PM02
INV049029,ORD049849,ORS016109,CUS62375,E0410,CARD38693,2024-09-29,14:00:00,1622351,1622351,PM01
INV049030,ORD003851,ORS097655,CUS45132,E0399,CARD31597,2024-08-25,11:00:00,1753025,1753025,PM03
INV049031,ORD090065,ORS008680,CUS67861,E0408,CARD27870,2024-03-01,08:00:00,1194018,1194018,PM01
INV049032,ORD057565,ORS080503,CUS51778,E0469,CARD34294,2022-07-21,14:00:00,2460515,2460515,PM01
INV049033,ORD093813,ORS023897,CUS06277,E0393,CARD25683,2024-02-24,08:00:00,1017896,1017896,PM03
INV049034,ORD042126,ORS090058,CUS66517,E0447,CARD06449,2022-03-28,18:00:00,2343013,2343013,PM02
INV049035,ORD019945,ORS026937,CUS19604,E0336,CARD37326,2023-01-03,08:00:00,1889451,1889451,PM02
INV049036,ORD080683,ORS093369,CUS00451,E0304,CARD34823,2023-06-23,18:00:00,2921781,2921781,PM03
INV049037,ORD083336,ORS056994,CUS33078,E0477,CARD30025,2022-01-02,18:00:00,2956285,2956285,PM01
INV049038,ORD076268,ORS017874,CUS67431,E0393,CARD08946,2023-06-18,11:00:00,764136,764136,PM02
INV049039,ORD063063,ORS071740,CUS41448,E0330,CARD07677,2024-01-24,11:00:00,87355,87355,PM03
INV049040,ORD063493,ORS016519,CUS04474,E0457,CARD34352,2023-09-16,11:00:00,423944,423944,PM03
INV049041,ORD096796,ORS085063,CUS31505,E0286,CARD29499,2022-07-28,11:00:00,2431758,2431758,PM04
INV049042,ORD087914,ORS052919,CUS07973,E0478,CARD20579,2022-08-05,11:00:00,2471907,2471907,PM03
INV049043,ORD053692,ORS047567,CUS06008,E0307,CARD08602,2023-10-29,11:00:00,1385115,1385115,PM01
INV049044,ORD074429,ORS096979,CUS37582,E0338,CARD46636,2022-06-09,14:00:00,496095,496095,PM04
INV049045,ORD097058,ORS054285,CUS69756,E0277,CARD14398,2024-10-27,18:00:00,2784662,2784662,PM01
INV049046,ORD053227,ORS047283,CUS06108,E0458,CARD00325,2022-03-20,18:00:00,2073845,2073845,PM03
INV049047,ORD060674,ORS094375,CUS04638,E0286,CARD17434,2022-11-18,18:00:00,965069,965069,PM03
INV049048,ORD028929,ORS076205,CUS75746,E0353,CARD30239,2022-05-18,18:00:00,375520,375520,PM03
INV049049,ORD049826,ORS073651,CUS17655,E0303,CARD19488,2024-06-18,11:00:00,535522,535522,PM01
INV049050,ORD048337,ORS048973,CUS37761,E0369,CARD35480,2022-12-02,08:00:00,1877953,1877953,PM03
INV049051,ORD098118,ORS092612,CUS40317,E0425,CARD48061,2022-05-24,11:00:00,2472730,2472730,PM03
INV049052,ORD006734,ORS057021,CUS22074,E0438,CARD28398,2023-05-22,08:00:00,2479539,2479539,PM02
INV049053,ORD051755,ORS021080,CUS37384,E0371,CARD49385,2022-12-06,08:00:00,1748820,1748820,PM02
INV049054,ORD038924,ORS092403,CUS51187,E0295,CARD15520,2024-01-04,08:00:00,164453,164453,PM04
INV049055,ORD070286,ORS010598,CUS27022,E0330,CARD18081,2023-10-20,18:00:00,1838788,1838788,PM03
INV049056,ORD031088,ORS097557,CUS65248,E0337,CARD01959,2023-12-02,14:00:00,610169,610169,PM01
INV049057,ORD080174,ORS079909,CUS38970,E0438,CARD22619,2023-11-03,08:00:00,1926537,1926537,PM01
INV049058,ORD038518,ORS088677,CUS46657,E0423,CARD27395,2022-02-18,18:00:00,277485,277485,PM01
INV049059,ORD039101,ORS011446,CUS43109,E0431,CARD41316,2023-03-17,08:00:00,1325741,1325741,PM01
INV049060,ORD084777,ORS075034,CUS18764,E0425,CARD40870,2023-05-14,14:00:00,480003,480003,PM04
INV049061,ORD046699,ORS073403,CUS68994,E0369,CARD11729,2023-11-17,11:00:00,941151,941151,PM04
INV049062,ORD072154,ORS081664,CUS21154,E0300,CARD35989,2022-05-25,14:00:00,1020684,1020684,PM02
INV049063,ORD047397,ORS099455,CUS32854,E0363,CARD18606,2023-11-12,18:00:00,2692963,2692963,PM04
INV049064,ORD084009,ORS038911,CUS34893,E0422,CARD00067,2022-04-02,11:00:00,1457223,1457223,PM04
INV049065,ORD060151,ORS074636,CUS17554,E0423,CARD33021,2023-02-16,18:00:00,656049,656049,PM04
INV049066,ORD081809,ORS030613,CUS28723,E0337,CARD45301,2023-12-20,11:00:00,251873,251873,PM01
INV049067,ORD010080,ORS041836,CUS65297,E0369,CARD15858,2022-08-14,14:00:00,375596,375596,PM03
INV049068,ORD018932,ORS034436,CUS14116,E0336,CARD40765,2023-07-28,11:00:00,711550,711550,PM03
INV049069,ORD087992,ORS034831,CUS38928,E0460,CARD44415,2022-02-18,08:00:00,1459710,1459710,PM03
INV049070,ORD077787,ORS081798,CUS52344,E0472,CARD08607,2023-09-12,11:00:00,1217663,1217663,PM04
INV049071,ORD006715,ORS087793,CUS23207,E0429,CARD37793,2022-09-30,14:00:00,1461854,1461854,PM01
INV049072,ORD011603,ORS018278,CUS22319,E0352,CARD11615,2024-09-24,14:00:00,459497,459497,PM03
INV049073,ORD087410,ORS064108,CUS23181,E0422,CARD41239,2022-09-29,11:00:00,1448491,1448491,PM02
INV049074,ORD044298,ORS058210,CUS58845,E0410,CARD18031,2022-08-16,18:00:00,898058,898058,PM01
INV049075,ORD044789,ORS083973,CUS56607,E0423,CARD36765,2022-02-27,18:00:00,1969324,1969324,PM03
INV049076,ORD014142,ORS017355,CUS51153,E0321,CARD40864,2023-07-09,08:00:00,283637,283637,PM01
INV049077,ORD000622,ORS031251,CUS71838,E0479,CARD37997,2023-02-25,14:00:00,642077,642077,PM03
INV049078,ORD097546,ORS032274,CUS16957,E0304,CARD40693,2024-09-18,08:00:00,1411156,1411156,PM03
INV049079,ORD003960,ORS019582,CUS72816,E0384,CARD14013,2024-01-26,18:00:00,1254558,1254558,PM02
INV049080,ORD018805,ORS040626,CUS56824,E0459,CARD22687,2022-03-06,18:00:00,2838236,2838236,PM01
INV049081,ORD013786,ORS030740,CUS05302,E0431,CARD11511,2023-06-16,11:00:00,1157434,1157434,PM01
INV049082,ORD061977,ORS043376,CUS09472,E0289,CARD42644,2023-11-13,14:00:00,1633795,1633795,PM04
INV049083,ORD046828,ORS089929,CUS32695,E0321,CARD49134,2022-01-31,11:00:00,2573535,2573535,PM01
INV049084,ORD023872,ORS050217,CUS41385,E0465,CARD18648,2022-03-30,14:00:00,2173541,2173541,PM03
INV049085,ORD030399,ORS034698,CUS50106,E0479,CARD36370,2022-05-10,11:00:00,2685223,2685223,PM04
INV049086,ORD012115,ORS049645,CUS08005,E0336,CARD33789,2022-02-01,14:00:00,1636873,1636873,PM01
INV049087,ORD046316,ORS078613,CUS70899,E0448,CARD14471,2023-08-09,11:00:00,813173,813173,PM01
INV049088,ORD091821,ORS087803,CUS60047,E0448,CARD43312,2023-04-15,18:00:00,664420,664420,PM02
INV049089,ORD003492,ORS044564,CUS54379,E0291,CARD24156,2023-09-01,18:00:00,2520979,2520979,PM04
INV049090,ORD019430,ORS099289,CUS58946,E0367,CARD07791,2024-04-09,18:00:00,2770152,2770152,PM03
INV049091,ORD093615,ORS075157,CUS13460,E0393,CARD35498,2024-11-29,18:00:00,1666136,1666136,PM02
INV049092,ORD023231,ORS076635,CUS76796,E0379,CARD38789,2022-05-21,14:00:00,921641,921641,PM01
INV049093,ORD094518,ORS004486,CUS25771,E0349,CARD25891,2022-06-14,08:00:00,1198746,1198746,PM02
INV049094,ORD086083,ORS059174,CUS40297,E0363,CARD21885,2022-12-26,14:00:00,537979,537979,PM01
INV049095,ORD000609,ORS079310,CUS53029,E0429,CARD37594,2023-10-11,18:00:00,788828,788828,PM04
INV049096,ORD040283,ORS013856,CUS23222,E0299,CARD33220,2022-06-04,11:00:00,1314626,1314626,PM02
INV049097,ORD031650,ORS029569,CUS05084,E0478,CARD22431,2023-08-12,08:00:00,1832552,1832552,PM01
INV049098,ORD004186,ORS048317,CUS66431,E0384,CARD03617,2024-10-13,11:00:00,280632,280632,PM02
INV049099,ORD072911,ORS052302,CUS79993,E0413,CARD46467,2022-05-14,18:00:00,2392183,2392183,PM04
INV049100,ORD005320,ORS074183,CUS76081,E0413,CARD12876,2023-02-01,14:00:00,240753,240753,PM03
INV049101,ORD038604,ORS058736,CUS22330,E0291,CARD25745,2022-12-03,18:00:00,2087559,2087559,PM02
INV049102,ORD034245,ORS020458,CUS69533,E0469,CARD09707,2022-12-31,14:00:00,1667378,1667378,PM01
INV049103,ORD043074,ORS074479,CUS65659,E0438,CARD46000,2024-07-05,14:00:00,2821484,2821484,PM01
INV049104,ORD028880,ORS049331,CUS13305,E0459,CARD03544,2024-07-20,14:00:00,2577828,2577828,PM02
INV049105,ORD050325,ORS066210,CUS34301,E0378,CARD35869,2023-11-13,14:00:00,2294038,2294038,PM02
INV049106,ORD082096,ORS080259,CUS56823,E0448,CARD24320,2023-03-05,18:00:00,1433667,1433667,PM03
INV049107,ORD035484,ORS086939,CUS78157,E0465,CARD12186,2023-12-04,08:00:00,2490602,2490602,PM01
INV049108,ORD095673,ORS012770,CUS74972,E0291,CARD08576,2023-09-28,11:00:00,2654239,2654239,PM02
INV049109,ORD083128,ORS080715,CUS28297,E0398,CARD39340,2024-09-26,18:00:00,1194426,1194426,PM03
INV049110,ORD049676,ORS096693,CUS33314,E0384,CARD33400,2024-12-15,11:00:00,1819942,1819942,PM02
INV049111,ORD008342,ORS024337,CUS43547,E0464,CARD38143,2022-07-13,18:00:00,2343571,2343571,PM01
INV049112,ORD060054,ORS077186,CUS36922,E0304,CARD45146,2023-05-21,08:00:00,2080316,2080316,PM04
INV049113,ORD022800,ORS042445,CUS40629,E0479,CARD29589,2023-05-05,18:00:00,991757,991757,PM02
INV049114,ORD012056,ORS008793,CUS02596,E0363,CARD41213,2022-03-05,14:00:00,2474929,2474929,PM04
INV049115,ORD072024,ORS046426,CUS48842,E0321,CARD27404,2023-07-07,18:00:00,2139885,2139885,PM01
INV049116,ORD097667,ORS028980,CUS22036,E0460,CARD41840,2024-01-22,11:00:00,2385718,2385718,PM03
INV049117,ORD015707,ORS045459,CUS45502,E0277,CARD29469,2024-11-09,11:00:00,1114175,1114175,PM03
INV049118,ORD000160,ORS079337,CUS56596,E0410,CARD28684,2022-09-11,08:00:00,1353802,1353802,PM01
INV049119,ORD041975,ORS066028,CUS32195,E0384,CARD26094,2022-12-31,18:00:00,1180018,1180018,PM04
INV049120,ORD012800,ORS090735,CUS25525,E0423,CARD27552,2024-06-05,18:00:00,606092,606092,PM03
INV049121,ORD010349,ORS002895,CUS65398,E0460,CARD10050,2023-03-20,18:00:00,1074575,1074575,PM03
INV049122,ORD045616,ORS095000,CUS35452,E0352,CARD12748,2022-05-15,14:00:00,1956209,1956209,PM02
INV049123,ORD034229,ORS010005,CUS05523,E0396,CARD46703,2022-01-27,14:00:00,1828481,1828481,PM01
INV049124,ORD098447,ORS057996,CUS14858,E0337,CARD00863,2024-01-27,11:00:00,1225715,1225715,PM04
INV049125,ORD091724,ORS066250,CUS18555,E0367,CARD02081,2022-07-10,18:00:00,1425215,1425215,PM03
INV049126,ORD098379,ORS007755,CUS31484,E0367,CARD05843,2024-07-07,18:00:00,1257827,1257827,PM02
INV049127,ORD090589,ORS068407,CUS10973,E0374,CARD09379,2024-12-03,18:00:00,1986655,1986655,PM01
INV049128,ORD076587,ORS006088,CUS57378,E0409,CARD18425,2023-02-20,18:00:00,2452191,2452191,PM02
