SurgeryID,PetID,PrescriptionID,SurgeryStatus,SurgeryType,AnesthesiaType,SurgeryDate,DiagnosisNote
SRV58181,PET48877,PRSC073606,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-11-23 08:38:12,Phẫu thuật theo chỉ định bác sĩ
SRV11646,PET00783,PRSC046631,Đang theo dõi,Mổ u,Gây tê,2023-04-11 04:50:54,Phẫu thuật theo chỉ định bác sĩ
SRV88375,PET98590,PRSC074756,Đã thực hiện,Thiến,Gây tê,2024-03-05 07:52:45,Phẫu thuật theo chỉ định bác sĩ
SRV75336,PET86306,PRSC072608,Đang theo dõi,Thiến,Gây tê,2022-05-08 18:28:30,Phẫu thuật theo chỉ định bác sĩ
SRV149104,PET63891,PRSC025702,Đang theo dõi,Nội soi,Gây tê,2023-11-24 22:23:45,Phẫu thuật theo chỉ định bác sĩ
SRV132483,PET53187,PRSC048624,Đã thực hiện,Mổ bụng,Gây tê,2022-06-21 20:33:49,Phẫu thuật theo chỉ định bác sĩ
SRV77028,PET90707,PRSC049447,Đang theo dõi,Thiến,Gây tê,2023-12-27 05:42:11,Phẫu thuật theo chỉ định bác sĩ
SRV142076,PET05391,PRSC003133,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-09-24 12:14:43,Phẫu thuật theo chỉ định bác sĩ
SRV116603,PET109325,PRSC076896,Đang theo dõi,Nội soi,Gây tê,2023-06-30 02:16:12,Phẫu thuật theo chỉ định bác sĩ
SRV164470,PET104365,PRSC076869,Đang theo dõi,Nội soi,Gây tê,2022-04-13 16:20:05,Phẫu thuật theo chỉ định bác sĩ
SRV151379,PET60464,PRSC021446,Đang theo dõi,Thiến,Gây tê,2023-06-03 20:39:03,Phẫu thuật theo chỉ định bác sĩ
SRV139191,PET05682,PRSC006180,Đã thực hiện,Thiến,Gây mê toàn thân,2022-02-26 05:36:39,Phẫu thuật theo chỉ định bác sĩ
SRV150698,PET01700,PRSC031891,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-06-21 18:32:26,Phẫu thuật theo chỉ định bác sĩ
SRV75292,PET93559,PRSC066490,Đang theo dõi,Thiến,Gây tê,2022-01-04 15:51:20,Phẫu thuật theo chỉ định bác sĩ
SRV35551,PET30506,PRSC008300,Đã thực hiện,Thiến,Gây tê,2024-09-30 11:48:16,Phẫu thuật theo chỉ định bác sĩ
SRV93728,PET99956,PRSC068261,Đã thực hiện,Mổ bụng,Gây tê,2024-08-23 12:51:59,Phẫu thuật theo chỉ định bác sĩ
SRV159652,PET74162,PRSC021744,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-06-25 04:15:04,Phẫu thuật theo chỉ định bác sĩ
SRV153055,PET75133,PRSC061778,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-09-05 03:26:35,Phẫu thuật theo chỉ định bác sĩ
SRV52955,PET100528,PRSC059254,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-06-11 12:49:17,Phẫu thuật theo chỉ định bác sĩ
SRV191233,PET72895,PRSC066753,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-04-14 14:24:11,Phẫu thuật theo chỉ định bác sĩ
SRV26713,PET79501,PRSC003167,Đang theo dõi,Thiến,Gây mê toàn thân,2024-09-01 12:39:37,Phẫu thuật theo chỉ định bác sĩ
SRV112554,PET37777,PRSC028717,Đã thực hiện,Mổ bụng,Gây tê,2024-01-31 11:12:58,Phẫu thuật theo chỉ định bác sĩ
SRV138303,PET38471,PRSC019238,Đang theo dõi,Nội soi,Gây tê,2023-10-09 14:22:17,Phẫu thuật theo chỉ định bác sĩ
SRV9678,PET67066,PRSC061313,Đang theo dõi,Nội soi,Gây tê,2021-12-07 05:32:23,Phẫu thuật theo chỉ định bác sĩ
SRV80489,PET82256,PRSC001554,Đã thực hiện,Mổ u,Gây tê,2021-09-22 03:21:07,Phẫu thuật theo chỉ định bác sĩ
SRV196091,PET68213,PRSC058019,Đang theo dõi,Mổ bụng,Gây tê,2022-07-21 15:53:09,Phẫu thuật theo chỉ định bác sĩ
SRV55216,PET59387,PRSC025083,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-12-17 13:38:19,Phẫu thuật theo chỉ định bác sĩ
SRV72661,PET72448,PRSC032548,Đã thực hiện,Mổ u,Gây tê,2021-08-23 02:29:15,Phẫu thuật theo chỉ định bác sĩ
SRV136765,PET44595,PRSC042625,Đang theo dõi,Mổ u,Gây tê,2024-01-13 23:27:53,Phẫu thuật theo chỉ định bác sĩ
SRV192993,PET46975,PRSC031405,Đã thực hiện,Thiến,Gây mê toàn thân,2021-01-24 13:23:44,Phẫu thuật theo chỉ định bác sĩ
SRV172844,PET79545,PRSC047486,Đang theo dõi,Mổ u,Gây tê,2021-12-23 01:42:12,Phẫu thuật theo chỉ định bác sĩ
SRV116142,PET43826,PRSC000666,Đã thực hiện,Mổ u,Gây tê,2023-12-17 03:34:51,Phẫu thuật theo chỉ định bác sĩ
SRV86042,PET100443,PRSC003255,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-01-04 21:24:40,Phẫu thuật theo chỉ định bác sĩ
SRV192255,PET72726,PRSC071792,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-07-17 15:21:32,Phẫu thuật theo chỉ định bác sĩ
SRV25255,PET05917,PRSC027937,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-07-24 19:36:45,Phẫu thuật theo chỉ định bác sĩ
SRV44397,PET31849,PRSC030271,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-05-18 09:10:23,Phẫu thuật theo chỉ định bác sĩ
SRV125180,PET86529,PRSC012631,Đang theo dõi,Thiến,Gây mê toàn thân,2021-09-08 05:28:00,Phẫu thuật theo chỉ định bác sĩ
SRV179716,PET93369,PRSC032410,Đang theo dõi,Thiến,Gây tê,2024-03-26 11:17:03,Phẫu thuật theo chỉ định bác sĩ
SRV35706,PET58894,PRSC056022,Đã thực hiện,Nội soi,Gây tê,2024-09-05 11:18:29,Phẫu thuật theo chỉ định bác sĩ
SRV2228,PET16455,PRSC032637,Đã thực hiện,Thiến,Gây mê toàn thân,2022-08-21 04:37:26,Phẫu thuật theo chỉ định bác sĩ
SRV8251,PET39350,PRSC022088,Đang theo dõi,Thiến,Gây mê toàn thân,2021-07-18 02:50:38,Phẫu thuật theo chỉ định bác sĩ
SRV79264,PET67672,PRSC038987,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-01-13 19:41:14,Phẫu thuật theo chỉ định bác sĩ
SRV193601,PET92041,PRSC066149,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-04-20 21:55:33,Phẫu thuật theo chỉ định bác sĩ
SRV151413,PET84339,PRSC020710,Đang theo dõi,Mổ bụng,Gây tê,2023-08-14 21:44:54,Phẫu thuật theo chỉ định bác sĩ
SRV182799,PET13478,PRSC046461,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-06-29 02:56:05,Phẫu thuật theo chỉ định bác sĩ
SRV140659,PET69644,PRSC051805,Đang theo dõi,Thiến,Gây tê,2023-02-17 14:26:52,Phẫu thuật theo chỉ định bác sĩ
SRV118859,PET69869,PRSC038056,Đang theo dõi,Mổ bụng,Gây tê,2021-10-28 17:16:00,Phẫu thuật theo chỉ định bác sĩ
SRV83643,PET26267,PRSC016658,Đang theo dõi,Nội soi,Gây tê,2024-09-08 10:10:57,Phẫu thuật theo chỉ định bác sĩ
SRV161134,PET106974,PRSC046028,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-06-06 07:17:00,Phẫu thuật theo chỉ định bác sĩ
SRV112149,PET88555,PRSC078637,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-12-07 02:04:27,Phẫu thuật theo chỉ định bác sĩ
SRV124535,PET91397,PRSC042915,Đang theo dõi,Thiến,Gây tê,2023-06-01 09:42:24,Phẫu thuật theo chỉ định bác sĩ
SRV49361,PET112731,PRSC004004,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-03-14 07:20:22,Phẫu thuật theo chỉ định bác sĩ
SRV169485,PET46250,PRSC056612,Đang theo dõi,Thiến,Gây tê,2022-02-01 16:15:34,Phẫu thuật theo chỉ định bác sĩ
SRV77731,PET13687,PRSC047520,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-05-01 23:02:22,Phẫu thuật theo chỉ định bác sĩ
SRV123700,PET35721,PRSC007294,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-10-14 08:18:04,Phẫu thuật theo chỉ định bác sĩ
SRV61945,PET92182,PRSC023233,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-02-17 15:28:19,Phẫu thuật theo chỉ định bác sĩ
SRV65466,PET80222,PRSC076473,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-06-03 20:44:06,Phẫu thuật theo chỉ định bác sĩ
SRV143188,PET108965,PRSC054648,Đã thực hiện,Mổ u,Gây tê,2023-02-03 09:17:29,Phẫu thuật theo chỉ định bác sĩ
SRV76161,PET112763,PRSC027195,Đã thực hiện,Thiến,Gây mê toàn thân,2023-03-25 11:27:15,Phẫu thuật theo chỉ định bác sĩ
SRV113341,PET04153,PRSC048945,Đang theo dõi,Thiến,Gây tê,2023-01-30 18:50:59,Phẫu thuật theo chỉ định bác sĩ
SRV8329,PET26368,PRSC054436,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-10-31 03:52:05,Phẫu thuật theo chỉ định bác sĩ
SRV56823,PET109132,PRSC038301,Đã thực hiện,Thiến,Gây tê,2024-08-22 04:14:05,Phẫu thuật theo chỉ định bác sĩ
SRV61502,PET17463,PRSC021763,Đã thực hiện,Mổ bụng,Gây tê,2022-01-17 14:40:07,Phẫu thuật theo chỉ định bác sĩ
SRV4033,PET05610,PRSC004117,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-08-04 06:06:12,Phẫu thuật theo chỉ định bác sĩ
SRV68154,PET112568,PRSC031382,Đang theo dõi,Nội soi,Gây tê,2024-05-12 17:52:20,Phẫu thuật theo chỉ định bác sĩ
SRV31505,PET62426,PRSC051788,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-05-09 10:14:33,Phẫu thuật theo chỉ định bác sĩ
SRV199971,PET44111,PRSC033488,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-11-04 17:44:10,Phẫu thuật theo chỉ định bác sĩ
SRV61659,PET53023,PRSC071678,Đã thực hiện,Mổ u,Gây tê,2022-04-14 08:58:14,Phẫu thuật theo chỉ định bác sĩ
SRV29955,PET32021,PRSC022366,Đã thực hiện,Thiến,Gây tê,2024-03-31 07:13:53,Phẫu thuật theo chỉ định bác sĩ
SRV84039,PET84484,PRSC035439,Đã thực hiện,Nội soi,Gây tê,2022-07-21 13:33:03,Phẫu thuật theo chỉ định bác sĩ
SRV170587,PET48300,PRSC045962,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-02-16 23:02:16,Phẫu thuật theo chỉ định bác sĩ
SRV105198,PET05505,PRSC051912,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-03-03 17:20:20,Phẫu thuật theo chỉ định bác sĩ
SRV90119,PET24056,PRSC015549,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-07-19 10:56:07,Phẫu thuật theo chỉ định bác sĩ
SRV84290,PET51280,PRSC037536,Đang theo dõi,Thiến,Gây tê,2021-02-08 20:49:46,Phẫu thuật theo chỉ định bác sĩ
SRV125960,PET45734,PRSC074206,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-03-20 01:08:45,Phẫu thuật theo chỉ định bác sĩ
SRV57262,PET47515,PRSC005819,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-01-16 22:22:03,Phẫu thuật theo chỉ định bác sĩ
SRV159518,PET07885,PRSC026196,Đã thực hiện,Thiến,Gây mê toàn thân,2022-01-09 17:28:16,Phẫu thuật theo chỉ định bác sĩ
SRV77786,PET95978,PRSC022515,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-12-23 10:16:31,Phẫu thuật theo chỉ định bác sĩ
SRV75487,PET19247,PRSC034106,Đang theo dõi,Thiến,Gây mê toàn thân,2024-10-08 22:43:36,Phẫu thuật theo chỉ định bác sĩ
SRV129182,PET46933,PRSC029064,Đang theo dõi,Mổ u,Gây tê,2021-02-03 21:59:42,Phẫu thuật theo chỉ định bác sĩ
SRV133094,PET112570,PRSC058786,Đã thực hiện,Thiến,Gây tê,2023-05-27 12:16:52,Phẫu thuật theo chỉ định bác sĩ
SRV176333,PET80584,PRSC035114,Đã thực hiện,Thiến,Gây mê toàn thân,2021-08-07 21:05:09,Phẫu thuật theo chỉ định bác sĩ
SRV17053,PET83523,PRSC048678,Đã thực hiện,Thiến,Gây mê toàn thân,2024-08-25 18:27:22,Phẫu thuật theo chỉ định bác sĩ
SRV47539,PET106694,PRSC015905,Đã thực hiện,Thiến,Gây mê toàn thân,2022-09-27 21:07:54,Phẫu thuật theo chỉ định bác sĩ
SRV157506,PET55040,PRSC006406,Đã thực hiện,Nội soi,Gây tê,2022-10-30 04:26:23,Phẫu thuật theo chỉ định bác sĩ
SRV79898,PET68830,PRSC036129,Đã thực hiện,Mổ u,Gây tê,2022-09-13 19:06:29,Phẫu thuật theo chỉ định bác sĩ
SRV85994,PET33738,PRSC043850,Đã thực hiện,Mổ bụng,Gây tê,2023-02-28 17:07:49,Phẫu thuật theo chỉ định bác sĩ
SRV139223,PET67966,PRSC049414,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-07-15 16:28:45,Phẫu thuật theo chỉ định bác sĩ
SRV94884,PET58426,PRSC007289,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-06-14 10:14:46,Phẫu thuật theo chỉ định bác sĩ
SRV25686,PET16252,PRSC062497,Đang theo dõi,Mổ u,Gây tê,2022-06-16 11:22:53,Phẫu thuật theo chỉ định bác sĩ
SRV51710,PET108097,PRSC055017,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-11-07 07:35:35,Phẫu thuật theo chỉ định bác sĩ
SRV88873,PET57044,PRSC079484,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-01-04 03:36:14,Phẫu thuật theo chỉ định bác sĩ
SRV198503,PET38707,PRSC007024,Đang theo dõi,Nội soi,Gây tê,2023-05-08 14:16:47,Phẫu thuật theo chỉ định bác sĩ
SRV12274,PET73213,PRSC075841,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-04-30 02:08:02,Phẫu thuật theo chỉ định bác sĩ
SRV196409,PET108527,PRSC069427,Đã thực hiện,Thiến,Gây mê toàn thân,2023-01-15 15:21:36,Phẫu thuật theo chỉ định bác sĩ
SRV134988,PET88259,PRSC049366,Đang theo dõi,Mổ u,Gây tê,2024-03-11 15:22:09,Phẫu thuật theo chỉ định bác sĩ
SRV31290,PET12752,PRSC078436,Đang theo dõi,Thiến,Gây tê,2023-07-21 12:54:36,Phẫu thuật theo chỉ định bác sĩ
SRV104106,PET108563,PRSC019701,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-07-28 14:57:49,Phẫu thuật theo chỉ định bác sĩ
SRV180461,PET30030,PRSC037586,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-08-13 08:40:09,Phẫu thuật theo chỉ định bác sĩ
SRV82129,PET20680,PRSC004370,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-12-14 08:03:59,Phẫu thuật theo chỉ định bác sĩ
SRV181344,PET26948,PRSC042338,Đã thực hiện,Thiến,Gây mê toàn thân,2023-09-21 13:11:01,Phẫu thuật theo chỉ định bác sĩ
SRV121122,PET65873,PRSC007618,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-12-26 14:34:25,Phẫu thuật theo chỉ định bác sĩ
SRV187034,PET18305,PRSC012675,Đã thực hiện,Nội soi,Gây mê toàn thân,2024-02-05 23:30:27,Phẫu thuật theo chỉ định bác sĩ
SRV68021,PET84592,PRSC005638,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-01-01 06:48:11,Phẫu thuật theo chỉ định bác sĩ
SRV117131,PET61585,PRSC079890,Đã thực hiện,Nội soi,Gây tê,2024-11-01 04:03:27,Phẫu thuật theo chỉ định bác sĩ
SRV15984,PET21571,PRSC069887,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-10-10 21:59:27,Phẫu thuật theo chỉ định bác sĩ
SRV184928,PET07273,PRSC013722,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-03-26 18:14:05,Phẫu thuật theo chỉ định bác sĩ
SRV52066,PET67605,PRSC052580,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-01-06 07:14:02,Phẫu thuật theo chỉ định bác sĩ
SRV21100,PET98530,PRSC005220,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-01-26 06:53:10,Phẫu thuật theo chỉ định bác sĩ
SRV159230,PET37591,PRSC064013,Đang theo dõi,Thiến,Gây tê,2022-04-08 18:46:58,Phẫu thuật theo chỉ định bác sĩ
SRV3934,PET32604,PRSC024717,Đang theo dõi,Mổ u,Gây tê,2024-03-15 19:09:51,Phẫu thuật theo chỉ định bác sĩ
SRV17796,PET06032,PRSC001267,Đang theo dõi,Mổ bụng,Gây tê,2023-07-13 08:08:22,Phẫu thuật theo chỉ định bác sĩ
SRV150586,PET12147,PRSC067275,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-02-15 08:46:48,Phẫu thuật theo chỉ định bác sĩ
SRV166077,PET47339,PRSC036361,Đang theo dõi,Mổ u,Gây tê,2021-11-10 14:58:00,Phẫu thuật theo chỉ định bác sĩ
SRV174201,PET116927,PRSC047755,Đang theo dõi,Thiến,Gây mê toàn thân,2022-10-06 11:49:20,Phẫu thuật theo chỉ định bác sĩ
SRV5401,PET107789,PRSC056094,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-07-19 12:53:15,Phẫu thuật theo chỉ định bác sĩ
SRV187725,PET64017,PRSC052048,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-05-17 07:31:23,Phẫu thuật theo chỉ định bác sĩ
SRV92540,PET76850,PRSC045715,Đang theo dõi,Thiến,Gây mê toàn thân,2022-10-18 11:08:09,Phẫu thuật theo chỉ định bác sĩ
SRV172299,PET119182,PRSC013229,Đã thực hiện,Thiến,Gây mê toàn thân,2024-07-31 20:01:28,Phẫu thuật theo chỉ định bác sĩ
SRV183148,PET107002,PRSC044355,Đang theo dõi,Thiến,Gây mê toàn thân,2022-06-21 13:55:33,Phẫu thuật theo chỉ định bác sĩ
SRV141435,PET08009,PRSC014037,Đang theo dõi,Nội soi,Gây tê,2021-07-31 20:59:58,Phẫu thuật theo chỉ định bác sĩ
SRV157797,PET115102,PRSC004835,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-03-12 10:08:03,Phẫu thuật theo chỉ định bác sĩ
SRV151096,PET117298,PRSC013034,Đang theo dõi,Mổ u,Gây tê,2023-11-07 16:35:06,Phẫu thuật theo chỉ định bác sĩ
SRV22566,PET93025,PRSC074286,Đang theo dõi,Thiến,Gây mê toàn thân,2021-05-30 11:31:49,Phẫu thuật theo chỉ định bác sĩ
SRV137643,PET68617,PRSC034715,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-07-17 09:33:10,Phẫu thuật theo chỉ định bác sĩ
SRV48553,PET64903,PRSC054091,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-07-04 20:42:55,Phẫu thuật theo chỉ định bác sĩ
SRV108213,PET109676,PRSC047905,Đang theo dõi,Nội soi,Gây tê,2022-10-15 00:24:42,Phẫu thuật theo chỉ định bác sĩ
SRV73846,PET22459,PRSC057634,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-07-04 03:35:41,Phẫu thuật theo chỉ định bác sĩ
SRV90010,PET101813,PRSC050960,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-06-07 19:53:49,Phẫu thuật theo chỉ định bác sĩ
SRV70605,PET93098,PRSC059988,Đã thực hiện,Thiến,Gây tê,2024-06-16 19:41:03,Phẫu thuật theo chỉ định bác sĩ
SRV95399,PET61355,PRSC007578,Đã thực hiện,Mổ bụng,Gây tê,2023-12-11 14:08:23,Phẫu thuật theo chỉ định bác sĩ
SRV176775,PET50413,PRSC065414,Đã thực hiện,Mổ u,Gây tê,2021-09-04 23:54:10,Phẫu thuật theo chỉ định bác sĩ
SRV193422,PET16345,PRSC004263,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-09-26 05:01:22,Phẫu thuật theo chỉ định bác sĩ
SRV142871,PET80171,PRSC028225,Đang theo dõi,Nội soi,Gây tê,2023-07-16 05:44:53,Phẫu thuật theo chỉ định bác sĩ
SRV76655,PET63875,PRSC013255,Đã thực hiện,Nội soi,Gây mê toàn thân,2024-02-26 15:01:00,Phẫu thuật theo chỉ định bác sĩ
SRV194958,PET39191,PRSC041856,Đang theo dõi,Mổ u,Gây tê,2023-07-09 16:00:16,Phẫu thuật theo chỉ định bác sĩ
SRV165938,PET117189,PRSC038095,Đã thực hiện,Nội soi,Gây mê toàn thân,2024-08-17 10:44:48,Phẫu thuật theo chỉ định bác sĩ
SRV168555,PET77456,PRSC042040,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-07-21 00:07:20,Phẫu thuật theo chỉ định bác sĩ
SRV133362,PET76214,PRSC049522,Đang theo dõi,Mổ u,Gây tê,2022-08-26 07:29:30,Phẫu thuật theo chỉ định bác sĩ
SRV4120,PET50000,PRSC042152,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-02-11 17:36:35,Phẫu thuật theo chỉ định bác sĩ
SRV159152,PET92061,PRSC003951,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-06-28 04:53:46,Phẫu thuật theo chỉ định bác sĩ
SRV127443,PET46832,PRSC018731,Đang theo dõi,Mổ bụng,Gây tê,2022-04-21 16:17:04,Phẫu thuật theo chỉ định bác sĩ
SRV177110,PET118006,PRSC039481,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-12-18 12:30:05,Phẫu thuật theo chỉ định bác sĩ
SRV162246,PET19322,PRSC046397,Đang theo dõi,Thiến,Gây mê toàn thân,2022-07-03 00:34:18,Phẫu thuật theo chỉ định bác sĩ
SRV31670,PET21999,PRSC043065,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-09-27 08:54:00,Phẫu thuật theo chỉ định bác sĩ
SRV69665,PET112137,PRSC064671,Đã thực hiện,Thiến,Gây tê,2023-11-25 22:16:30,Phẫu thuật theo chỉ định bác sĩ
SRV104507,PET27792,PRSC076839,Đã thực hiện,Nội soi,Gây tê,2022-06-19 14:49:27,Phẫu thuật theo chỉ định bác sĩ
SRV153251,PET27326,PRSC013769,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-08-25 20:04:20,Phẫu thuật theo chỉ định bác sĩ
SRV29714,PET118100,PRSC052459,Đang theo dõi,Mổ bụng,Gây tê,2023-01-20 06:26:12,Phẫu thuật theo chỉ định bác sĩ
SRV90166,PET67939,PRSC041767,Đang theo dõi,Thiến,Gây tê,2023-04-02 18:44:41,Phẫu thuật theo chỉ định bác sĩ
SRV159492,PET86545,PRSC076592,Đã thực hiện,Nội soi,Gây tê,2022-04-08 22:08:36,Phẫu thuật theo chỉ định bác sĩ
SRV172841,PET25015,PRSC024697,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-10-21 01:02:32,Phẫu thuật theo chỉ định bác sĩ
SRV62874,PET81509,PRSC074723,Đang theo dõi,Mổ bụng,Gây tê,2022-06-05 17:19:00,Phẫu thuật theo chỉ định bác sĩ
SRV106870,PET51542,PRSC013537,Đã thực hiện,Thiến,Gây mê toàn thân,2023-11-05 12:07:46,Phẫu thuật theo chỉ định bác sĩ
SRV38992,PET17596,PRSC078885,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-06-22 16:12:12,Phẫu thuật theo chỉ định bác sĩ
SRV35360,PET117465,PRSC026131,Đã thực hiện,Mổ u,Gây tê,2023-02-09 06:17:47,Phẫu thuật theo chỉ định bác sĩ
SRV156148,PET104133,PRSC054238,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-12-15 00:13:42,Phẫu thuật theo chỉ định bác sĩ
SRV46131,PET64763,PRSC078689,Đã thực hiện,Mổ u,Gây tê,2024-09-12 03:32:10,Phẫu thuật theo chỉ định bác sĩ
SRV20126,PET14206,PRSC027932,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-09-09 20:03:44,Phẫu thuật theo chỉ định bác sĩ
SRV134270,PET94975,PRSC077849,Đang theo dõi,Thiến,Gây tê,2022-02-14 08:32:32,Phẫu thuật theo chỉ định bác sĩ
SRV8514,PET04804,PRSC078868,Đã thực hiện,Thiến,Gây tê,2023-12-01 15:32:49,Phẫu thuật theo chỉ định bác sĩ
SRV120986,PET106283,PRSC055647,Đã thực hiện,Mổ u,Gây tê,2021-02-16 07:22:20,Phẫu thuật theo chỉ định bác sĩ
SRV151010,PET73639,PRSC075531,Đang theo dõi,Thiến,Gây tê,2024-01-02 14:14:32,Phẫu thuật theo chỉ định bác sĩ
SRV119521,PET114201,PRSC035667,Đã thực hiện,Mổ u,Gây mê toàn thân,2023-12-01 01:56:16,Phẫu thuật theo chỉ định bác sĩ
SRV143491,PET79979,PRSC021506,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-06-23 11:42:42,Phẫu thuật theo chỉ định bác sĩ
SRV113434,PET35347,PRSC076481,Đã thực hiện,Mổ u,Gây tê,2021-02-01 09:40:18,Phẫu thuật theo chỉ định bác sĩ
SRV129351,PET116701,PRSC013953,Đã thực hiện,Thiến,Gây tê,2022-01-17 08:37:37,Phẫu thuật theo chỉ định bác sĩ
SRV164611,PET34450,PRSC019100,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-01-16 09:39:46,Phẫu thuật theo chỉ định bác sĩ
SRV146165,PET03250,PRSC055411,Đã thực hiện,Mổ u,Gây tê,2023-12-15 07:14:17,Phẫu thuật theo chỉ định bác sĩ
SRV187895,PET25071,PRSC017435,Đã thực hiện,Thiến,Gây mê toàn thân,2023-05-03 16:48:38,Phẫu thuật theo chỉ định bác sĩ
SRV130839,PET84967,PRSC005051,Đang theo dõi,Nội soi,Gây tê,2021-11-29 20:36:38,Phẫu thuật theo chỉ định bác sĩ
SRV64032,PET57605,PRSC033920,Đang theo dõi,Mổ bụng,Gây tê,2024-10-29 13:06:09,Phẫu thuật theo chỉ định bác sĩ
SRV38912,PET01936,PRSC048363,Đã thực hiện,Thiến,Gây tê,2021-07-24 12:02:18,Phẫu thuật theo chỉ định bác sĩ
SRV148539,PET50555,PRSC054211,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-03-26 22:36:49,Phẫu thuật theo chỉ định bác sĩ
SRV140363,PET16626,PRSC022716,Đang theo dõi,Thiến,Gây mê toàn thân,2023-12-15 01:16:53,Phẫu thuật theo chỉ định bác sĩ
SRV175176,PET20159,PRSC001010,Đang theo dõi,Thiến,Gây tê,2023-12-25 15:36:58,Phẫu thuật theo chỉ định bác sĩ
SRV103349,PET50935,PRSC055863,Đang theo dõi,Thiến,Gây mê toàn thân,2022-01-20 22:28:01,Phẫu thuật theo chỉ định bác sĩ
SRV22144,PET53244,PRSC028480,Đang theo dõi,Mổ u,Gây tê,2022-10-21 02:06:51,Phẫu thuật theo chỉ định bác sĩ
SRV106609,PET74773,PRSC050322,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-01-24 20:48:59,Phẫu thuật theo chỉ định bác sĩ
SRV55350,PET04205,PRSC021339,Đã thực hiện,Mổ bụng,Gây tê,2021-04-02 08:57:46,Phẫu thuật theo chỉ định bác sĩ
SRV18235,PET01933,PRSC002311,Đang theo dõi,Mổ u,Gây tê,2022-07-30 10:16:07,Phẫu thuật theo chỉ định bác sĩ
