TaskID,AssignmentID,TaskName,IsCompleted,CompletedTime
TSK78980,ASN19732,Kiểm tra ăn uống,1,2024-11-17 05:02:40
TSK78981,ASN19733,Theo dõi sốt,1,2023-05-06 10:53:42
TSK78982,ASN19733,Vệ sinh vết mổ,1,2021-07-14 23:07:02
TSK78983,ASN19733,Kiểm tra độ liền da,1,2024-09-08 13:04:06
TSK78984,ASN19733,Kiểm tra đi vệ sinh,0,
TSK78985,ASN19734,Kiểm tra đi vệ sinh,1,2022-05-24 07:58:56
TSK78986,ASN19734,Kiểm tra nhịp thở,0,
TSK78987,ASN19734,Kiểm tra độ liền da,0,
TSK78988,ASN19734,Kiểm tra sưng tấy,1,2021-08-08 11:04:26
TSK78989,ASN19734,Vệ sinh vết mổ,1,2021-07-09 18:35:41
TSK78990,ASN19735,Kiểm tra phản xạ tỉnh táo,1,2021-09-29 11:23:24
TSK78991,ASN19735,Kiểm tra nhịp thở,0,
TSK78992,ASN19735,Theo dõi sốt,1,2023-12-16 17:45:05
TSK78993,ASN19735,Kiểm tra tuần hoàn,0,
TSK78994,ASN19736,Đo nhiệt độ cơ thể,1,2022-06-19 08:55:37
TSK78995,ASN19736,Theo dõi sốt,0,
TSK78996,ASN19736,Kiểm tra tuần hoàn,0,
TSK78997,ASN19736,Kiểm tra ăn uống,0,
TSK78998,ASN19737,Kiểm tra độ liền da,1,2022-01-25 05:50:01
TSK78999,ASN19737,Kiểm tra phản xạ tỉnh táo,0,
TSK79000,ASN19737,Kiểm tra ăn uống,0,
TSK79001,ASN19737,Vệ sinh vết mổ,1,2024-03-13 16:54:44
TSK79002,ASN19738,Kiểm tra phản xạ tỉnh táo,1,2021-12-27 23:11:58
TSK79003,ASN19738,Vệ sinh vết mổ,1,2024-07-09 05:23:49
TSK79004,ASN19738,Kiểm tra ăn uống,1,2022-10-10 01:40:17
TSK79005,ASN19738,Đo nhiệt độ cơ thể,1,2023-01-02 19:37:21
TSK79006,ASN19739,Kiểm tra độ liền da,0,
TSK79007,ASN19739,Kiểm tra ăn uống,1,2024-07-27 13:05:30
TSK79008,ASN19739,Kiểm tra tuần hoàn,1,2022-10-19 20:19:46
TSK79009,ASN19739,Kiểm tra rỉ dịch,0,
TSK79010,ASN19740,Kiểm tra rỉ dịch,1,2023-07-06 04:07:27
TSK79011,ASN19740,Kiểm tra ăn uống,1,2023-03-04 14:36:29
TSK79012,ASN19740,Kiểm tra phản xạ tỉnh táo,0,
TSK79013,ASN19740,Đánh giá mức độ đau,1,2022-07-17 11:07:37
TSK79014,ASN19741,Kiểm tra ăn uống,0,
TSK79015,ASN19741,Kiểm tra đi vệ sinh,0,
TSK79016,ASN19741,Kiểm tra rỉ dịch,0,
TSK79017,ASN19741,Vệ sinh vết mổ,1,2022-07-01 19:47:16
TSK79018,ASN19741,Kiểm tra tuần hoàn,0,
TSK79019,ASN19742,Kiểm tra độ liền da,1,2024-08-05 22:04:55
TSK79020,ASN19742,Theo dõi sốt,1,2024-04-11 03:11:12
TSK79021,ASN19742,Kiểm tra phản xạ tỉnh táo,1,2021-11-24 08:55:11
TSK79022,ASN19742,Đo nhiệt độ cơ thể,1,2022-12-27 14:56:21
TSK79023,ASN19742,Kiểm tra tuần hoàn,0,
TSK79024,ASN19743,Kiểm tra sưng tấy,1,2021-11-06 00:30:15
TSK79025,ASN19743,Kiểm tra ăn uống,0,
TSK79026,ASN19743,Kiểm tra phản xạ tỉnh táo,1,2022-11-25 07:13:49
TSK79027,ASN19744,Kiểm tra phản xạ tỉnh táo,1,2021-12-30 10:31:40
TSK79028,ASN19744,Kiểm tra ăn uống,0,
TSK79029,ASN19744,Kiểm tra đi vệ sinh,1,2023-07-21 05:42:34
TSK79030,ASN19744,Kiểm tra độ liền da,1,2023-01-09 02:06:24
TSK79031,ASN19745,Kiểm tra nhịp thở,1,2021-09-13 23:52:43
TSK79032,ASN19745,Kiểm tra ăn uống,1,2024-08-09 01:07:57
TSK79033,ASN19745,Đánh giá mức độ đau,1,2023-09-20 14:21:08
TSK79034,ASN19745,Kiểm tra tuần hoàn,1,2024-10-02 22:28:43
TSK79035,ASN19746,Kiểm tra ăn uống,1,2021-10-26 15:34:29
TSK79036,ASN19746,Kiểm tra tuần hoàn,0,
TSK79037,ASN19746,Đo nhiệt độ cơ thể,1,2024-05-26 23:45:19
TSK79038,ASN19747,Kiểm tra rỉ dịch,1,2022-11-01 01:18:47
TSK79039,ASN19747,Kiểm tra tuần hoàn,0,
TSK79040,ASN19747,Kiểm tra độ liền da,0,
TSK79041,ASN19748,Kiểm tra sưng tấy,0,
TSK79042,ASN19748,Kiểm tra tuần hoàn,1,2024-03-06 13:49:10
TSK79043,ASN19748,Đo nhiệt độ cơ thể,0,
TSK79044,ASN19748,Kiểm tra nhịp thở,1,2024-09-10 03:07:19
TSK79045,ASN19749,Kiểm tra tuần hoàn,1,2022-12-09 05:22:57
TSK79046,ASN19749,Kiểm tra độ liền da,1,2023-05-06 00:30:01
TSK79047,ASN19749,Kiểm tra phản xạ tỉnh táo,1,2022-02-12 18:53:17
TSK79048,ASN19749,Đánh giá mức độ đau,1,2023-10-05 14:10:31
TSK79049,ASN19749,Kiểm tra sưng tấy,1,2024-01-13 15:04:39
TSK79050,ASN19750,Kiểm tra ăn uống,0,
TSK79051,ASN19750,Kiểm tra độ liền da,1,2021-05-13 10:30:15
TSK79052,ASN19750,Kiểm tra sưng tấy,1,2023-01-21 20:22:03
TSK79053,ASN19750,Đánh giá mức độ đau,0,
TSK79054,ASN19750,Kiểm tra đi vệ sinh,1,2023-03-20 15:51:25
TSK79055,ASN19751,Kiểm tra ăn uống,1,2022-05-29 03:26:56
TSK79056,ASN19751,Đánh giá mức độ đau,1,2024-12-15 17:53:18
TSK79057,ASN19751,Đo nhiệt độ cơ thể,1,2021-10-11 19:31:47
TSK79058,ASN19751,Kiểm tra nhịp thở,1,2022-06-06 08:29:37
TSK79059,ASN19751,Theo dõi sốt,1,2022-03-03 03:19:16
TSK79060,ASN19752,Đo nhiệt độ cơ thể,1,2022-05-17 01:15:46
TSK79061,ASN19752,Kiểm tra tuần hoàn,1,2023-03-03 02:00:21
TSK79062,ASN19752,Kiểm tra sưng tấy,1,2021-04-02 17:29:40
TSK79063,ASN19752,Theo dõi sốt,1,2023-01-04 17:56:52
TSK79064,ASN19752,Kiểm tra nhịp thở,1,2022-06-10 12:59:50
TSK79065,ASN19753,Kiểm tra nhịp thở,0,
TSK79066,ASN19753,Kiểm tra sưng tấy,1,2021-03-18 21:40:42
TSK79067,ASN19753,Kiểm tra ăn uống,0,
TSK79068,ASN19753,Kiểm tra đi vệ sinh,1,2021-10-11 03:51:21
TSK79069,ASN19753,Kiểm tra rỉ dịch,1,2024-04-01 15:36:54
TSK79070,ASN19754,Kiểm tra rỉ dịch,1,2021-03-28 08:13:29
TSK79071,ASN19754,Đo nhiệt độ cơ thể,1,2024-11-06 20:23:53
TSK79072,ASN19754,Vệ sinh vết mổ,1,2024-04-24 00:07:48
TSK79073,ASN19755,Kiểm tra độ liền da,1,2022-01-09 21:05:33
TSK79074,ASN19755,Kiểm tra phản xạ tỉnh táo,1,2022-01-15 03:28:22
TSK79075,ASN19755,Kiểm tra đi vệ sinh,1,2022-10-21 08:39:25
TSK79076,ASN19755,Theo dõi sốt,1,2021-11-25 13:14:43
TSK79077,ASN19755,Kiểm tra ăn uống,1,2022-10-30 04:07:29
TSK79078,ASN19756,Kiểm tra nhịp thở,1,2024-07-26 21:54:04
TSK79079,ASN19756,Kiểm tra rỉ dịch,1,2024-08-03 13:47:21
TSK79080,ASN19756,Đánh giá mức độ đau,1,2021-05-23 09:33:34
TSK79081,ASN19756,Kiểm tra tuần hoàn,1,2022-11-06 11:19:55
TSK79082,ASN19757,Kiểm tra rỉ dịch,1,2021-02-06 13:00:03
TSK79083,ASN19757,Vệ sinh vết mổ,1,2024-01-03 01:28:32
TSK79084,ASN19757,Đánh giá mức độ đau,0,
TSK79085,ASN19757,Kiểm tra tuần hoàn,1,2024-03-13 03:14:27
TSK79086,ASN19757,Kiểm tra sưng tấy,1,2024-09-20 19:00:55
TSK79087,ASN19758,Kiểm tra phản xạ tỉnh táo,1,2021-10-24 01:59:23
TSK79088,ASN19758,Vệ sinh vết mổ,0,
TSK79089,ASN19758,Theo dõi sốt,0,
TSK79090,ASN19758,Kiểm tra rỉ dịch,1,2023-04-25 10:22:48
TSK79091,ASN19759,Kiểm tra sưng tấy,1,2021-12-10 03:33:14
TSK79092,ASN19759,Kiểm tra rỉ dịch,1,2024-10-08 18:42:31
TSK79093,ASN19759,Vệ sinh vết mổ,0,
TSK79094,ASN19759,Đánh giá mức độ đau,0,
TSK79095,ASN19759,Kiểm tra tuần hoàn,0,
TSK79096,ASN19760,Kiểm tra độ liền da,1,2024-10-28 18:28:14
TSK79097,ASN19760,Kiểm tra nhịp thở,1,2024-05-08 05:25:55
TSK79098,ASN19760,Đánh giá mức độ đau,0,
TSK79099,ASN19760,Kiểm tra rỉ dịch,1,2023-05-09 15:52:21
TSK79100,ASN19761,Đo nhiệt độ cơ thể,0,
TSK79101,ASN19761,Kiểm tra độ liền da,1,2021-04-08 03:57:09
TSK79102,ASN19761,Kiểm tra ăn uống,1,2021-11-16 02:25:33
TSK79103,ASN19761,Kiểm tra sưng tấy,1,2023-09-18 16:30:33
TSK79104,ASN19762,Kiểm tra tuần hoàn,0,
TSK79105,ASN19762,Kiểm tra sưng tấy,0,
TSK79106,ASN19762,Kiểm tra rỉ dịch,1,2022-09-28 07:44:12
TSK79107,ASN19763,Kiểm tra rỉ dịch,1,2024-10-01 23:45:39
TSK79108,ASN19763,Đo nhiệt độ cơ thể,1,2021-09-21 03:49:23
TSK79109,ASN19763,Kiểm tra độ liền da,1,2021-07-23 10:13:33
TSK79110,ASN19763,Vệ sinh vết mổ,1,2023-03-20 03:42:44
TSK79111,ASN19763,Theo dõi sốt,0,
TSK79112,ASN19764,Kiểm tra nhịp thở,1,2024-07-14 12:37:45
TSK79113,ASN19764,Kiểm tra ăn uống,1,2021-04-30 09:38:29
TSK79114,ASN19764,Theo dõi sốt,0,
TSK79115,ASN19765,Kiểm tra nhịp thở,1,2024-03-22 08:49:48
TSK79116,ASN19765,Đo nhiệt độ cơ thể,0,
TSK79117,ASN19765,Vệ sinh vết mổ,1,2022-12-14 17:06:55
TSK79118,ASN19765,Kiểm tra sưng tấy,1,2024-05-10 19:06:43
TSK79119,ASN19766,Kiểm tra sưng tấy,1,2022-01-08 15:28:04
TSK79120,ASN19766,Kiểm tra đi vệ sinh,0,
TSK79121,ASN19766,Kiểm tra rỉ dịch,1,2024-06-27 18:05:41
TSK79122,ASN19767,Kiểm tra đi vệ sinh,1,2021-09-26 07:53:10
TSK79123,ASN19767,Kiểm tra độ liền da,1,2022-01-17 10:11:45
TSK79124,ASN19767,Kiểm tra rỉ dịch,0,
TSK79125,ASN19767,Kiểm tra nhịp thở,1,2022-02-11 04:12:02
TSK79126,ASN19767,Đo nhiệt độ cơ thể,1,2023-02-17 19:47:52
TSK79127,ASN19768,Theo dõi sốt,1,2022-10-20 20:09:09
TSK79128,ASN19768,Kiểm tra nhịp thở,0,
TSK79129,ASN19768,Kiểm tra đi vệ sinh,1,2021-10-22 10:51:49
TSK79130,ASN19768,Kiểm tra phản xạ tỉnh táo,0,
TSK79131,ASN19769,Vệ sinh vết mổ,0,
TSK79132,ASN19769,Kiểm tra độ liền da,1,2022-11-29 01:41:32
TSK79133,ASN19769,Đánh giá mức độ đau,1,2024-04-09 22:03:42
TSK79134,ASN19769,Kiểm tra sưng tấy,1,2024-05-13 05:36:01
TSK79135,ASN19770,Theo dõi sốt,1,2022-09-17 18:30:37
TSK79136,ASN19770,Kiểm tra ăn uống,1,2022-03-03 17:36:04
TSK79137,ASN19770,Vệ sinh vết mổ,0,
TSK79138,ASN19771,Kiểm tra độ liền da,0,
TSK79139,ASN19771,Kiểm tra ăn uống,0,
TSK79140,ASN19771,Kiểm tra sưng tấy,0,
TSK79141,ASN19771,Kiểm tra tuần hoàn,1,2021-11-04 14:50:43
TSK79142,ASN19772,Kiểm tra độ liền da,1,2021-05-26 21:01:47
TSK79143,ASN19772,Kiểm tra ăn uống,0,
TSK79144,ASN19772,Kiểm tra đi vệ sinh,1,2022-11-17 21:21:33
TSK79145,ASN19772,Kiểm tra rỉ dịch,0,
TSK79146,ASN19772,Đo nhiệt độ cơ thể,0,
TSK79147,ASN19773,Kiểm tra nhịp thở,1,2021-03-24 13:39:16
TSK79148,ASN19773,Đánh giá mức độ đau,1,2023-08-01 19:18:41
TSK79149,ASN19773,Đo nhiệt độ cơ thể,0,
TSK79150,ASN19773,Kiểm tra tuần hoàn,0,
TSK79151,ASN19774,Kiểm tra độ liền da,1,2021-11-18 13:47:40
TSK79152,ASN19774,Kiểm tra tuần hoàn,1,2024-11-11 11:36:33
TSK79153,ASN19774,Vệ sinh vết mổ,0,
TSK79154,ASN19775,Theo dõi sốt,1,2022-09-11 19:08:59
TSK79155,ASN19775,Đo nhiệt độ cơ thể,1,2024-10-23 02:07:41
TSK79156,ASN19775,Kiểm tra phản xạ tỉnh táo,1,2024-06-27 04:17:22
TSK79157,ASN19775,Đánh giá mức độ đau,0,
TSK79158,ASN19775,Kiểm tra nhịp thở,1,2022-05-21 08:35:32
TSK79159,ASN19776,Theo dõi sốt,1,2024-09-27 04:01:45
TSK79160,ASN19776,Kiểm tra phản xạ tỉnh táo,1,2021-06-22 12:07:05
TSK79161,ASN19776,Đo nhiệt độ cơ thể,1,2023-11-17 05:54:18
TSK79162,ASN19776,Kiểm tra tuần hoàn,0,
TSK79163,ASN19776,Đánh giá mức độ đau,1,2023-12-13 17:30:57
TSK79164,ASN19777,Kiểm tra tuần hoàn,0,
TSK79165,ASN19777,Kiểm tra ăn uống,1,2023-06-30 01:48:27
TSK79166,ASN19777,Kiểm tra rỉ dịch,0,
TSK79167,ASN19778,Kiểm tra sưng tấy,1,2023-11-24 22:48:57
TSK79168,ASN19778,Kiểm tra tuần hoàn,0,
TSK79169,ASN19778,Kiểm tra phản xạ tỉnh táo,1,2021-01-13 08:42:27
TSK79170,ASN19779,Kiểm tra rỉ dịch,0,
TSK79171,ASN19779,Kiểm tra sưng tấy,1,2023-06-23 05:24:35
TSK79172,ASN19779,Đánh giá mức độ đau,1,2021-09-20 00:40:03
TSK79173,ASN19779,Kiểm tra phản xạ tỉnh táo,1,2022-01-19 21:49:07
TSK79174,ASN19779,Kiểm tra độ liền da,0,
TSK79175,ASN19780,Kiểm tra đi vệ sinh,1,2022-06-06 11:05:28
TSK79176,ASN19780,Kiểm tra phản xạ tỉnh táo,0,
TSK79177,ASN19780,Kiểm tra rỉ dịch,1,2024-01-15 18:57:10
TSK79178,ASN19780,Kiểm tra ăn uống,1,2024-02-10 09:23:36
TSK79179,ASN19781,Đánh giá mức độ đau,0,
TSK79180,ASN19781,Kiểm tra sưng tấy,1,2022-04-10 05:02:39
TSK79181,ASN19781,Theo dõi sốt,1,2021-03-07 08:55:11
TSK79182,ASN19781,Kiểm tra rỉ dịch,1,2022-03-28 09:07:33
TSK79183,ASN19782,Theo dõi sốt,1,2023-04-07 00:14:34
TSK79184,ASN19782,Kiểm tra nhịp thở,1,2022-09-17 20:07:11
TSK79185,ASN19782,Vệ sinh vết mổ,1,2023-09-17 18:53:11
TSK79186,ASN19782,Kiểm tra độ liền da,0,
TSK79187,ASN19782,Kiểm tra đi vệ sinh,1,2024-03-01 08:12:50
TSK79188,ASN19783,Vệ sinh vết mổ,1,2021-08-16 11:51:17
TSK79189,ASN19783,Đo nhiệt độ cơ thể,0,
TSK79190,ASN19783,Kiểm tra đi vệ sinh,1,2024-04-28 02:45:58
TSK79191,ASN19783,Đánh giá mức độ đau,1,2022-06-29 07:04:34
TSK79192,ASN19783,Kiểm tra rỉ dịch,1,2021-04-15 23:23:00
TSK79193,ASN19784,Đo nhiệt độ cơ thể,0,
TSK79194,ASN19784,Kiểm tra nhịp thở,1,2022-04-24 09:52:27
TSK79195,ASN19784,Kiểm tra tuần hoàn,0,
TSK79196,ASN19784,Vệ sinh vết mổ,0,
TSK79197,ASN19784,Kiểm tra phản xạ tỉnh táo,1,2022-09-28 13:17:41
TSK79198,ASN19785,Kiểm tra rỉ dịch,1,2022-12-02 11:29:30
TSK79199,ASN19785,Kiểm tra nhịp thở,0,
TSK79200,ASN19785,Đo nhiệt độ cơ thể,1,2022-09-01 20:32:36
TSK79201,ASN19786,Vệ sinh vết mổ,0,
TSK79202,ASN19786,Đo nhiệt độ cơ thể,1,2021-02-02 06:41:47
TSK79203,ASN19786,Kiểm tra nhịp thở,1,2022-01-25 23:49:39
TSK79204,ASN19786,Kiểm tra độ liền da,0,
TSK79205,ASN19787,Kiểm tra phản xạ tỉnh táo,1,2022-01-05 09:35:19
TSK79206,ASN19787,Kiểm tra ăn uống,1,2024-07-13 01:42:39
TSK79207,ASN19787,Kiểm tra tuần hoàn,1,2024-03-12 22:55:36
TSK79208,ASN19787,Kiểm tra nhịp thở,1,2024-09-22 02:37:01
TSK79209,ASN19787,Kiểm tra độ liền da,1,2022-11-20 05:46:34
TSK79210,ASN19788,Kiểm tra nhịp thở,0,
TSK79211,ASN19788,Kiểm tra tuần hoàn,0,
TSK79212,ASN19788,Đánh giá mức độ đau,1,2021-03-03 08:28:01
TSK79213,ASN19788,Vệ sinh vết mổ,1,2024-06-23 05:39:13
TSK79214,ASN19789,Theo dõi sốt,1,2023-07-17 17:45:30
TSK79215,ASN19789,Kiểm tra sưng tấy,1,2021-09-24 04:36:44
TSK79216,ASN19789,Đo nhiệt độ cơ thể,1,2023-08-05 08:20:54
TSK79217,ASN19789,Kiểm tra ăn uống,1,2023-03-28 17:44:14
TSK79218,ASN19790,Kiểm tra sưng tấy,1,2021-08-15 11:21:28
TSK79219,ASN19790,Kiểm tra tuần hoàn,1,2024-08-11 21:48:55
TSK79220,ASN19790,Kiểm tra nhịp thở,1,2023-01-15 09:17:22
TSK79221,ASN19790,Kiểm tra ăn uống,0,
TSK79222,ASN19790,Đánh giá mức độ đau,0,
TSK79223,ASN19791,Kiểm tra nhịp thở,1,2022-11-19 23:58:23
TSK79224,ASN19791,Kiểm tra rỉ dịch,0,
TSK79225,ASN19791,Kiểm tra phản xạ tỉnh táo,1,2023-09-04 03:56:57
TSK79226,ASN19791,Kiểm tra ăn uống,1,2024-11-13 15:34:02
TSK79227,ASN19791,Kiểm tra tuần hoàn,0,
TSK79228,ASN19792,Kiểm tra tuần hoàn,1,2023-03-14 05:55:01
TSK79229,ASN19792,Theo dõi sốt,0,
TSK79230,ASN19792,Kiểm tra phản xạ tỉnh táo,1,2021-12-12 05:44:46
TSK79231,ASN19793,Vệ sinh vết mổ,1,2021-06-15 05:50:21
TSK79232,ASN19793,Kiểm tra độ liền da,1,2023-11-20 21:37:10
TSK79233,ASN19793,Đo nhiệt độ cơ thể,1,2023-11-10 13:00:53
TSK79234,ASN19794,Kiểm tra đi vệ sinh,1,2021-04-28 02:36:22
TSK79235,ASN19794,Kiểm tra độ liền da,0,
TSK79236,ASN19794,Kiểm tra sưng tấy,1,2024-08-04 13:19:31
TSK79237,ASN19795,Kiểm tra tuần hoàn,1,2022-07-20 02:46:06
TSK79238,ASN19795,Kiểm tra rỉ dịch,0,
TSK79239,ASN19795,Đo nhiệt độ cơ thể,1,2021-05-29 14:44:04
TSK79240,ASN19796,Đánh giá mức độ đau,1,2024-04-20 08:03:09
TSK79241,ASN19796,Kiểm tra phản xạ tỉnh táo,1,2021-10-08 14:33:35
TSK79242,ASN19796,Vệ sinh vết mổ,0,
TSK79243,ASN19796,Theo dõi sốt,1,2021-01-30 16:26:52
TSK79244,ASN19797,Kiểm tra độ liền da,1,2021-05-25 19:14:21
TSK79245,ASN19797,Kiểm tra phản xạ tỉnh táo,1,2023-07-23 22:01:14
TSK79246,ASN19797,Kiểm tra ăn uống,0,
TSK79247,ASN19798,Kiểm tra đi vệ sinh,1,2022-03-30 10:29:33
TSK79248,ASN19798,Kiểm tra nhịp thở,0,
TSK79249,ASN19798,Đánh giá mức độ đau,0,
TSK79250,ASN19798,Kiểm tra phản xạ tỉnh táo,0,
TSK79251,ASN19798,Đo nhiệt độ cơ thể,0,
TSK79252,ASN19799,Vệ sinh vết mổ,1,2024-01-25 15:45:43
TSK79253,ASN19799,Kiểm tra tuần hoàn,1,2021-01-06 23:55:38
TSK79254,ASN19799,Đánh giá mức độ đau,1,2024-07-18 16:25:51
TSK79255,ASN19799,Kiểm tra rỉ dịch,1,2022-08-20 08:21:18
TSK79256,ASN19799,Theo dõi sốt,0,
TSK79257,ASN19800,Theo dõi sốt,1,2023-07-21 00:51:53
TSK79258,ASN19800,Kiểm tra nhịp thở,1,2024-07-12 21:51:46
TSK79259,ASN19800,Kiểm tra rỉ dịch,1,2021-04-12 03:40:20
TSK79260,ASN19801,Theo dõi sốt,0,
TSK79261,ASN19801,Đo nhiệt độ cơ thể,0,
TSK79262,ASN19801,Đánh giá mức độ đau,1,2022-03-19 01:23:50
TSK79263,ASN19801,Kiểm tra nhịp thở,1,2021-08-10 01:44:28
TSK79264,ASN19801,Kiểm tra sưng tấy,0,
TSK79265,ASN19802,Kiểm tra tuần hoàn,1,2024-04-28 17:25:48
TSK79266,ASN19802,Kiểm tra ăn uống,1,2022-04-17 17:11:12
TSK79267,ASN19802,Kiểm tra rỉ dịch,1,2021-02-25 18:06:05
TSK79268,ASN19802,Vệ sinh vết mổ,1,2021-07-20 03:04:49
TSK79269,ASN19802,Kiểm tra phản xạ tỉnh táo,0,
TSK79270,ASN19803,Kiểm tra nhịp thở,0,
TSK79271,ASN19803,Kiểm tra phản xạ tỉnh táo,0,
TSK79272,ASN19803,Theo dõi sốt,1,2022-04-21 03:08:18
TSK79273,ASN19804,Theo dõi sốt,1,2024-05-01 04:06:36
TSK79274,ASN19804,Đánh giá mức độ đau,1,2021-03-19 15:40:55
TSK79275,ASN19804,Kiểm tra nhịp thở,0,
TSK79276,ASN19804,Kiểm tra phản xạ tỉnh táo,1,2024-01-10 06:57:17
TSK79277,ASN19804,Kiểm tra sưng tấy,1,2022-07-10 15:46:42
TSK79278,ASN19805,Kiểm tra độ liền da,0,
TSK79279,ASN19805,Vệ sinh vết mổ,1,2021-12-24 09:39:09
TSK79280,ASN19805,Đo nhiệt độ cơ thể,1,2024-02-28 14:57:59
TSK79281,ASN19805,Kiểm tra đi vệ sinh,0,
TSK79282,ASN19806,Kiểm tra rỉ dịch,1,2024-01-10 11:05:44
TSK79283,ASN19806,Kiểm tra độ liền da,1,2023-08-20 00:09:00
TSK79284,ASN19806,Kiểm tra tuần hoàn,0,
TSK79285,ASN19806,Kiểm tra phản xạ tỉnh táo,1,2022-03-14 12:29:30
TSK79286,ASN19807,Đo nhiệt độ cơ thể,0,
TSK79287,ASN19807,Kiểm tra rỉ dịch,1,2023-03-31 11:26:36
TSK79288,ASN19807,Theo dõi sốt,1,2022-12-29 08:19:49
TSK79289,ASN19807,Kiểm tra phản xạ tỉnh táo,1,2023-05-16 08:21:21
TSK79290,ASN19807,Kiểm tra sưng tấy,1,2023-09-06 14:20:14
TSK79291,ASN19808,Đánh giá mức độ đau,1,2021-04-01 21:29:08
TSK79292,ASN19808,Kiểm tra độ liền da,1,2022-08-19 13:40:36
TSK79293,ASN19808,Kiểm tra phản xạ tỉnh táo,1,2024-01-14 12:32:46
TSK79294,ASN19809,Kiểm tra đi vệ sinh,1,2022-09-17 21:07:10
TSK79295,ASN19809,Kiểm tra rỉ dịch,1,2023-09-16 04:31:03
TSK79296,ASN19809,Kiểm tra nhịp thở,1,2021-11-20 12:39:03
TSK79297,ASN19809,Kiểm tra tuần hoàn,1,2021-05-15 00:37:57
TSK79298,ASN19809,Đo nhiệt độ cơ thể,1,2021-01-10 06:44:59
TSK79299,ASN19810,Đánh giá mức độ đau,1,2023-04-25 22:57:34
TSK79300,ASN19810,Theo dõi sốt,1,2024-07-29 09:50:50
TSK79301,ASN19810,Kiểm tra tuần hoàn,1,2022-01-25 23:08:05
TSK79302,ASN19810,Đo nhiệt độ cơ thể,0,
TSK79303,ASN19811,Kiểm tra ăn uống,1,2024-03-23 07:47:15
TSK79304,ASN19811,Đo nhiệt độ cơ thể,1,2024-11-04 03:31:46
TSK79305,ASN19811,Đánh giá mức độ đau,0,
TSK79306,ASN19811,Kiểm tra phản xạ tỉnh táo,1,2023-05-31 07:09:27
TSK79307,ASN19811,Kiểm tra độ liền da,0,
TSK79308,ASN19812,Theo dõi sốt,1,2024-03-29 11:15:44
TSK79309,ASN19812,Kiểm tra ăn uống,0,
TSK79310,ASN19812,Kiểm tra độ liền da,0,
TSK79311,ASN19812,Kiểm tra đi vệ sinh,1,2023-10-18 11:18:37
TSK79312,ASN19813,Đánh giá mức độ đau,1,2023-03-17 18:02:53
TSK79313,ASN19813,Kiểm tra phản xạ tỉnh táo,0,
TSK79314,ASN19813,Kiểm tra độ liền da,1,2024-12-02 07:20:04
TSK79315,ASN19813,Kiểm tra sưng tấy,1,2022-03-16 23:31:57
TSK79316,ASN19813,Kiểm tra ăn uống,1,2021-12-02 10:44:49
TSK79317,ASN19814,Kiểm tra ăn uống,1,2024-06-28 23:16:56
TSK79318,ASN19814,Kiểm tra phản xạ tỉnh táo,1,2024-03-10 13:13:20
TSK79319,ASN19814,Kiểm tra nhịp thở,1,2024-08-13 06:20:34
TSK79320,ASN19814,Vệ sinh vết mổ,1,2024-08-16 06:21:11
TSK79321,ASN19814,Theo dõi sốt,1,2023-11-04 20:16:32
TSK79322,ASN19815,Kiểm tra nhịp thở,0,
TSK79323,ASN19815,Kiểm tra phản xạ tỉnh táo,1,2022-10-28 22:05:53
TSK79324,ASN19815,Kiểm tra sưng tấy,1,2024-12-05 20:18:45
TSK79325,ASN19816,Kiểm tra độ liền da,1,2021-01-02 04:33:26
TSK79326,ASN19816,Vệ sinh vết mổ,1,2024-08-30 19:25:20
TSK79327,ASN19816,Kiểm tra đi vệ sinh,0,
TSK79328,ASN19816,Đánh giá mức độ đau,1,2022-02-02 08:52:24
TSK79329,ASN19817,Theo dõi sốt,0,
TSK79330,ASN19817,Kiểm tra tuần hoàn,1,2021-12-18 06:32:36
TSK79331,ASN19817,Kiểm tra nhịp thở,1,2021-10-20 17:09:09
TSK79332,ASN19818,Kiểm tra tuần hoàn,0,
TSK79333,ASN19818,Kiểm tra đi vệ sinh,1,2022-03-07 12:31:29
TSK79334,ASN19818,Kiểm tra phản xạ tỉnh táo,0,
TSK79335,ASN19818,Kiểm tra ăn uống,1,2023-10-20 15:49:39
TSK79336,ASN19819,Kiểm tra nhịp thở,0,
TSK79337,ASN19819,Đánh giá mức độ đau,1,2022-01-03 07:14:20
TSK79338,ASN19819,Theo dõi sốt,0,
TSK79339,ASN19819,Kiểm tra tuần hoàn,0,
TSK79340,ASN19819,Kiểm tra rỉ dịch,1,2022-12-16 23:42:35
TSK79341,ASN19820,Kiểm tra phản xạ tỉnh táo,1,2022-05-07 20:49:16
TSK79342,ASN19820,Kiểm tra độ liền da,1,2023-01-18 11:00:19
TSK79343,ASN19820,Đánh giá mức độ đau,1,2024-02-15 15:22:55
TSK79344,ASN19821,Kiểm tra ăn uống,1,2023-10-29 16:09:25
TSK79345,ASN19821,Kiểm tra rỉ dịch,1,2022-03-02 02:22:29
TSK79346,ASN19821,Kiểm tra tuần hoàn,1,2023-06-04 07:57:30
TSK79347,ASN19821,Đánh giá mức độ đau,1,2024-04-29 00:17:13
TSK79348,ASN19822,Kiểm tra sưng tấy,1,2022-12-31 02:18:26
TSK79349,ASN19822,Đo nhiệt độ cơ thể,1,2021-03-03 08:38:30
