AssignmentID,SurgeryID,NurseID,AssignedDate,Note
ASN12812,SRV80504,E0172,2022-01-29,Cần theo dõi đặc biệt
ASN12813,SRV130035,E0161,2021-02-02,Theo dõi sát 24h đầu
ASN12814,SRV32225,E0219,2022-02-23,Chú ý dấu hiệu nhiễm trùng
ASN12815,SRV32225,E0128,2022-01-02,Theo dõi sát 24h đầu
ASN12816,SRV79961,E0216,2024-05-06,Theo dõi nhịp tim và hô hấp
ASN12817,SRV79961,E0203,2022-05-08,Theo dõi hậu phẫu thường quy
ASN12818,SRV77898,E0190,2022-08-01,Theo dõi bình thường
ASN12819,SRV77898,E0136,2021-10-01,Bệnh nhân VIP - chăm sóc kỹ
ASN12820,SRV47838,E0226,2023-05-19,Bệnh nhân VIP - chăm sóc kỹ
ASN12821,SRV71611,E0166,2023-01-21,Theo dõi nhịp tim và hô hấp
ASN12822,SRV71611,E0235,2024-09-20,Theo dõi sát 24h đầu
ASN12823,SRV195105,E0241,2022-10-21,Bệnh nhân VIP - chăm sóc kỹ
ASN12824,SRV195105,E0134,2023-06-29,Cần theo dõi đặc biệt
ASN12825,SRV125318,E0122,2023-06-05,Cần theo dõi đặc biệt
ASN12826,SRV1063,E0130,2023-06-07,Theo dõi nhịp tim và hô hấp
ASN12827,SRV1063,E0195,2021-07-26,Chú ý dấu hiệu nhiễm trùng
ASN12828,SRV89980,E0264,2022-09-11,Bệnh nhân VIP - chăm sóc kỹ
ASN12829,SRV83581,E0211,2023-11-16,Theo dõi bình thường
ASN12830,SRV96287,E0191,2023-04-24,Chú ý dấu hiệu nhiễm trùng
ASN12831,SRV96287,E0267,2023-12-14,Theo dõi sát 24h đầu
ASN12832,SRV21992,E0230,2024-02-29,Bệnh nhân VIP - chăm sóc kỹ
ASN12833,SRV21992,E0231,2023-03-29,Theo dõi sát 24h đầu
ASN12834,SRV5307,E0255,2022-08-29,Cần theo dõi đặc biệt
ASN12835,SRV5307,E0145,2021-03-31,Theo dõi hậu phẫu thường quy
ASN12836,SRV72289,E0182,2023-03-09,Theo dõi nhịp tim và hô hấp
ASN12837,SRV72289,E0217,2021-01-21,Theo dõi bình thường
ASN12838,SRV155739,E0194,2022-06-05,Ca khó - chú ý nhé
ASN12839,SRV180184,E0211,2022-08-26,Theo dõi hậu phẫu thường quy
ASN12840,SRV180184,E0204,2023-04-23,Ca khó - chú ý nhé
ASN12841,SRV191705,E0228,2024-03-31,Theo dõi hậu phẫu thường quy
ASN12842,SRV191705,E0176,2022-02-15,Ca khó - chú ý nhé
ASN12843,SRV99461,E0184,2024-04-06,Bệnh nhân VIP - chăm sóc kỹ
ASN12844,SRV99461,E0171,2021-02-25,Theo dõi nhịp tim và hô hấp
ASN12845,SRV49076,E0127,2023-07-10,Theo dõi hậu phẫu thường quy
ASN12846,SRV121312,E0247,2024-10-04,Chú ý dấu hiệu nhiễm trùng
ASN12847,SRV121312,E0225,2021-11-25,Bệnh nhân VIP - chăm sóc kỹ
ASN12848,SRV135331,E0165,2023-08-04,Chú ý dấu hiệu nhiễm trùng
ASN12849,SRV82030,E0249,2021-04-14,Theo dõi hậu phẫu thường quy
ASN12850,SRV82030,E0217,2021-12-04,Bệnh nhân VIP - chăm sóc kỹ
ASN12851,SRV36068,E0229,2023-01-26,Theo dõi bình thường
ASN12852,SRV171804,E0164,2024-11-01,Theo dõi nhịp tim và hô hấp
ASN12853,SRV171804,E0194,2022-12-11,Theo dõi nhịp tim và hô hấp
ASN12854,SRV11137,E0234,2022-11-09,Theo dõi bình thường
ASN12855,SRV11137,E0249,2023-02-12,Theo dõi bình thường
ASN12856,SRV174073,E0259,2022-07-07,Theo dõi sát 24h đầu
ASN12857,SRV148681,E0162,2021-09-29,Chú ý dấu hiệu nhiễm trùng
ASN12858,SRV148681,E0126,2021-09-17,Theo dõi nhịp tim và hô hấp
ASN12859,SRV173446,E0254,2023-11-25,Ca khó - chú ý nhé
ASN12860,SRV96610,E0166,2022-12-28,Ca khó - chú ý nhé
ASN12861,SRV68898,E0200,2021-05-30,Bệnh nhân VIP - chăm sóc kỹ
ASN12862,SRV31562,E0154,2023-05-11,Theo dõi nhịp tim và hô hấp
ASN12863,SRV31562,E0226,2021-08-04,Ca khó - chú ý nhé
ASN12864,SRV8473,E0235,2021-07-15,Bệnh nhân VIP - chăm sóc kỹ
ASN12865,SRV8473,E0196,2022-01-23,Cần theo dõi đặc biệt
ASN12866,SRV2114,E0146,2024-03-18,Theo dõi sát 24h đầu
ASN12867,SRV2114,E0234,2023-10-22,Chú ý dấu hiệu nhiễm trùng
ASN12868,SRV168000,E0190,2024-05-24,Bệnh nhân VIP - chăm sóc kỹ
ASN12869,SRV168000,E0202,2024-11-14,Chú ý dấu hiệu nhiễm trùng
ASN12870,SRV151493,E0245,2024-11-13,Ca khó - chú ý nhé
ASN12871,SRV69096,E0141,2021-01-04,Cần theo dõi đặc biệt
ASN12872,SRV162383,E0241,2024-09-26,Ca khó - chú ý nhé
ASN12873,SRV162383,E0269,2023-07-09,Chú ý dấu hiệu nhiễm trùng
ASN12874,SRV43600,E0263,2024-02-26,Theo dõi hậu phẫu thường quy
ASN12875,SRV43600,E0193,2023-01-05,Cần theo dõi đặc biệt
ASN12876,SRV130213,E0160,2022-03-16,Theo dõi bình thường
ASN12877,SRV130213,E0258,2021-05-22,Ca khó - chú ý nhé
ASN12878,SRV115088,E0259,2024-02-03,Theo dõi nhịp tim và hô hấp
ASN12879,SRV170824,E0147,2021-12-17,Bệnh nhân VIP - chăm sóc kỹ
ASN12880,SRV170824,E0175,2024-11-10,Bệnh nhân VIP - chăm sóc kỹ
ASN12881,SRV117805,E0196,2023-08-30,Theo dõi nhịp tim và hô hấp
ASN12882,SRV117805,E0157,2023-11-13,Theo dõi sát 24h đầu
ASN12883,SRV190554,E0162,2023-12-07,Theo dõi sát 24h đầu
ASN12884,SRV120412,E0132,2023-07-17,Ca khó - chú ý nhé
ASN12885,SRV120412,E0148,2023-09-18,Chú ý dấu hiệu nhiễm trùng
ASN12886,SRV100550,E0230,2023-12-11,Theo dõi hậu phẫu thường quy
ASN12887,SRV100550,E0258,2024-12-02,Theo dõi bình thường
ASN12888,SRV152347,E0247,2023-01-13,Theo dõi sát 24h đầu
ASN12889,SRV152347,E0188,2022-01-21,Bệnh nhân VIP - chăm sóc kỹ
ASN12890,SRV85380,E0123,2021-09-04,Cần theo dõi đặc biệt
ASN12891,SRV85380,E0233,2021-02-17,Theo dõi bình thường
ASN12892,SRV116052,E0187,2021-09-13,Theo dõi nhịp tim và hô hấp
ASN12893,SRV160846,E0140,2021-05-11,Theo dõi sát 24h đầu
ASN12894,SRV121514,E0171,2023-02-17,Cần theo dõi đặc biệt
ASN12895,SRV121514,E0235,2024-01-04,Bệnh nhân VIP - chăm sóc kỹ
ASN12896,SRV33689,E0212,2022-04-23,Cần theo dõi đặc biệt
ASN12897,SRV51861,E0191,2021-09-29,Theo dõi hậu phẫu thường quy
ASN12898,SRV68029,E0179,2022-10-04,Cần theo dõi đặc biệt
ASN12899,SRV18976,E0162,2024-02-14,Cần theo dõi đặc biệt
ASN12900,SRV18976,E0201,2024-04-24,Bệnh nhân VIP - chăm sóc kỹ
ASN12901,SRV112540,E0147,2022-05-01,Theo dõi hậu phẫu thường quy
ASN12902,SRV112540,E0154,2023-12-13,Bệnh nhân VIP - chăm sóc kỹ
ASN12903,SRV10528,E0187,2022-03-03,Theo dõi hậu phẫu thường quy
ASN12904,SRV99831,E0263,2021-11-17,Theo dõi sát 24h đầu
ASN12905,SRV196184,E0266,2023-05-31,Theo dõi hậu phẫu thường quy
ASN12906,SRV196184,E0194,2024-11-18,Cần theo dõi đặc biệt
ASN12907,SRV155549,E0268,2024-08-15,Ca khó - chú ý nhé
ASN12908,SRV155549,E0221,2023-09-09,Bệnh nhân VIP - chăm sóc kỹ
ASN12909,SRV126606,E0248,2021-05-13,Bệnh nhân VIP - chăm sóc kỹ
ASN12910,SRV126606,E0265,2023-06-05,Theo dõi hậu phẫu thường quy
ASN12911,SRV145337,E0238,2022-09-14,Theo dõi nhịp tim và hô hấp
ASN12912,SRV145337,E0158,2023-04-17,Ca khó - chú ý nhé
ASN12913,SRV133703,E0124,2024-11-16,Theo dõi hậu phẫu thường quy
ASN12914,SRV133703,E0250,2024-11-28,Theo dõi bình thường
ASN12915,SRV43540,E0139,2023-12-25,Theo dõi sát 24h đầu
ASN12916,SRV188730,E0218,2021-07-10,Cần theo dõi đặc biệt
ASN12917,SRV188730,E0207,2023-09-27,Theo dõi hậu phẫu thường quy
ASN12918,SRV174651,E0176,2023-07-04,Theo dõi sát 24h đầu
ASN12919,SRV174651,E0223,2022-05-11,Cần theo dõi đặc biệt
ASN12920,SRV147647,E0121,2021-11-08,Theo dõi hậu phẫu thường quy
ASN12921,SRV126763,E0243,2024-01-05,Ca khó - chú ý nhé
ASN12922,SRV156143,E0207,2024-09-11,Chú ý dấu hiệu nhiễm trùng
ASN12923,SRV74961,E0169,2023-03-14,Theo dõi nhịp tim và hô hấp
ASN12924,SRV74961,E0237,2024-12-23,Cần theo dõi đặc biệt
ASN12925,SRV28475,E0163,2021-05-16,Chú ý dấu hiệu nhiễm trùng
ASN12926,SRV60492,E0132,2021-09-28,Bệnh nhân VIP - chăm sóc kỹ
ASN12927,SRV60492,E0213,2021-02-14,Bệnh nhân VIP - chăm sóc kỹ
ASN12928,SRV153423,E0261,2024-11-22,Theo dõi bình thường
ASN12929,SRV123576,E0138,2023-05-06,Theo dõi bình thường
ASN12930,SRV123576,E0184,2023-10-06,Theo dõi bình thường
ASN12931,SRV14512,E0257,2022-01-10,Theo dõi hậu phẫu thường quy
ASN12932,SRV126492,E0210,2023-01-06,Theo dõi nhịp tim và hô hấp
ASN12933,SRV126492,E0123,2021-01-15,Theo dõi sát 24h đầu
ASN12934,SRV23681,E0152,2021-11-22,Ca khó - chú ý nhé
ASN12935,SRV57026,E0252,2022-09-23,Theo dõi hậu phẫu thường quy
ASN12936,SRV57026,E0165,2021-01-04,Ca khó - chú ý nhé
ASN12937,SRV70134,E0158,2022-09-28,Theo dõi nhịp tim và hô hấp
ASN12938,SRV70134,E0196,2021-06-24,Cần theo dõi đặc biệt
ASN12939,SRV43635,E0229,2023-07-17,Bệnh nhân VIP - chăm sóc kỹ
ASN12940,SRV43635,E0175,2021-02-20,Theo dõi bình thường
ASN12941,SRV153573,E0189,2021-10-30,Theo dõi hậu phẫu thường quy
ASN12942,SRV149497,E0149,2023-07-12,Theo dõi sát 24h đầu
ASN12943,SRV18740,E0131,2024-04-30,Theo dõi hậu phẫu thường quy
ASN12944,SRV159515,E0159,2023-05-26,Bệnh nhân VIP - chăm sóc kỹ
ASN12945,SRV159515,E0192,2022-01-20,Chú ý dấu hiệu nhiễm trùng
ASN12946,SRV186052,E0127,2021-09-30,Ca khó - chú ý nhé
ASN12947,SRV186052,E0150,2021-05-05,Cần theo dõi đặc biệt
ASN12948,SRV181371,E0141,2023-04-06,Theo dõi sát 24h đầu
ASN12949,SRV181371,E0222,2024-03-29,Theo dõi nhịp tim và hô hấp
ASN12950,SRV124558,E0182,2024-01-05,Theo dõi bình thường
ASN12951,SRV124558,E0176,2022-07-22,Bệnh nhân VIP - chăm sóc kỹ
ASN12952,SRV181432,E0263,2023-12-14,Theo dõi bình thường
ASN12953,SRV181432,E0240,2024-10-13,Theo dõi hậu phẫu thường quy
ASN12954,SRV114814,E0222,2023-10-21,Cần theo dõi đặc biệt
ASN12955,SRV114814,E0255,2022-07-24,Theo dõi nhịp tim và hô hấp
ASN12956,SRV4586,E0128,2021-03-12,Theo dõi sát 24h đầu
ASN12957,SRV4586,E0189,2021-02-17,Chú ý dấu hiệu nhiễm trùng
ASN12958,SRV185688,E0153,2023-09-12,Bệnh nhân VIP - chăm sóc kỹ
ASN12959,SRV66618,E0255,2021-10-20,Theo dõi nhịp tim và hô hấp
ASN12960,SRV196137,E0144,2023-08-15,Ca khó - chú ý nhé
ASN12961,SRV46007,E0233,2022-04-28,Bệnh nhân VIP - chăm sóc kỹ
ASN12962,SRV174145,E0253,2023-11-28,Ca khó - chú ý nhé
ASN12963,SRV158336,E0227,2021-02-16,Ca khó - chú ý nhé
ASN12964,SRV158336,E0146,2022-03-21,Ca khó - chú ý nhé
ASN12965,SRV90144,E0137,2024-09-16,Theo dõi sát 24h đầu
ASN12966,SRV90144,E0225,2022-09-22,Theo dõi nhịp tim và hô hấp
ASN12967,SRV96323,E0206,2022-12-15,Theo dõi hậu phẫu thường quy
ASN12968,SRV65909,E0250,2021-07-23,Theo dõi nhịp tim và hô hấp
ASN12969,SRV158182,E0247,2024-06-14,Theo dõi bình thường
ASN12970,SRV158182,E0235,2024-02-19,Theo dõi bình thường
ASN12971,SRV154790,E0158,2022-08-24,Chú ý dấu hiệu nhiễm trùng
ASN12972,SRV154790,E0183,2024-12-08,Chú ý dấu hiệu nhiễm trùng
ASN12973,SRV141411,E0229,2021-01-04,Theo dõi hậu phẫu thường quy
ASN12974,SRV141411,E0227,2021-11-11,Theo dõi sát 24h đầu
ASN12975,SRV161528,E0203,2023-11-10,Chú ý dấu hiệu nhiễm trùng
ASN12976,SRV161528,E0141,2022-12-11,Ca khó - chú ý nhé
ASN12977,SRV144422,E0225,2022-04-28,Cần theo dõi đặc biệt
ASN12978,SRV33247,E0192,2022-06-30,Theo dõi hậu phẫu thường quy
ASN12979,SRV45809,E0212,2024-11-25,Theo dõi nhịp tim và hô hấp
ASN12980,SRV45809,E0188,2022-09-20,Theo dõi nhịp tim và hô hấp
ASN12981,SRV156449,E0222,2023-06-12,Cần theo dõi đặc biệt
ASN12982,SRV52336,E0235,2023-05-01,Theo dõi hậu phẫu thường quy
ASN12983,SRV186058,E0162,2021-04-14,Ca khó - chú ý nhé
ASN12984,SRV190121,E0224,2021-04-20,Theo dõi nhịp tim và hô hấp
ASN12985,SRV68579,E0180,2024-02-16,Theo dõi hậu phẫu thường quy
ASN12986,SRV166338,E0178,2021-08-18,Theo dõi bình thường
ASN12987,SRV40567,E0187,2024-03-17,Theo dõi bình thường
ASN12988,SRV42291,E0193,2023-01-29,Cần theo dõi đặc biệt
ASN12989,SRV42291,E0248,2022-05-31,Theo dõi bình thường
ASN12990,SRV0800,E0236,2022-12-08,Theo dõi nhịp tim và hô hấp
ASN12991,SRV0800,E0195,2023-11-11,Chú ý dấu hiệu nhiễm trùng
ASN12992,SRV179842,E0127,2024-08-29,Theo dõi nhịp tim và hô hấp
ASN12993,SRV179842,E0258,2023-01-10,Chú ý dấu hiệu nhiễm trùng
ASN12994,SRV27372,E0180,2022-03-28,Chú ý dấu hiệu nhiễm trùng
ASN12995,SRV27372,E0157,2022-06-23,Cần theo dõi đặc biệt
ASN12996,SRV145290,E0132,2022-06-18,Theo dõi hậu phẫu thường quy
ASN12997,SRV36199,E0179,2024-02-20,Theo dõi nhịp tim và hô hấp
ASN12998,SRV112326,E0199,2021-05-01,Theo dõi bình thường
ASN12999,SRV112326,E0187,2024-09-21,Chú ý dấu hiệu nhiễm trùng
ASN13000,SRV81199,E0210,2024-04-11,Ca khó - chú ý nhé
ASN13001,SRV81199,E0176,2023-04-24,Theo dõi bình thường
ASN13002,SRV88126,E0201,2021-07-10,Theo dõi bình thường
ASN13003,SRV88126,E0125,2024-11-29,Theo dõi sát 24h đầu
ASN13004,SRV120962,E0203,2021-06-06,Theo dõi hậu phẫu thường quy
ASN13005,SRV184146,E0219,2024-02-29,Ca khó - chú ý nhé
ASN13006,SRV167407,E0147,2024-08-11,Theo dõi hậu phẫu thường quy
ASN13007,SRV167407,E0201,2023-10-19,Ca khó - chú ý nhé
ASN13008,SRV180473,E0223,2021-01-07,Theo dõi nhịp tim và hô hấp
ASN13009,SRV180473,E0131,2022-01-11,Theo dõi sát 24h đầu
ASN13010,SRV160957,E0137,2024-03-04,Theo dõi nhịp tim và hô hấp
ASN13011,SRV11392,E0143,2024-07-26,Theo dõi sát 24h đầu
ASN13012,SRV11392,E0228,2024-03-10,Ca khó - chú ý nhé
ASN13013,SRV167445,E0228,2022-02-24,Theo dõi hậu phẫu thường quy
ASN13014,SRV167445,E0233,2021-08-06,Theo dõi hậu phẫu thường quy
ASN13015,SRV90431,E0145,2021-11-23,Chú ý dấu hiệu nhiễm trùng
ASN13016,SRV41957,E0194,2021-03-28,Ca khó - chú ý nhé
ASN13017,SRV41957,E0225,2022-10-31,Bệnh nhân VIP - chăm sóc kỹ
ASN13018,SRV199115,E0233,2024-01-11,Theo dõi nhịp tim và hô hấp
ASN13019,SRV146796,E0253,2023-04-29,Bệnh nhân VIP - chăm sóc kỹ
ASN13020,SRV146796,E0254,2022-07-30,Ca khó - chú ý nhé
ASN13021,SRV48764,E0221,2021-05-15,Theo dõi nhịp tim và hô hấp
ASN13022,SRV105888,E0262,2022-12-16,Theo dõi hậu phẫu thường quy
ASN13023,SRV172009,E0197,2024-05-23,Theo dõi sát 24h đầu
ASN13024,SRV20644,E0215,2022-10-21,Cần theo dõi đặc biệt
ASN13025,SRV20644,E0222,2023-05-14,Theo dõi sát 24h đầu
ASN13026,SRV156297,E0258,2023-12-06,Bệnh nhân VIP - chăm sóc kỹ
ASN13027,SRV96832,E0248,2024-05-02,Cần theo dõi đặc biệt
ASN13028,SRV96832,E0215,2023-05-09,Theo dõi nhịp tim và hô hấp
ASN13029,SRV100806,E0210,2023-03-16,Ca khó - chú ý nhé
ASN13030,SRV100806,E0260,2023-10-04,Chú ý dấu hiệu nhiễm trùng
ASN13031,SRV82656,E0126,2022-07-02,Cần theo dõi đặc biệt
ASN13032,SRV82656,E0248,2024-08-25,Theo dõi nhịp tim và hô hấp
ASN13033,SRV24220,E0148,2023-10-12,Bệnh nhân VIP - chăm sóc kỹ
ASN13034,SRV24220,E0257,2021-11-19,Theo dõi nhịp tim và hô hấp
ASN13035,SRV152056,E0250,2021-12-23,Theo dõi bình thường
ASN13036,SRV152056,E0163,2022-02-06,Theo dõi sát 24h đầu
ASN13037,SRV179167,E0184,2021-09-17,Theo dõi nhịp tim và hô hấp
ASN13038,SRV120201,E0171,2024-07-11,Theo dõi sát 24h đầu
ASN13039,SRV195767,E0146,2023-12-29,Theo dõi hậu phẫu thường quy
ASN13040,SRV195767,E0219,2024-08-29,Chú ý dấu hiệu nhiễm trùng
ASN13041,SRV138208,E0132,2024-05-10,Bệnh nhân VIP - chăm sóc kỹ
ASN13042,SRV112086,E0214,2023-04-08,Theo dõi nhịp tim và hô hấp
ASN13043,SRV112086,E0199,2022-01-20,Bệnh nhân VIP - chăm sóc kỹ
ASN13044,SRV3534,E0141,2021-04-08,Theo dõi bình thường
ASN13045,SRV3534,E0218,2021-11-02,Bệnh nhân VIP - chăm sóc kỹ
ASN13046,SRV67335,E0195,2023-01-26,Chú ý dấu hiệu nhiễm trùng
ASN13047,SRV67335,E0161,2021-02-01,Theo dõi bình thường
ASN13048,SRV141316,E0247,2022-06-09,Theo dõi hậu phẫu thường quy
ASN13049,SRV141316,E0121,2022-02-13,Cần theo dõi đặc biệt
ASN13050,SRV59217,E0187,2023-05-11,Theo dõi hậu phẫu thường quy
ASN13051,SRV17707,E0252,2023-07-08,Bệnh nhân VIP - chăm sóc kỹ
ASN13052,SRV185724,E0263,2023-09-30,Theo dõi nhịp tim và hô hấp
ASN13053,SRV31301,E0244,2023-01-04,Theo dõi nhịp tim và hô hấp
ASN13054,SRV146367,E0223,2021-09-01,Chú ý dấu hiệu nhiễm trùng
ASN13055,SRV146367,E0199,2022-12-22,Theo dõi nhịp tim và hô hấp
ASN13056,SRV3539,E0125,2022-08-24,Cần theo dõi đặc biệt
ASN13057,SRV186375,E0214,2021-03-04,Theo dõi bình thường
ASN13058,SRV186375,E0167,2024-07-11,Theo dõi nhịp tim và hô hấp
ASN13059,SRV70064,E0172,2021-11-18,Theo dõi sát 24h đầu
ASN13060,SRV70064,E0129,2022-02-26,Cần theo dõi đặc biệt
ASN13061,SRV199378,E0231,2024-04-15,Cần theo dõi đặc biệt
ASN13062,SRV199378,E0228,2024-12-18,Theo dõi bình thường
ASN13063,SRV77998,E0263,2023-10-02,Bệnh nhân VIP - chăm sóc kỹ
ASN13064,SRV41160,E0253,2022-12-16,Ca khó - chú ý nhé
ASN13065,SRV41160,E0159,2024-02-20,Cần theo dõi đặc biệt
ASN13066,SRV20219,E0239,2021-01-26,Bệnh nhân VIP - chăm sóc kỹ
ASN13067,SRV68970,E0160,2022-06-09,Ca khó - chú ý nhé
ASN13068,SRV90049,E0234,2022-01-21,Ca khó - chú ý nhé
ASN13069,SRV135906,E0176,2021-04-24,Bệnh nhân VIP - chăm sóc kỹ
ASN13070,SRV10123,E0170,2022-09-18,Theo dõi hậu phẫu thường quy
ASN13071,SRV113263,E0220,2024-01-30,Ca khó - chú ý nhé
ASN13072,SRV113263,E0169,2021-01-10,Theo dõi bình thường
ASN13073,SRV190722,E0192,2021-02-18,Theo dõi nhịp tim và hô hấp
ASN13074,SRV190722,E0195,2024-10-30,Ca khó - chú ý nhé
ASN13075,SRV146295,E0224,2022-02-07,Theo dõi nhịp tim và hô hấp
ASN13076,SRV37899,E0266,2021-03-28,Ca khó - chú ý nhé
ASN13077,SRV37899,E0237,2023-11-06,Theo dõi nhịp tim và hô hấp
ASN13078,SRV174485,E0240,2024-07-05,Bệnh nhân VIP - chăm sóc kỹ
ASN13079,SRV174485,E0182,2022-01-01,Theo dõi sát 24h đầu
ASN13080,SRV152025,E0163,2023-06-09,Theo dõi nhịp tim và hô hấp
ASN13081,SRV166793,E0224,2024-06-09,Theo dõi nhịp tim và hô hấp
ASN13082,SRV166793,E0264,2023-04-19,Bệnh nhân VIP - chăm sóc kỹ
ASN13083,SRV141895,E0245,2022-04-17,Theo dõi bình thường
ASN13084,SRV125752,E0249,2021-03-22,Theo dõi hậu phẫu thường quy
ASN13085,SRV191146,E0209,2023-01-12,Bệnh nhân VIP - chăm sóc kỹ
ASN13086,SRV191146,E0171,2024-06-30,Ca khó - chú ý nhé
ASN13087,SRV11471,E0210,2023-08-28,Theo dõi sát 24h đầu
ASN13088,SRV148810,E0221,2021-12-23,Cần theo dõi đặc biệt
ASN13089,SRV148810,E0131,2021-03-30,Theo dõi sát 24h đầu
ASN13090,SRV157211,E0183,2024-04-11,Chú ý dấu hiệu nhiễm trùng
ASN13091,SRV157211,E0145,2023-02-04,Theo dõi nhịp tim và hô hấp
ASN13092,SRV142435,E0209,2023-06-28,Bệnh nhân VIP - chăm sóc kỹ
ASN13093,SRV184475,E0161,2021-09-07,Cần theo dõi đặc biệt
ASN13094,SRV44004,E0268,2023-04-07,Theo dõi sát 24h đầu
ASN13095,SRV169048,E0251,2024-11-24,Theo dõi hậu phẫu thường quy
ASN13096,SRV88389,E0231,2023-03-31,Theo dõi bình thường
ASN13097,SRV188683,E0267,2022-06-11,Theo dõi nhịp tim và hô hấp
ASN13098,SRV157646,E0142,2021-11-19,Cần theo dõi đặc biệt
ASN13099,SRV51462,E0174,2021-07-25,Cần theo dõi đặc biệt
ASN13100,SRV51462,E0243,2022-07-04,Cần theo dõi đặc biệt
ASN13101,SRV183496,E0250,2024-11-23,Ca khó - chú ý nhé
ASN13102,SRV183496,E0123,2023-02-26,Chú ý dấu hiệu nhiễm trùng
ASN13103,SRV64923,E0243,2024-09-14,Theo dõi bình thường
ASN13104,SRV143632,E0131,2024-05-14,Theo dõi sát 24h đầu
ASN13105,SRV82991,E0140,2023-10-05,Theo dõi nhịp tim và hô hấp
ASN13106,SRV82991,E0145,2022-07-04,Chú ý dấu hiệu nhiễm trùng
ASN13107,SRV7650,E0241,2022-09-23,Theo dõi hậu phẫu thường quy
ASN13108,SRV179106,E0241,2021-08-22,Ca khó - chú ý nhé
ASN13109,SRV179106,E0158,2023-11-13,Chú ý dấu hiệu nhiễm trùng
ASN13110,SRV110028,E0265,2021-10-01,Theo dõi nhịp tim và hô hấp
ASN13111,SRV14233,E0191,2023-11-27,Chú ý dấu hiệu nhiễm trùng
ASN13112,SRV14233,E0240,2021-09-14,Theo dõi hậu phẫu thường quy
ASN13113,SRV106443,E0172,2021-01-28,Chú ý dấu hiệu nhiễm trùng
ASN13114,SRV106443,E0257,2024-11-13,Ca khó - chú ý nhé
ASN13115,SRV30179,E0178,2022-01-28,Theo dõi hậu phẫu thường quy
ASN13116,SRV30179,E0127,2022-02-08,Theo dõi bình thường
ASN13117,SRV19944,E0214,2023-03-02,Theo dõi hậu phẫu thường quy
ASN13118,SRV19944,E0235,2021-02-15,Ca khó - chú ý nhé
ASN13119,SRV192054,E0209,2023-11-17,Ca khó - chú ý nhé
ASN13120,SRV192054,E0243,2023-02-13,Theo dõi sát 24h đầu
ASN13121,SRV17392,E0218,2024-11-14,Theo dõi sát 24h đầu
ASN13122,SRV17392,E0183,2023-04-15,Theo dõi hậu phẫu thường quy
ASN13123,SRV103034,E0199,2022-03-02,Ca khó - chú ý nhé
ASN13124,SRV14807,E0167,2021-03-08,Bệnh nhân VIP - chăm sóc kỹ
ASN13125,SRV74039,E0206,2022-09-17,Theo dõi hậu phẫu thường quy
ASN13126,SRV193476,E0182,2021-06-12,Ca khó - chú ý nhé
ASN13127,SRV193476,E0203,2022-03-03,Theo dõi nhịp tim và hô hấp
ASN13128,SRV114158,E0150,2024-09-27,Theo dõi hậu phẫu thường quy
ASN13129,SRV114158,E0227,2022-07-13,Theo dõi hậu phẫu thường quy
ASN13130,SRV27267,E0266,2021-11-08,Ca khó - chú ý nhé
ASN13131,SRV140298,E0234,2023-10-30,Theo dõi nhịp tim và hô hấp
ASN13132,SRV137826,E0195,2024-10-12,Chú ý dấu hiệu nhiễm trùng
ASN13133,SRV33386,E0200,2021-06-09,Cần theo dõi đặc biệt
ASN13134,SRV153889,E0201,2022-02-01,Chú ý dấu hiệu nhiễm trùng
ASN13135,SRV153889,E0226,2023-05-23,Theo dõi bình thường
ASN13136,SRV142478,E0165,2024-01-15,Theo dõi sát 24h đầu
ASN13137,SRV142478,E0177,2024-08-08,Cần theo dõi đặc biệt
ASN13138,SRV136140,E0254,2024-08-26,Chú ý dấu hiệu nhiễm trùng
ASN13139,SRV177079,E0144,2023-07-17,Theo dõi bình thường
ASN13140,SRV129053,E0148,2021-04-02,Theo dõi sát 24h đầu
ASN13141,SRV129053,E0198,2022-12-07,Theo dõi sát 24h đầu
ASN13142,SRV18803,E0167,2022-08-10,Cần theo dõi đặc biệt
ASN13143,SRV23599,E0194,2024-09-30,Bệnh nhân VIP - chăm sóc kỹ
ASN13144,SRV135926,E0256,2024-07-22,Chú ý dấu hiệu nhiễm trùng
ASN13145,SRV176308,E0265,2024-11-03,Theo dõi hậu phẫu thường quy
ASN13146,SRV176308,E0183,2023-01-24,Theo dõi sát 24h đầu
ASN13147,SRV47031,E0182,2021-01-04,Theo dõi sát 24h đầu
ASN13148,SRV47031,E0156,2022-12-22,Cần theo dõi đặc biệt
ASN13149,SRV32738,E0242,2021-02-08,Theo dõi nhịp tim và hô hấp
ASN13150,SRV32738,E0152,2023-03-30,Chú ý dấu hiệu nhiễm trùng
ASN13151,SRV76810,E0149,2021-10-05,Theo dõi hậu phẫu thường quy
ASN13152,SRV60550,E0206,2024-04-30,Bệnh nhân VIP - chăm sóc kỹ
ASN13153,SRV11939,E0221,2021-02-25,Theo dõi bình thường
ASN13154,SRV131173,E0227,2021-06-11,Ca khó - chú ý nhé
ASN13155,SRV59581,E0168,2023-06-29,Ca khó - chú ý nhé
ASN13156,SRV3333,E0220,2023-08-19,Chú ý dấu hiệu nhiễm trùng
ASN13157,SRV6668,E0207,2021-08-08,Theo dõi nhịp tim và hô hấp
ASN13158,SRV6668,E0155,2023-06-26,Cần theo dõi đặc biệt
