PetID,CustomerID,PetName,Species,Breed,Birthday,Gender,HealthStatus
PET55600,CUS21507,Sushi,Rùa,Rùa Núi Vimg,2019-07-22,Cái,Phục hồi chấn thương
PET55601,CUS55316,Chả,Hamster,Hamster Winter White,2019-09-04,Cái,Phục hồi chấn thương
PET55602,CUS73338,Cò,Hamster,Hamster Syria,2020-01-30,Đực,Đang điều trị
PET55603,CUS45838,Bánh,Thỏ,Thỏ Trắng,2020-02-26,Đực,Cần theo dõi
PET55604,CUS25137,Bo,Hamster,Hamster Winter White,2019-09-13,Đực,Khỏe mạnh
PET55605,CUS18002,Cò,Chim,Vẹt Xám Châu Phi,2022-06-18,Đực,Cần theo dõi
PET55606,CUS11835,Xôi,Hamster,Hamster Syria,2019-12-12,Đực,Bệnh mãn tính
PET55607,CUS45535,Trắng,Rùa,Rùa Cạn,2020-07-14,Đực,Sau phẫu thuật
PET55608,CUS31077,Nắng,Chó,Poodle,2022-08-06,Đực,Cần theo dõi
PET55609,CUS44526,Leo,Mèo,Mèo ta,2022-11-25,Đực,Cần theo dõi
PET55610,CUS28290,Na,Mèo,Mèo ta,2021-11-17,Đực,Khỏe mạnh
PET55611,CUS76405,Sushi,Hamster,Hamster Trung Quốc,2020-03-01,Cái,Tiêm phòng đầy đủ
PET55612,CUS43345,Trăng,Rùa,Rùa Sulcata,2018-03-02,Đực,Sau phẫu thuật
PET55613,CUS63231,Bella,Mèo,Mèo Anh lông ngắn,2023-01-30,Cái,Sau phẫu thuật
PET55614,CUS39451,Lá,Mèo,Ragdoll,2022-05-14,Đực,Sau phẫu thuật
PET55615,CUS52046,Sương,Hamster,Hamster Winter White,2022-09-20,Cái,Khỏe mạnh
PET55616,CUS14205,Mocha,Thỏ,Thỏ Lùn Hà Lan,2023-11-03,Đực,Sau phẫu thuật
PET55617,CUS78016,Xôi,Rùa,Rùa Cạn,2023-12-18,Đực,Chưa tiêm phòng
PET55618,CUS24059,Chanh,Hamster,Hamster Syria,2019-08-22,Cái,Tiêm phòng đầy đủ
PET55619,CUS46880,Cưng,Thỏ,Thỏ Holland Lop,2024-04-25,Cái,Khỏe mạnh
PET55620,CUS05349,Milu,Hamster,Hamster Roborovski,2020-11-26,Cái,Cần theo dõi
PET55621,CUS47283,Sugar,Hamster,Hamster Campbell,2020-12-08,Cái,Đang điều trị
PET55622,CUS14193,Leo,Chó,Chihuahua,2019-06-22,Cái,Khỏe mạnh
PET55623,CUS19335,Charlie,Chó,Chó ta,2019-02-17,Cái,Đang điều trị
PET55624,CUS09107,Chả,Rùa,Rùa Tai Đỏ,2024-01-10,Đực,Khỏe mạnh
PET55625,CUS26152,Dừa,Chim,Chim Sáo,2020-12-22,Cái,Cần theo dõi
PET55626,CUS72012,Miu,Chó,Chó Phú Quốc,2021-05-19,Cái,Tiêm phòng đầy đủ
PET55627,CUS37350,Bơ,Chó,Poodle,2019-11-26,Cái,Đang điều trị
PET55628,CUS71699,Mèo Mập,Rùa,Rùa Núi Vimg,2018-02-19,Cái,Chưa tiêm phòng
PET55629,CUS09310,Nấm,Thỏ,Thỏ Đen,2019-04-25,Cái,Chưa tiêm phòng
PET55630,CUS47803,Bin,Rùa,Rùa Núi Vimg,2020-01-29,Cái,Chưa tiêm phòng
PET55631,CUS00992,Simba,Thỏ,Thỏ Angora,2023-01-18,Cái,Phục hồi chấn thương
PET55632,CUS04128,Bí Ngô,Thỏ,Thỏ Angora,2024-03-31,Đực,Khỏe mạnh
PET55633,CUS20080,Lu,Hamster,Hamster Trung Quốc,2024-02-06,Cái,Đang điều trị
PET55634,CUS62880,Cookie,Hamster,Hamster Winter White,2019-02-05,Đực,Cần theo dõi
PET55635,CUS55983,Cò,Chim,Vẹt,2018-07-23,Cái,Khỏe mạnh
PET55636,CUS34376,Chanh,Mèo,Sphynx,2023-09-12,Đực,Khỏe mạnh
PET55637,CUS10443,Bông,Thỏ,Thỏ Holland Lop,2020-06-11,Cái,Khỏe mạnh
PET55638,CUS00046,Dừa,Chim,Vẹt Xám Châu Phi,2024-02-08,Đực,Sau phẫu thuật
PET55639,CUS52439,Sugar,Chim,Vẹt Cockatiel,2022-12-16,Đực,Phục hồi chấn thương
PET55640,CUS76733,Mun,Chó,Chihuahua,2021-02-28,Đực,Sau phẫu thuật
PET55641,CUS16325,Vàng,Hamster,Hamster Campbell,2018-10-26,Cái,Đang điều trị
PET55642,CUS59907,Mèo Mập,Hamster,Hamster Campbell,2024-02-07,Đực,Sau phẫu thuật
PET55643,CUS57153,Khoai,Chim,Chim Sáo,2020-04-12,Cái,Cần theo dõi
PET55644,CUS76509,Dừa,Mèo,Mèo Anh lông ngắn,2021-09-04,Đực,Phục hồi chấn thương
PET55645,CUS29425,Nấm,Hamster,Hamster Trung Quốc,2019-01-30,Đực,Phục hồi chấn thương
PET55646,CUS70413,Mochi,Chó,Cocker Spaniel,2019-06-29,Đực,Chưa tiêm phòng
PET55647,CUS68211,Bo,Hamster,Hamster Roborovski,2018-05-03,Cái,Chưa tiêm phòng
PET55648,CUS77485,Chè,Chó,Corgi,2018-10-06,Cái,Tiêm phòng đầy đủ
PET55649,CUS57741,Bin,Chim,Vẹt Cockatiel,2019-01-31,Cái,Chưa tiêm phòng
PET55650,CUS06459,Mây,Chó,Pitbull,2019-08-09,Đực,Sau phẫu thuật
PET55651,CUS10804,Cheese,Chó,Samoyed,2018-06-04,Đực,Tiêm phòng đầy đủ
PET55652,CUS79236,Coco,Hamster,Hamster Winter White,2024-03-14,Cái,Phục hồi chấn thương
PET55653,CUS56797,Hoa,Thỏ,Thỏ Angora,2021-10-06,Cái,Đang điều trị
PET55654,CUS32617,Cưng,Hamster,Hamster Trung Quốc,2024-04-23,Đực,Tiêm phòng đầy đủ
PET55655,CUS29396,Buddy,Chim,Vẹt Cockatiel,2018-10-26,Cái,Sau phẫu thuật
PET55656,CUS24230,Bánh,Hamster,Hamster Campbell,2019-05-14,Đực,Tiêm phòng đầy đủ
PET55657,CUS11434,Cỏ,Chó,Samoyed,2022-10-29,Đực,Cần theo dõi
PET55658,CUS77050,Cưng,Chó,Chó Nhật,2022-02-19,Đực,Sau phẫu thuật
PET55659,CUS68543,Cún,Thỏ,Thỏ Đen,2018-04-07,Đực,Tiêm phòng đầy đủ
PET55660,CUS28139,Xôi,Mèo,Siamese,2022-08-08,Đực,Sau phẫu thuật
PET55661,CUS17665,Xôi,Rùa,Rùa Cạn,2020-11-29,Cái,Đang điều trị
PET55662,CUS12553,Mochi,Rùa,Rùa Tai Đỏ,2022-03-05,Cái,Phục hồi chấn thương
PET55663,CUS41870,Trà,Thỏ,Thỏ Xám,2021-04-23,Cái,Đang điều trị
PET55664,CUS37694,Gió,Chó,Chihuahua,2019-10-27,Đực,Khỏe mạnh
PET55665,CUS34199,Dừa,Chim,Vẹt Xám Châu Phi,2023-09-15,Đực,Bệnh mãn tính
PET55666,CUS12283,Ki,Chó,Chó Phú Quốc,2018-05-27,Đực,Sau phẫu thuật
PET55667,CUS57865,Lá,Hamster,Hamster Roborovski,2024-02-25,Cái,Khỏe mạnh
PET55668,CUS05548,Nala,Chim,Chim Bồ Câu,2023-11-28,Đực,Cần theo dõi
PET55669,CUS67171,Lu,Mèo,Bengal,2023-09-11,Đực,Phục hồi chấn thương
PET55670,CUS65311,Lá,Thỏ,Thỏ Đen,2023-05-04,Cái,Đang điều trị
PET55671,CUS39014,Bé Bi,Chim,Vẹt Xám Châu Phi,2020-01-13,Cái,Bệnh mãn tính
PET55672,CUS46602,Phở,Chim,Vẹt,2018-02-10,Đực,Đang điều trị
PET55673,CUS30664,Leo,Chó,Husky,2021-07-10,Cái,Đang điều trị
PET55674,CUS21143,Xoài,Thỏ,Thỏ Vặn,2023-08-24,Đực,Tiêm phòng đầy đủ
PET55675,CUS63947,Cưng,Hamster,Hamster Winter White,2020-10-16,Cái,Khỏe mạnh
PET55676,CUS02053,Mochi,Rùa,Rùa Sulcata,2020-01-12,Cái,Phục hồi chấn thương
PET55677,CUS01801,Nắng,Hamster,Hamster Winter White,2019-11-30,Đực,Tiêm phòng đầy đủ
PET55678,CUS35278,Caramel,Mèo,Maine Coon,2020-07-22,Đực,Chưa tiêm phòng
PET55679,CUS78401,Bin,Rùa,Rùa Tai Đỏ,2020-04-10,Cái,Chưa tiêm phòng
PET55680,CUS16582,Mực,Chó,Beagle,2019-03-01,Đực,Sau phẫu thuật
PET55681,CUS17725,Leo,Hamster,Hamster Syria,2023-09-27,Đực,Tiêm phòng đầy đủ
PET55682,CUS46195,Cam,Rùa,Rùa Cạn,2020-11-14,Đực,Đang điều trị
PET55683,CUS53487,Dưa,Chó,Phốc sóc,2019-02-03,Đực,Phục hồi chấn thương
PET55684,CUS27873,Gió,Chó,Chó Phú Quốc,2021-09-09,Đực,Chưa tiêm phòng
PET55685,CUS75885,Simba,Chim,Chim Bồ Câu,2023-12-17,Cái,Cần theo dõi
PET55686,CUS66427,Chanh,Rùa,Rùa Sulcata,2020-04-14,Cái,Chưa tiêm phòng
PET55687,CUS45306,Chanh,Mèo,Mèo Scottlish Fold,2024-02-05,Đực,Phục hồi chấn thương
PET55688,CUS58643,Butter,Chim,Chim Bồ Câu,2019-08-11,Cái,Chưa tiêm phòng
PET55689,CUS31854,Bông Bông,Chim,Vẹt Xám Châu Phi,2022-04-27,Cái,Chưa tiêm phòng
PET55690,CUS57109,Honey,Chim,Chim Yến Phụng,2021-04-24,Đực,Bệnh mãn tính
PET55691,CUS40171,Canh,Mèo,Mèo Scottlish Fold,2020-01-05,Cái,Bệnh mãn tính
PET55692,CUS37936,Bo,Mèo,Mèo Anh lông dài,2020-12-16,Đực,Sau phẫu thuật
PET55693,CUS09985,Trà,Rùa,Rùa Núi Vimg,2022-11-25,Đực,Chưa tiêm phòng
PET55694,CUS37607,Trà,Hamster,Hamster Roborovski,2018-05-07,Đực,Tiêm phòng đầy đủ
PET55695,CUS07117,Lá,Rùa,Rùa Sulcata,2022-06-10,Cái,Khỏe mạnh
PET55696,CUS11867,Cưng,Chó,Chó Phú Quốc,2020-07-13,Đực,Khỏe mạnh
PET55697,CUS24136,Pudding,Chim,Vẹt Hoàng Yến,2023-08-14,Đực,Phục hồi chấn thương
PET55698,CUS38906,Gió,Chim,Chim Sáo,2023-04-29,Cái,Đang điều trị
PET55699,CUS36610,Mưa,Hamster,Hamster Trung Quốc,2021-01-26,Đực,Đang điều trị
PET55700,CUS38820,Đậu,Hamster,Hamster Syria,2024-01-01,Đực,Sau phẫu thuật
PET55701,CUS17449,Cheese,Chim,Vẹt Cockatiel,2024-03-21,Đực,Bệnh mãn tính
PET55702,CUS64451,Bông Bông,Chó,Golden Retriever,2019-05-03,Đực,Bệnh mãn tính
PET55703,CUS68640,Max,Rùa,Rùa Cạn,2024-03-25,Cái,Cần theo dõi
PET55704,CUS16244,Luna,Thỏ,Thỏ Đen,2020-01-11,Đực,Bệnh mãn tính
PET55705,CUS76628,Milo,Chó,Golden Retriever,2020-10-02,Đực,Sau phẫu thuật
PET55706,CUS18781,Na,Thỏ,Thỏ Angora,2019-12-17,Đực,Đang điều trị
PET55707,CUS19050,Buddy,Rùa,Rùa Cạn,2018-07-28,Cái,Chưa tiêm phòng
PET55708,CUS53967,Xôi,Chim,Vẹt Cockatiel,2020-12-05,Đực,Bệnh mãn tính
PET55709,CUS07339,Vàng,Rùa,Rùa Sulcata,2023-09-23,Cái,Sau phẫu thuật
PET55710,CUS19520,Trắng,Chim,Chim Sáo,2020-02-25,Đực,Tiêm phòng đầy đủ
PET55711,CUS10904,Caramel,Thỏ,Thỏ Lop,2024-03-10,Cái,Đang điều trị
PET55712,CUS28720,Phở,Rùa,Rùa Núi Vimg,2022-02-19,Đực,Đang điều trị
PET55713,CUS55904,Mochi,Thỏ,Thỏ Angora,2020-08-03,Đực,Đang điều trị
PET55714,CUS75646,Cheese,Thỏ,Thỏ Lùn Hà Lan,2019-08-11,Đực,Phục hồi chấn thương
PET55715,CUS78093,Xôi,Hamster,Hamster Winter White,2020-05-25,Cái,Chưa tiêm phòng
PET55716,CUS30102,Cheese,Rùa,Rùa Cạn,2018-11-13,Cái,Bệnh mãn tính
PET55717,CUS54429,Đậu,Mèo,Bengal,2024-01-27,Cái,Cần theo dõi
PET55718,CUS53490,Ki,Thỏ,Thỏ Trắng,2020-08-05,Cái,Khỏe mạnh
PET55719,CUS60700,Suối,Thỏ,Thỏ Xám,2021-06-07,Cái,Cần theo dõi
PET55720,CUS29965,Hoa,Thỏ,Thỏ Holland Lop,2019-04-24,Cái,Đang điều trị
PET55721,CUS15807,Bún,Rùa,Rùa Tai Đỏ,2019-10-01,Đực,Phục hồi chấn thương
PET55722,CUS40287,Dưa,Hamster,Hamster Trung Quốc,2024-05-30,Đực,Cần theo dõi
PET55723,CUS63657,Bo,Chó,Chihuahua,2023-10-31,Đực,Cần theo dõi
PET55724,CUS23002,Đậu,Hamster,Hamster Roborovski,2018-04-19,Đực,Chưa tiêm phòng
PET55725,CUS47936,Nala,Hamster,Hamster Winter White,2024-03-09,Cái,Đang điều trị
PET55726,CUS77438,Mưa,Chó,Béc giê Đức,2021-07-19,Cái,Tiêm phòng đầy đủ
PET55727,CUS14868,Bí Ngô,Rùa,Rùa Cạn,2020-01-11,Cái,Chưa tiêm phòng
PET55728,CUS55985,Hoa,Mèo,Munchkin,2019-07-12,Cái,Phục hồi chấn thương
PET55729,CUS66316,Sao,Rùa,Rùa Cạn,2021-09-01,Cái,Khỏe mạnh
PET55730,CUS64617,Rocky,Chim,Chim Yến Phụng,2021-07-01,Cái,Sau phẫu thuật
PET55731,CUS71203,Mưa,Rùa,Rùa Sulcata,2021-09-09,Cái,Khỏe mạnh
PET55732,CUS64098,Mít,Hamster,Hamster Roborovski,2023-08-23,Cái,Phục hồi chấn thương
PET55733,CUS62715,Bé Bi,Mèo,Mèo Anh lông dài,2021-10-30,Đực,Cần theo dõi
PET55734,CUS05666,Mực,Chim,Chim Yến Phụng,2020-12-15,Đực,Bệnh mãn tính
PET55735,CUS23318,Vàng,Mèo,Maine Coon,2019-05-23,Đực,Khỏe mạnh
PET55736,CUS12358,Bánh,Hamster,Hamster Winter White,2024-02-14,Đực,Cần theo dõi
PET55737,CUS72767,Mực,Chim,Chim Bồ Câu,2018-10-12,Đực,Sau phẫu thuật
PET55738,CUS68239,Phở,Mèo,Mèo Mướp,2023-02-08,Cái,Khỏe mạnh
PET55739,CUS64959,Cơm,Chó,Beagle,2019-12-08,Đực,Tiêm phòng đầy đủ
PET55740,CUS42708,Xoài,Rùa,Rùa Tai Đỏ,2021-01-14,Đực,Sau phẫu thuật
PET55741,CUS20498,Suối,Chim,Chim Bồ Câu,2022-04-30,Đực,Cần theo dõi
PET55742,CUS68232,Bin,Chim,Chim Yến Phụng,2023-12-18,Đực,Cần theo dõi
PET55743,CUS10275,Lá,Chó,Béc giê Đức,2023-01-19,Cái,Khỏe mạnh
PET55744,CUS57588,Lucky,Chim,Vẹt,2022-08-12,Đực,Khỏe mạnh
PET55745,CUS01177,Bánh,Hamster,Hamster Syria,2020-11-21,Cái,Bệnh mãn tính
PET55746,CUS32922,Leo,Thỏ,Thỏ Holland Lop,2021-05-27,Cái,Đang điều trị
PET55747,CUS04118,Mực,Mèo,Ragdoll,2019-11-07,Cái,Đang điều trị
PET55748,CUS05172,Bella,Rùa,Rùa Cạn,2020-09-10,Đực,Khỏe mạnh
PET55749,CUS10800,Bánh,Rùa,Rùa Tai Đỏ,2022-07-14,Cái,Sau phẫu thuật
PET55750,CUS63141,Cỏ,Rùa,Rùa Tai Đỏ,2020-03-03,Đực,Cần theo dõi
PET55751,CUS29271,Cún,Thỏ,Thỏ Vặn,2018-04-27,Cái,Bệnh mãn tính
PET55752,CUS35413,Cò,Chó,Husky,2019-05-28,Đực,Khỏe mạnh
PET55753,CUS13944,Simba,Chó,Bulldog Pháp,2019-12-29,Cái,Chưa tiêm phòng
PET55754,CUS55348,Lucky,Thỏ,Thỏ Lop,2023-01-02,Cái,Phục hồi chấn thương
PET55755,CUS03027,Cưng,Hamster,Hamster Campbell,2018-06-26,Đực,Cần theo dõi
PET55756,CUS05898,Đậu,Hamster,Hamster Roborovski,2021-11-19,Đực,Phục hồi chấn thương
PET55757,CUS04167,Leo,Hamster,Hamster Campbell,2020-04-25,Đực,Bệnh mãn tính
PET55758,CUS76336,Lu,Chó,Chó ta,2024-01-03,Cái,Chưa tiêm phòng
PET55759,CUS29640,Hoa,Thỏ,Thỏ Angora,2018-02-25,Đực,Cần theo dõi
PET55760,CUS54781,Bella,Mèo,Mèo Scottlish Fold,2020-02-16,Đực,Đang điều trị
PET55761,CUS25180,Nấm,Rùa,Rùa Núi Vimg,2024-03-16,Cái,Phục hồi chấn thương
PET55762,CUS40770,Mochi,Rùa,Rùa Núi Vimg,2021-10-17,Cái,Cần theo dõi
PET55763,CUS16270,Butter,Hamster,Hamster Campbell,2022-12-23,Cái,Đang điều trị
PET55764,CUS23495,Na,Chim,Chim Yến Phụng,2022-12-18,Đực,Bệnh mãn tính
PET55765,CUS56876,Cún,Chó,Shiba Inu,2021-01-06,Cái,Bệnh mãn tính
PET55766,CUS48797,Simba,Thỏ,Thỏ Lop,2019-03-28,Đực,Cần theo dõi
PET55767,CUS69975,Sugar,Chim,Chim Bồ Câu,2018-03-15,Cái,Bệnh mãn tính
PET55768,CUS09702,Xoài,Chim,Chim Yến Phụng,2024-02-01,Cái,Chưa tiêm phòng
PET55769,CUS59729,Milo,Chó,Husky,2022-12-22,Cái,Bệnh mãn tính
PET55770,CUS75486,Caramel,Rùa,Rùa Tai Đỏ,2020-08-01,Đực,Khỏe mạnh
PET55771,CUS58706,Mocha,Thỏ,Thỏ Holland Lop,2022-08-06,Đực,Tiêm phòng đầy đủ
PET55772,CUS18854,Cún,Rùa,Rùa Tai Đỏ,2020-08-01,Đực,Sau phẫu thuật
PET55773,CUS21737,Na,Mèo,Ragdoll,2024-04-10,Đực,Sau phẫu thuật
PET55774,CUS51433,Cơm,Hamster,Hamster Roborovski,2018-09-02,Cái,Phục hồi chấn thương
PET55775,CUS43486,Mây,Chó,Pitbull,2021-02-06,Cái,Cần theo dõi
PET55776,CUS51188,Mocha,Chó,Béc giê Đức,2021-08-03,Cái,Chưa tiêm phòng
PET55777,CUS47203,Sương,Chim,Chim Bồ Câu,2019-02-18,Cái,Chưa tiêm phòng
PET55778,CUS43191,Butter,Hamster,Hamster Roborovski,2019-08-18,Cái,Chưa tiêm phòng
PET55779,CUS11546,Bánh,Chó,Golden Retriever,2022-05-20,Cái,Chưa tiêm phòng
PET55780,CUS79201,Nấm,Mèo,Mèo Tam Thể,2019-03-13,Đực,Đang điều trị
PET55781,CUS65273,Lá,Hamster,Hamster Winter White,2021-07-06,Cái,Bệnh mãn tính
PET55782,CUS59312,Pudding,Hamster,Hamster Trung Quốc,2023-02-10,Cái,Bệnh mãn tính
PET55783,CUS30387,Canh,Hamster,Hamster Winter White,2021-01-04,Đực,Bệnh mãn tính
PET55784,CUS56462,Miu,Hamster,Hamster Winter White,2020-06-05,Cái,Đang điều trị
PET55785,CUS69653,Bella,Thỏ,Thỏ Lop,2021-11-02,Cái,Khỏe mạnh
PET55786,CUS23467,Sao,Chó,Phốc sóc,2022-08-14,Cái,Đang điều trị
PET55787,CUS34573,Coco,Thỏ,Thỏ Vặn,2022-03-23,Cái,Phục hồi chấn thương
PET55788,CUS79774,Bún,Hamster,Hamster Winter White,2023-10-16,Cái,Bệnh mãn tính
PET55789,CUS09879,Mèo Mập,Hamster,Hamster Roborovski,2020-01-31,Cái,Tiêm phòng đầy đủ
PET55790,CUS04340,Buddy,Hamster,Hamster Syria,2022-05-15,Đực,Cần theo dõi
PET55791,CUS20347,Bánh,Rùa,Rùa Sulcata,2019-04-18,Cái,Chưa tiêm phòng
PET55792,CUS71992,Cà Rốt,Mèo,Munchkin,2019-03-25,Cái,Cần theo dõi
PET55793,CUS37962,Cưng,Rùa,Rùa Sulcata,2018-04-17,Đực,Khỏe mạnh
PET55794,CUS01672,Luna,Thỏ,Thỏ Vặn,2019-01-16,Đực,Bệnh mãn tính
PET55795,CUS64671,Bin,Thỏ,Thỏ Đen,2018-11-15,Đực,Tiêm phòng đầy đủ
PET55796,CUS27004,Na,Thỏ,Thỏ Holland Lop,2022-06-21,Cái,Sau phẫu thuật
PET55797,CUS13418,Bella,Hamster,Hamster Winter White,2024-03-07,Đực,Khỏe mạnh
PET55798,CUS16306,Cheese,Chó,Cocker Spaniel,2023-10-28,Đực,Chưa tiêm phòng
PET55799,CUS65557,Leo,Rùa,Rùa Sulcata,2018-04-20,Đực,Đang điều trị
PET55800,CUS39272,Mây,Chim,Vẹt,2020-05-01,Cái,Cần theo dõi
PET55801,CUS13281,Charlie,Hamster,Hamster Roborovski,2023-11-19,Cái,Bệnh mãn tính
PET55802,CUS35046,Mít,Chim,Chim Bồ Câu,2019-07-22,Cái,Bệnh mãn tính
PET55803,CUS37584,Bông,Rùa,Rùa Tai Đỏ,2024-01-05,Đực,Chưa tiêm phòng
PET55804,CUS48302,Chè,Hamster,Hamster Winter White,2021-09-23,Cái,Đang điều trị
PET55805,CUS77920,Bông,Chim,Vẹt Cockatiel,2022-10-31,Cái,Sau phẫu thuật
PET55806,CUS36678,Bông Bông,Rùa,Rùa Núi Vimg,2018-11-19,Đực,Chưa tiêm phòng
PET55807,CUS11661,Cơm,Rùa,Rùa Tai Đỏ,2023-02-04,Đực,Cần theo dõi
PET55808,CUS03107,Sữa,Thỏ,Thỏ Vặn,2020-12-16,Cái,Khỏe mạnh
PET55809,CUS16865,Xoài,Chó,Golden Retriever,2021-08-09,Cái,Chưa tiêm phòng
PET55810,CUS52794,Chè,Hamster,Hamster Trung Quốc,2020-10-31,Đực,Phục hồi chấn thương
PET55811,CUS02648,Simba,Hamster,Hamster Campbell,2021-05-31,Cái,Sau phẫu thuật
PET55812,CUS23163,Cookie,Chó,Chihuahua,2019-10-20,Đực,Cần theo dõi
PET55813,CUS14576,Mực,Hamster,Hamster Syria,2020-10-20,Cái,Cần theo dõi
PET55814,CUS48972,Vàng,Chim,Chim Yến Phụng,2022-12-20,Đực,Bệnh mãn tính
PET55815,CUS11279,Dừa,Hamster,Hamster Campbell,2022-09-16,Đực,Cần theo dõi
PET55816,CUS18669,Butter,Chim,Vẹt Cockatiel,2018-11-19,Cái,Cần theo dõi
PET55817,CUS67784,Cưng,Chim,Chim Bồ Câu,2018-05-25,Đực,Bệnh mãn tính
PET55818,CUS05136,Phở,Chó,Bulldog Pháp,2018-05-11,Cái,Khỏe mạnh
PET55819,CUS40712,Bí Ngô,Chim,Vẹt Xám Châu Phi,2023-04-22,Cái,Cần theo dõi
PET55820,CUS36653,Chè,Hamster,Hamster Roborovski,2023-08-18,Đực,Tiêm phòng đầy đủ
PET55821,CUS56725,Xôi,Chó,Béc giê Đức,2023-05-08,Đực,Đang điều trị
PET55822,CUS78949,Lu,Thỏ,Thỏ Đen,2020-01-09,Đực,Sau phẫu thuật
PET55823,CUS32004,Nala,Thỏ,Thỏ Xám,2024-01-26,Đực,Khỏe mạnh
PET55824,CUS74903,Chả,Thỏ,Thỏ Angora,2018-08-03,Cái,Sau phẫu thuật
PET55825,CUS56132,Nem,Mèo,Mèo Anh lông ngắn,2018-08-30,Đực,Cần theo dõi
PET55826,CUS32950,Rocky,Thỏ,Thỏ Vặn,2023-03-18,Cái,Đang điều trị
PET55827,CUS61908,Simba,Thỏ,Thỏ Xám,2020-07-07,Cái,Sau phẫu thuật
PET55828,CUS14737,Ki,Chó,Husky,2019-05-09,Cái,Sau phẫu thuật
PET55829,CUS03767,Vàng,Chó,Husky,2019-01-03,Cái,Tiêm phòng đầy đủ
PET55830,CUS42657,Gió,Thỏ,Thỏ Holland Lop,2021-07-10,Cái,Sau phẫu thuật
PET55831,CUS60666,Canh,Thỏ,Thỏ Angora,2019-10-19,Đực,Sau phẫu thuật
PET55832,CUS13991,Lucky,Mèo,Maine Coon,2023-02-01,Đực,Khỏe mạnh
PET55833,CUS45921,Buddy,Hamster,Hamster Winter White,2018-09-26,Cái,Sau phẫu thuật
PET55834,CUS44044,Mun,Mèo,Mèo Tam Thể,2019-08-27,Cái,Đang điều trị
PET55835,CUS67327,Bơ,Chim,Chim Yến Phụng,2023-11-14,Cái,Cần theo dõi
PET55836,CUS07245,Bông,Chó,Cocker Spaniel,2020-11-11,Đực,Chưa tiêm phòng
PET55837,CUS37366,Sương,Thỏ,Thỏ Vặn,2022-08-25,Cái,Phục hồi chấn thương
PET55838,CUS76985,Lu,Chim,Chim Sáo,2021-12-23,Cái,Phục hồi chấn thương
PET55839,CUS37315,Đen,Mèo,Sphynx,2022-02-15,Cái,Phục hồi chấn thương
PET55840,CUS23409,Chả,Chim,Vẹt Cockatiel,2018-06-16,Đực,Bệnh mãn tính
PET55841,CUS42290,Cỏ,Chim,Vẹt Xám Châu Phi,2024-01-27,Đực,Khỏe mạnh
PET55842,CUS67582,Cún,Rùa,Rùa Núi Vimg,2023-08-18,Cái,Cần theo dõi
PET55843,CUS64904,Hoa,Chó,Beagle,2023-02-16,Cái,Đang điều trị
PET55844,CUS41872,Honey,Thỏ,Thỏ Lùn Hà Lan,2021-12-09,Đực,Đang điều trị
PET55845,CUS53553,Cheese,Chó,Golden Retriever,2019-12-31,Cái,Tiêm phòng đầy đủ
PET55846,CUS73049,Bơ,Chó,Samoyed,2022-12-17,Cái,Đang điều trị
PET55847,CUS66535,Gấu,Hamster,Hamster Campbell,2021-12-12,Đực,Cần theo dõi
PET55848,CUS78368,Suối,Rùa,Rùa Núi Vimg,2021-07-06,Cái,Bệnh mãn tính
PET55849,CUS06450,Bông Bông,Mèo,Mèo Anh lông dài,2018-11-26,Đực,Bệnh mãn tính
PET55850,CUS72088,Honey,Rùa,Rùa Núi Vimg,2023-05-16,Đực,Đang điều trị
PET55851,CUS32414,Mochi,Hamster,Hamster Winter White,2019-07-20,Cái,Khỏe mạnh
PET55852,CUS01529,Đen,Mèo,Mèo Anh lông dài,2023-04-07,Đực,Chưa tiêm phòng
PET55853,CUS57466,Mây,Rùa,Rùa Sulcata,2021-10-06,Đực,Đang điều trị
PET55854,CUS33280,Oreo,Hamster,Hamster Trung Quốc,2023-04-20,Đực,Khỏe mạnh
PET55855,CUS72318,Bông,Chó,Labrador,2023-12-27,Cái,Phục hồi chấn thương
PET55856,CUS10985,Mực,Hamster,Hamster Trung Quốc,2020-01-17,Đực,Sau phẫu thuật
PET55857,CUS36633,Dưa,Hamster,Hamster Roborovski,2021-12-01,Đực,Khỏe mạnh
PET55858,CUS05251,Mocha,Mèo,Siamese,2023-10-12,Cái,Tiêm phòng đầy đủ
PET55859,CUS30268,Cam,Chim,Vẹt Xám Châu Phi,2020-04-17,Cái,Bệnh mãn tính
PET55860,CUS48756,Bé Bi,Thỏ,Thỏ Lùn Hà Lan,2018-11-19,Đực,Tiêm phòng đầy đủ
PET55861,CUS03154,Cheese,Thỏ,Thỏ Đen,2023-07-12,Đực,Phục hồi chấn thương
PET55862,CUS62402,Bí Ngô,Mèo,Mèo ta,2020-06-11,Đực,Đang điều trị
PET55863,CUS18493,Vàng,Mèo,Mèo Nga,2018-06-30,Cái,Cần theo dõi
PET55864,CUS76971,Dưa,Mèo,Mèo Ba Tư,2019-11-29,Cái,Khỏe mạnh
PET55865,CUS46455,Xoài,Thỏ,Thỏ Đen,2020-02-14,Đực,Chưa tiêm phòng
PET55866,CUS57709,Nắng,Hamster,Hamster Campbell,2023-04-23,Đực,Khỏe mạnh
PET55867,CUS08692,Nala,Mèo,Mèo Ba Tư,2022-06-11,Đực,Phục hồi chấn thương
PET55868,CUS73098,Bin,Thỏ,Thỏ Xám,2019-06-10,Cái,Khỏe mạnh
