PrescriptionID,DrugID,Quantity,UsageInstruction
PRSC008466,DRG0198,9,"Uống sau khi ăn, ngày 2 lần"
PRSC021449,DRG0155,10,"Uống sau khi ăn, ngày 2 lần"
PRSC035389,DRG0154,3,"Uống sau khi ăn, ngày 2 lần"
PRSC060936,DRG0140,10,"Uống sau khi ăn, ngày 2 lần"
PRSC060848,DRG0005,7,"Uống sau khi ăn, ngày 2 lần"
PRSC042914,DRG0135,4,"Uống sau khi ăn, ngày 2 lần"
PRSC036587,DRG0206,10,"Uống sau khi ăn, ngày 2 lần"
PRSC077460,DRG0256,3,"Uống sau khi ăn, ngày 2 lần"
PRSC004858,DRG0085,2,"Uống sau khi ăn, ngày 2 lần"
PRSC013239,DRG0125,1,"Uống sau khi ăn, ngày 2 lần"
PRSC082717,DRG0010,3,"Uống sau khi ăn, ngày 2 lần"
PRSC039121,DRG0197,5,"Uống sau khi ăn, ngày 2 lần"
PRSC045677,DRG0190,10,"Uống sau khi ăn, ngày 2 lần"
PRSC042941,DRG0158,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069401,DRG0249,2,"Uống sau khi ăn, ngày 2 lần"
PRSC070470,DRG0294,7,"Uống sau khi ăn, ngày 2 lần"
PRSC028612,DRG0273,3,"Uống sau khi ăn, ngày 2 lần"
PRSC077067,DRG0101,9,"Uống sau khi ăn, ngày 2 lần"
PRSC035163,DRG0259,6,"Uống sau khi ăn, ngày 2 lần"
PRSC017816,DRG0284,10,"Uống sau khi ăn, ngày 2 lần"
PRSC051632,DRG0134,8,"Uống sau khi ăn, ngày 2 lần"
PRSC077403,DRG0144,4,"Uống sau khi ăn, ngày 2 lần"
PRSC095722,DRG0204,9,"Uống sau khi ăn, ngày 2 lần"
PRSC043175,DRG0069,6,"Uống sau khi ăn, ngày 2 lần"
PRSC010503,DRG0050,10,"Uống sau khi ăn, ngày 2 lần"
PRSC049894,DRG0099,4,"Uống sau khi ăn, ngày 2 lần"
PRSC031612,DRG0030,10,"Uống sau khi ăn, ngày 2 lần"
PRSC059403,DRG0250,8,"Uống sau khi ăn, ngày 2 lần"
PRSC044317,DRG0058,4,"Uống sau khi ăn, ngày 2 lần"
PRSC086491,DRG0020,4,"Uống sau khi ăn, ngày 2 lần"
PRSC039447,DRG0077,8,"Uống sau khi ăn, ngày 2 lần"
PRSC082319,DRG0066,8,"Uống sau khi ăn, ngày 2 lần"
PRSC078139,DRG0188,4,"Uống sau khi ăn, ngày 2 lần"
PRSC031417,DRG0232,9,"Uống sau khi ăn, ngày 2 lần"
PRSC037638,DRG0148,3,"Uống sau khi ăn, ngày 2 lần"
PRSC097191,DRG0037,7,"Uống sau khi ăn, ngày 2 lần"
PRSC026937,DRG0204,5,"Uống sau khi ăn, ngày 2 lần"
PRSC015607,DRG0254,9,"Uống sau khi ăn, ngày 2 lần"
PRSC062991,DRG0126,9,"Uống sau khi ăn, ngày 2 lần"
PRSC068440,DRG0114,1,"Uống sau khi ăn, ngày 2 lần"
PRSC035402,DRG0047,2,"Uống sau khi ăn, ngày 2 lần"
PRSC007452,DRG0297,3,"Uống sau khi ăn, ngày 2 lần"
PRSC087203,DRG0264,9,"Uống sau khi ăn, ngày 2 lần"
PRSC027017,DRG0250,9,"Uống sau khi ăn, ngày 2 lần"
PRSC090015,DRG0080,4,"Uống sau khi ăn, ngày 2 lần"
PRSC063647,DRG0176,9,"Uống sau khi ăn, ngày 2 lần"
PRSC067999,DRG0080,1,"Uống sau khi ăn, ngày 2 lần"
PRSC077391,DRG0294,5,"Uống sau khi ăn, ngày 2 lần"
PRSC006697,DRG0087,7,"Uống sau khi ăn, ngày 2 lần"
PRSC004646,DRG0139,3,"Uống sau khi ăn, ngày 2 lần"
PRSC077401,DRG0020,9,"Uống sau khi ăn, ngày 2 lần"
PRSC094309,DRG0081,5,"Uống sau khi ăn, ngày 2 lần"
PRSC011072,DRG0013,5,"Uống sau khi ăn, ngày 2 lần"
PRSC077174,DRG0096,2,"Uống sau khi ăn, ngày 2 lần"
PRSC039742,DRG0131,7,"Uống sau khi ăn, ngày 2 lần"
PRSC042495,DRG0106,5,"Uống sau khi ăn, ngày 2 lần"
PRSC075724,DRG0055,6,"Uống sau khi ăn, ngày 2 lần"
PRSC060215,DRG0028,4,"Uống sau khi ăn, ngày 2 lần"
PRSC026455,DRG0027,5,"Uống sau khi ăn, ngày 2 lần"
PRSC003901,DRG0224,3,"Uống sau khi ăn, ngày 2 lần"
PRSC021723,DRG0238,9,"Uống sau khi ăn, ngày 2 lần"
PRSC029273,DRG0096,7,"Uống sau khi ăn, ngày 2 lần"
PRSC066794,DRG0201,5,"Uống sau khi ăn, ngày 2 lần"
PRSC017366,DRG0088,9,"Uống sau khi ăn, ngày 2 lần"
PRSC073492,DRG0150,4,"Uống sau khi ăn, ngày 2 lần"
PRSC045494,DRG0021,1,"Uống sau khi ăn, ngày 2 lần"
PRSC097540,DRG0226,10,"Uống sau khi ăn, ngày 2 lần"
PRSC039439,DRG0089,5,"Uống sau khi ăn, ngày 2 lần"
PRSC011688,DRG0167,2,"Uống sau khi ăn, ngày 2 lần"
PRSC065421,DRG0172,9,"Uống sau khi ăn, ngày 2 lần"
PRSC092889,DRG0053,3,"Uống sau khi ăn, ngày 2 lần"
PRSC094167,DRG0256,10,"Uống sau khi ăn, ngày 2 lần"
PRSC095560,DRG0285,5,"Uống sau khi ăn, ngày 2 lần"
PRSC065300,DRG0088,7,"Uống sau khi ăn, ngày 2 lần"
PRSC024205,DRG0082,6,"Uống sau khi ăn, ngày 2 lần"
PRSC099171,DRG0219,7,"Uống sau khi ăn, ngày 2 lần"
PRSC007891,DRG0053,4,"Uống sau khi ăn, ngày 2 lần"
PRSC041429,DRG0138,5,"Uống sau khi ăn, ngày 2 lần"
PRSC015778,DRG0044,10,"Uống sau khi ăn, ngày 2 lần"
PRSC005136,DRG0264,8,"Uống sau khi ăn, ngày 2 lần"
PRSC075500,DRG0259,7,"Uống sau khi ăn, ngày 2 lần"
PRSC058296,DRG0290,6,"Uống sau khi ăn, ngày 2 lần"
PRSC031193,DRG0173,5,"Uống sau khi ăn, ngày 2 lần"
PRSC058232,DRG0169,4,"Uống sau khi ăn, ngày 2 lần"
PRSC022289,DRG0238,2,"Uống sau khi ăn, ngày 2 lần"
PRSC062423,DRG0081,8,"Uống sau khi ăn, ngày 2 lần"
PRSC046289,DRG0264,2,"Uống sau khi ăn, ngày 2 lần"
PRSC055482,DRG0213,10,"Uống sau khi ăn, ngày 2 lần"
PRSC058992,DRG0064,9,"Uống sau khi ăn, ngày 2 lần"
PRSC015067,DRG0263,1,"Uống sau khi ăn, ngày 2 lần"
PRSC096289,DRG0284,7,"Uống sau khi ăn, ngày 2 lần"
PRSC012568,DRG0049,4,"Uống sau khi ăn, ngày 2 lần"
PRSC062593,DRG0038,8,"Uống sau khi ăn, ngày 2 lần"
PRSC035975,DRG0169,4,"Uống sau khi ăn, ngày 2 lần"
PRSC003083,DRG0182,9,"Uống sau khi ăn, ngày 2 lần"
PRSC019633,DRG0005,3,"Uống sau khi ăn, ngày 2 lần"
PRSC055673,DRG0273,9,"Uống sau khi ăn, ngày 2 lần"
PRSC069310,DRG0107,8,"Uống sau khi ăn, ngày 2 lần"
PRSC012692,DRG0179,6,"Uống sau khi ăn, ngày 2 lần"
PRSC061017,DRG0094,3,"Uống sau khi ăn, ngày 2 lần"
PRSC078296,DRG0250,3,"Uống sau khi ăn, ngày 2 lần"
PRSC010461,DRG0261,4,"Uống sau khi ăn, ngày 2 lần"
PRSC081907,DRG0044,2,"Uống sau khi ăn, ngày 2 lần"
PRSC099174,DRG0094,6,"Uống sau khi ăn, ngày 2 lần"
PRSC084858,DRG0018,6,"Uống sau khi ăn, ngày 2 lần"
PRSC025099,DRG0194,3,"Uống sau khi ăn, ngày 2 lần"
PRSC024038,DRG0173,8,"Uống sau khi ăn, ngày 2 lần"
PRSC081034,DRG0090,5,"Uống sau khi ăn, ngày 2 lần"
PRSC016202,DRG0064,3,"Uống sau khi ăn, ngày 2 lần"
PRSC076274,DRG0130,1,"Uống sau khi ăn, ngày 2 lần"
PRSC053098,DRG0284,10,"Uống sau khi ăn, ngày 2 lần"
PRSC099209,DRG0150,7,"Uống sau khi ăn, ngày 2 lần"
PRSC076389,DRG0274,3,"Uống sau khi ăn, ngày 2 lần"
PRSC028051,DRG0104,3,"Uống sau khi ăn, ngày 2 lần"
PRSC020665,DRG0266,9,"Uống sau khi ăn, ngày 2 lần"
PRSC042059,DRG0254,2,"Uống sau khi ăn, ngày 2 lần"
PRSC042930,DRG0107,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045915,DRG0005,2,"Uống sau khi ăn, ngày 2 lần"
PRSC042190,DRG0262,5,"Uống sau khi ăn, ngày 2 lần"
PRSC038940,DRG0055,6,"Uống sau khi ăn, ngày 2 lần"
PRSC020205,DRG0076,3,"Uống sau khi ăn, ngày 2 lần"
PRSC004867,DRG0074,5,"Uống sau khi ăn, ngày 2 lần"
PRSC086673,DRG0276,9,"Uống sau khi ăn, ngày 2 lần"
PRSC065080,DRG0087,7,"Uống sau khi ăn, ngày 2 lần"
PRSC001799,DRG0021,6,"Uống sau khi ăn, ngày 2 lần"
PRSC054409,DRG0075,7,"Uống sau khi ăn, ngày 2 lần"
PRSC019259,DRG0074,6,"Uống sau khi ăn, ngày 2 lần"
PRSC041496,DRG0193,5,"Uống sau khi ăn, ngày 2 lần"
PRSC068876,DRG0185,5,"Uống sau khi ăn, ngày 2 lần"
PRSC012499,DRG0028,5,"Uống sau khi ăn, ngày 2 lần"
PRSC000711,DRG0116,8,"Uống sau khi ăn, ngày 2 lần"
PRSC090155,DRG0253,3,"Uống sau khi ăn, ngày 2 lần"
PRSC015086,DRG0283,4,"Uống sau khi ăn, ngày 2 lần"
PRSC045198,DRG0112,7,"Uống sau khi ăn, ngày 2 lần"
PRSC079884,DRG0102,9,"Uống sau khi ăn, ngày 2 lần"
PRSC090145,DRG0245,2,"Uống sau khi ăn, ngày 2 lần"
PRSC088094,DRG0107,5,"Uống sau khi ăn, ngày 2 lần"
PRSC074324,DRG0205,1,"Uống sau khi ăn, ngày 2 lần"
PRSC036299,DRG0012,6,"Uống sau khi ăn, ngày 2 lần"
PRSC024509,DRG0295,4,"Uống sau khi ăn, ngày 2 lần"
PRSC098258,DRG0252,3,"Uống sau khi ăn, ngày 2 lần"
PRSC065313,DRG0291,8,"Uống sau khi ăn, ngày 2 lần"
PRSC036914,DRG0088,4,"Uống sau khi ăn, ngày 2 lần"
PRSC024982,DRG0172,2,"Uống sau khi ăn, ngày 2 lần"
PRSC016763,DRG0292,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069002,DRG0099,3,"Uống sau khi ăn, ngày 2 lần"
PRSC054232,DRG0148,3,"Uống sau khi ăn, ngày 2 lần"
PRSC067792,DRG0017,3,"Uống sau khi ăn, ngày 2 lần"
PRSC047002,DRG0262,2,"Uống sau khi ăn, ngày 2 lần"
PRSC005853,DRG0202,3,"Uống sau khi ăn, ngày 2 lần"
PRSC078171,DRG0047,9,"Uống sau khi ăn, ngày 2 lần"
PRSC032812,DRG0151,2,"Uống sau khi ăn, ngày 2 lần"
PRSC033920,DRG0212,6,"Uống sau khi ăn, ngày 2 lần"
PRSC079613,DRG0133,3,"Uống sau khi ăn, ngày 2 lần"
PRSC024053,DRG0142,8,"Uống sau khi ăn, ngày 2 lần"
PRSC095108,DRG0056,3,"Uống sau khi ăn, ngày 2 lần"
PRSC096532,DRG0262,6,"Uống sau khi ăn, ngày 2 lần"
PRSC005553,DRG0104,8,"Uống sau khi ăn, ngày 2 lần"
PRSC042246,DRG0268,9,"Uống sau khi ăn, ngày 2 lần"
PRSC096491,DRG0091,5,"Uống sau khi ăn, ngày 2 lần"
PRSC038117,DRG0054,9,"Uống sau khi ăn, ngày 2 lần"
PRSC023646,DRG0297,4,"Uống sau khi ăn, ngày 2 lần"
PRSC061006,DRG0236,7,"Uống sau khi ăn, ngày 2 lần"
PRSC014290,DRG0154,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005107,DRG0173,8,"Uống sau khi ăn, ngày 2 lần"
PRSC082259,DRG0081,7,"Uống sau khi ăn, ngày 2 lần"
PRSC066459,DRG0018,8,"Uống sau khi ăn, ngày 2 lần"
PRSC050624,DRG0085,1,"Uống sau khi ăn, ngày 2 lần"
PRSC053417,DRG0289,3,"Uống sau khi ăn, ngày 2 lần"
PRSC079861,DRG0043,1,"Uống sau khi ăn, ngày 2 lần"
PRSC064516,DRG0046,1,"Uống sau khi ăn, ngày 2 lần"
PRSC018614,DRG0073,10,"Uống sau khi ăn, ngày 2 lần"
PRSC079638,DRG0003,1,"Uống sau khi ăn, ngày 2 lần"
PRSC078054,DRG0135,2,"Uống sau khi ăn, ngày 2 lần"
PRSC037518,DRG0289,2,"Uống sau khi ăn, ngày 2 lần"
PRSC065342,DRG0093,5,"Uống sau khi ăn, ngày 2 lần"
PRSC025805,DRG0178,5,"Uống sau khi ăn, ngày 2 lần"
PRSC068862,DRG0113,1,"Uống sau khi ăn, ngày 2 lần"
PRSC086507,DRG0241,1,"Uống sau khi ăn, ngày 2 lần"
PRSC011501,DRG0085,1,"Uống sau khi ăn, ngày 2 lần"
PRSC040071,DRG0146,3,"Uống sau khi ăn, ngày 2 lần"
PRSC066690,DRG0078,4,"Uống sau khi ăn, ngày 2 lần"
PRSC079202,DRG0286,4,"Uống sau khi ăn, ngày 2 lần"
PRSC087670,DRG0203,4,"Uống sau khi ăn, ngày 2 lần"
PRSC032396,DRG0239,2,"Uống sau khi ăn, ngày 2 lần"
PRSC052826,DRG0079,8,"Uống sau khi ăn, ngày 2 lần"
PRSC013856,DRG0236,7,"Uống sau khi ăn, ngày 2 lần"
PRSC095004,DRG0252,5,"Uống sau khi ăn, ngày 2 lần"
PRSC043501,DRG0164,9,"Uống sau khi ăn, ngày 2 lần"
PRSC082928,DRG0223,7,"Uống sau khi ăn, ngày 2 lần"
PRSC087324,DRG0179,7,"Uống sau khi ăn, ngày 2 lần"
PRSC064955,DRG0250,3,"Uống sau khi ăn, ngày 2 lần"
PRSC002054,DRG0297,1,"Uống sau khi ăn, ngày 2 lần"
PRSC026513,DRG0267,10,"Uống sau khi ăn, ngày 2 lần"
PRSC073534,DRG0225,8,"Uống sau khi ăn, ngày 2 lần"
PRSC072713,DRG0138,4,"Uống sau khi ăn, ngày 2 lần"
PRSC061305,DRG0276,5,"Uống sau khi ăn, ngày 2 lần"
PRSC053572,DRG0246,6,"Uống sau khi ăn, ngày 2 lần"
PRSC061771,DRG0215,5,"Uống sau khi ăn, ngày 2 lần"
PRSC040192,DRG0187,8,"Uống sau khi ăn, ngày 2 lần"
PRSC089172,DRG0236,10,"Uống sau khi ăn, ngày 2 lần"
PRSC017877,DRG0018,5,"Uống sau khi ăn, ngày 2 lần"
PRSC011118,DRG0070,2,"Uống sau khi ăn, ngày 2 lần"
PRSC027985,DRG0028,10,"Uống sau khi ăn, ngày 2 lần"
PRSC056375,DRG0019,1,"Uống sau khi ăn, ngày 2 lần"
PRSC091971,DRG0217,4,"Uống sau khi ăn, ngày 2 lần"
PRSC020469,DRG0146,1,"Uống sau khi ăn, ngày 2 lần"
PRSC025685,DRG0083,6,"Uống sau khi ăn, ngày 2 lần"
PRSC074013,DRG0088,8,"Uống sau khi ăn, ngày 2 lần"
PRSC017970,DRG0285,10,"Uống sau khi ăn, ngày 2 lần"
PRSC065822,DRG0291,7,"Uống sau khi ăn, ngày 2 lần"
PRSC091683,DRG0056,6,"Uống sau khi ăn, ngày 2 lần"
PRSC065066,DRG0258,9,"Uống sau khi ăn, ngày 2 lần"
PRSC059254,DRG0075,4,"Uống sau khi ăn, ngày 2 lần"
PRSC059748,DRG0265,4,"Uống sau khi ăn, ngày 2 lần"
PRSC092480,DRG0227,9,"Uống sau khi ăn, ngày 2 lần"
PRSC042354,DRG0150,2,"Uống sau khi ăn, ngày 2 lần"
PRSC095260,DRG0265,6,"Uống sau khi ăn, ngày 2 lần"
PRSC091143,DRG0149,2,"Uống sau khi ăn, ngày 2 lần"
PRSC097087,DRG0267,5,"Uống sau khi ăn, ngày 2 lần"
PRSC090350,DRG0170,4,"Uống sau khi ăn, ngày 2 lần"
PRSC059322,DRG0137,3,"Uống sau khi ăn, ngày 2 lần"
PRSC042517,DRG0098,8,"Uống sau khi ăn, ngày 2 lần"
PRSC080999,DRG0098,4,"Uống sau khi ăn, ngày 2 lần"
PRSC013634,DRG0041,5,"Uống sau khi ăn, ngày 2 lần"
PRSC068413,DRG0190,2,"Uống sau khi ăn, ngày 2 lần"
PRSC054931,DRG0085,8,"Uống sau khi ăn, ngày 2 lần"
PRSC063476,DRG0268,3,"Uống sau khi ăn, ngày 2 lần"
PRSC077845,DRG0142,1,"Uống sau khi ăn, ngày 2 lần"
PRSC096984,DRG0105,7,"Uống sau khi ăn, ngày 2 lần"
PRSC031870,DRG0041,7,"Uống sau khi ăn, ngày 2 lần"
PRSC083843,DRG0007,1,"Uống sau khi ăn, ngày 2 lần"
PRSC090025,DRG0213,2,"Uống sau khi ăn, ngày 2 lần"
PRSC023911,DRG0077,9,"Uống sau khi ăn, ngày 2 lần"
PRSC062534,DRG0264,8,"Uống sau khi ăn, ngày 2 lần"
PRSC085676,DRG0186,1,"Uống sau khi ăn, ngày 2 lần"
PRSC058604,DRG0115,2,"Uống sau khi ăn, ngày 2 lần"
PRSC078283,DRG0122,2,"Uống sau khi ăn, ngày 2 lần"
PRSC034325,DRG0276,10,"Uống sau khi ăn, ngày 2 lần"
PRSC081589,DRG0182,8,"Uống sau khi ăn, ngày 2 lần"
PRSC071130,DRG0258,10,"Uống sau khi ăn, ngày 2 lần"
PRSC042446,DRG0039,7,"Uống sau khi ăn, ngày 2 lần"
PRSC095228,DRG0083,8,"Uống sau khi ăn, ngày 2 lần"
PRSC032282,DRG0156,6,"Uống sau khi ăn, ngày 2 lần"
PRSC055621,DRG0152,1,"Uống sau khi ăn, ngày 2 lần"
PRSC077873,DRG0138,6,"Uống sau khi ăn, ngày 2 lần"
PRSC050900,DRG0234,9,"Uống sau khi ăn, ngày 2 lần"
PRSC022647,DRG0067,9,"Uống sau khi ăn, ngày 2 lần"
PRSC036729,DRG0191,2,"Uống sau khi ăn, ngày 2 lần"
PRSC083380,DRG0234,2,"Uống sau khi ăn, ngày 2 lần"
PRSC060100,DRG0284,2,"Uống sau khi ăn, ngày 2 lần"
PRSC013667,DRG0077,10,"Uống sau khi ăn, ngày 2 lần"
PRSC061979,DRG0151,2,"Uống sau khi ăn, ngày 2 lần"
PRSC008822,DRG0286,4,"Uống sau khi ăn, ngày 2 lần"
PRSC037635,DRG0076,8,"Uống sau khi ăn, ngày 2 lần"
PRSC085493,DRG0171,10,"Uống sau khi ăn, ngày 2 lần"
PRSC047006,DRG0111,3,"Uống sau khi ăn, ngày 2 lần"
PRSC020901,DRG0100,2,"Uống sau khi ăn, ngày 2 lần"
PRSC001600,DRG0228,1,"Uống sau khi ăn, ngày 2 lần"
PRSC060814,DRG0233,8,"Uống sau khi ăn, ngày 2 lần"
PRSC037595,DRG0156,9,"Uống sau khi ăn, ngày 2 lần"
PRSC089257,DRG0287,1,"Uống sau khi ăn, ngày 2 lần"
PRSC027177,DRG0207,8,"Uống sau khi ăn, ngày 2 lần"
PRSC018037,DRG0196,3,"Uống sau khi ăn, ngày 2 lần"
PRSC034430,DRG0266,2,"Uống sau khi ăn, ngày 2 lần"
PRSC037819,DRG0232,6,"Uống sau khi ăn, ngày 2 lần"
PRSC041361,DRG0109,8,"Uống sau khi ăn, ngày 2 lần"
PRSC085223,DRG0089,8,"Uống sau khi ăn, ngày 2 lần"
PRSC066073,DRG0189,8,"Uống sau khi ăn, ngày 2 lần"
PRSC035377,DRG0282,1,"Uống sau khi ăn, ngày 2 lần"
PRSC047350,DRG0240,1,"Uống sau khi ăn, ngày 2 lần"
PRSC042142,DRG0035,8,"Uống sau khi ăn, ngày 2 lần"
PRSC051608,DRG0005,7,"Uống sau khi ăn, ngày 2 lần"
PRSC006288,DRG0109,1,"Uống sau khi ăn, ngày 2 lần"
PRSC043267,DRG0096,2,"Uống sau khi ăn, ngày 2 lần"
PRSC059191,DRG0022,7,"Uống sau khi ăn, ngày 2 lần"
PRSC085412,DRG0036,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069343,DRG0034,7,"Uống sau khi ăn, ngày 2 lần"
PRSC055295,DRG0205,6,"Uống sau khi ăn, ngày 2 lần"
PRSC019865,DRG0172,10,"Uống sau khi ăn, ngày 2 lần"
PRSC038175,DRG0217,1,"Uống sau khi ăn, ngày 2 lần"
PRSC030361,DRG0072,8,"Uống sau khi ăn, ngày 2 lần"
PRSC063870,DRG0101,10,"Uống sau khi ăn, ngày 2 lần"
PRSC019989,DRG0280,1,"Uống sau khi ăn, ngày 2 lần"
PRSC055215,DRG0054,10,"Uống sau khi ăn, ngày 2 lần"
PRSC075716,DRG0128,4,"Uống sau khi ăn, ngày 2 lần"
PRSC028293,DRG0287,8,"Uống sau khi ăn, ngày 2 lần"
PRSC074817,DRG0268,2,"Uống sau khi ăn, ngày 2 lần"
PRSC064815,DRG0291,7,"Uống sau khi ăn, ngày 2 lần"
PRSC023690,DRG0256,2,"Uống sau khi ăn, ngày 2 lần"
PRSC003162,DRG0177,6,"Uống sau khi ăn, ngày 2 lần"
PRSC089440,DRG0072,1,"Uống sau khi ăn, ngày 2 lần"
PRSC051702,DRG0083,7,"Uống sau khi ăn, ngày 2 lần"
PRSC007214,DRG0208,3,"Uống sau khi ăn, ngày 2 lần"
PRSC062607,DRG0195,2,"Uống sau khi ăn, ngày 2 lần"
PRSC099448,DRG0015,9,"Uống sau khi ăn, ngày 2 lần"
PRSC038064,DRG0281,2,"Uống sau khi ăn, ngày 2 lần"
PRSC009612,DRG0091,3,"Uống sau khi ăn, ngày 2 lần"
PRSC093860,DRG0208,1,"Uống sau khi ăn, ngày 2 lần"
PRSC001753,DRG0299,9,"Uống sau khi ăn, ngày 2 lần"
PRSC032139,DRG0135,1,"Uống sau khi ăn, ngày 2 lần"
PRSC087534,DRG0088,7,"Uống sau khi ăn, ngày 2 lần"
PRSC027365,DRG0272,6,"Uống sau khi ăn, ngày 2 lần"
PRSC031313,DRG0242,8,"Uống sau khi ăn, ngày 2 lần"
PRSC064850,DRG0279,6,"Uống sau khi ăn, ngày 2 lần"
PRSC093044,DRG0057,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069270,DRG0058,2,"Uống sau khi ăn, ngày 2 lần"
PRSC015021,DRG0075,5,"Uống sau khi ăn, ngày 2 lần"
PRSC092664,DRG0076,9,"Uống sau khi ăn, ngày 2 lần"
PRSC082367,DRG0176,3,"Uống sau khi ăn, ngày 2 lần"
PRSC041111,DRG0059,1,"Uống sau khi ăn, ngày 2 lần"
PRSC027692,DRG0022,2,"Uống sau khi ăn, ngày 2 lần"
PRSC069217,DRG0202,4,"Uống sau khi ăn, ngày 2 lần"
PRSC079948,DRG0206,10,"Uống sau khi ăn, ngày 2 lần"
PRSC058180,DRG0133,7,"Uống sau khi ăn, ngày 2 lần"
PRSC019818,DRG0216,5,"Uống sau khi ăn, ngày 2 lần"
PRSC001689,DRG0281,4,"Uống sau khi ăn, ngày 2 lần"
PRSC088640,DRG0112,8,"Uống sau khi ăn, ngày 2 lần"
PRSC043460,DRG0241,3,"Uống sau khi ăn, ngày 2 lần"
PRSC028104,DRG0250,5,"Uống sau khi ăn, ngày 2 lần"
PRSC062651,DRG0101,8,"Uống sau khi ăn, ngày 2 lần"
PRSC082298,DRG0008,4,"Uống sau khi ăn, ngày 2 lần"
PRSC030163,DRG0287,8,"Uống sau khi ăn, ngày 2 lần"
PRSC060288,DRG0196,10,"Uống sau khi ăn, ngày 2 lần"
PRSC066883,DRG0295,10,"Uống sau khi ăn, ngày 2 lần"
PRSC098694,DRG0115,8,"Uống sau khi ăn, ngày 2 lần"
PRSC093872,DRG0057,3,"Uống sau khi ăn, ngày 2 lần"
PRSC013391,DRG0129,2,"Uống sau khi ăn, ngày 2 lần"
PRSC042810,DRG0230,4,"Uống sau khi ăn, ngày 2 lần"
PRSC043224,DRG0136,1,"Uống sau khi ăn, ngày 2 lần"
PRSC096715,DRG0014,6,"Uống sau khi ăn, ngày 2 lần"
PRSC068725,DRG0022,10,"Uống sau khi ăn, ngày 2 lần"
PRSC018179,DRG0005,10,"Uống sau khi ăn, ngày 2 lần"
PRSC008421,DRG0100,8,"Uống sau khi ăn, ngày 2 lần"
PRSC001034,DRG0172,7,"Uống sau khi ăn, ngày 2 lần"
PRSC022191,DRG0288,1,"Uống sau khi ăn, ngày 2 lần"
PRSC084830,DRG0015,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045091,DRG0065,8,"Uống sau khi ăn, ngày 2 lần"
PRSC084086,DRG0077,4,"Uống sau khi ăn, ngày 2 lần"
PRSC067345,DRG0255,7,"Uống sau khi ăn, ngày 2 lần"
PRSC015882,DRG0029,10,"Uống sau khi ăn, ngày 2 lần"
PRSC042181,DRG0105,7,"Uống sau khi ăn, ngày 2 lần"
PRSC067340,DRG0130,8,"Uống sau khi ăn, ngày 2 lần"
PRSC052077,DRG0203,1,"Uống sau khi ăn, ngày 2 lần"
PRSC083740,DRG0185,9,"Uống sau khi ăn, ngày 2 lần"
PRSC098647,DRG0291,9,"Uống sau khi ăn, ngày 2 lần"
PRSC060040,DRG0113,8,"Uống sau khi ăn, ngày 2 lần"
PRSC091563,DRG0024,4,"Uống sau khi ăn, ngày 2 lần"
PRSC045428,DRG0007,9,"Uống sau khi ăn, ngày 2 lần"
PRSC000142,DRG0223,4,"Uống sau khi ăn, ngày 2 lần"
PRSC038052,DRG0232,4,"Uống sau khi ăn, ngày 2 lần"
PRSC071502,DRG0079,9,"Uống sau khi ăn, ngày 2 lần"
PRSC064201,DRG0287,7,"Uống sau khi ăn, ngày 2 lần"
PRSC041231,DRG0107,10,"Uống sau khi ăn, ngày 2 lần"
PRSC009401,DRG0043,3,"Uống sau khi ăn, ngày 2 lần"
PRSC082261,DRG0205,5,"Uống sau khi ăn, ngày 2 lần"
PRSC064093,DRG0003,4,"Uống sau khi ăn, ngày 2 lần"
PRSC040106,DRG0205,4,"Uống sau khi ăn, ngày 2 lần"
PRSC055168,DRG0149,6,"Uống sau khi ăn, ngày 2 lần"
PRSC082358,DRG0139,1,"Uống sau khi ăn, ngày 2 lần"
PRSC069004,DRG0010,10,"Uống sau khi ăn, ngày 2 lần"
PRSC063402,DRG0285,10,"Uống sau khi ăn, ngày 2 lần"
PRSC032156,DRG0004,8,"Uống sau khi ăn, ngày 2 lần"
PRSC047533,DRG0100,6,"Uống sau khi ăn, ngày 2 lần"
PRSC045164,DRG0299,5,"Uống sau khi ăn, ngày 2 lần"
PRSC057143,DRG0033,4,"Uống sau khi ăn, ngày 2 lần"
PRSC080616,DRG0144,6,"Uống sau khi ăn, ngày 2 lần"
PRSC042978,DRG0226,1,"Uống sau khi ăn, ngày 2 lần"
PRSC021883,DRG0181,8,"Uống sau khi ăn, ngày 2 lần"
PRSC058620,DRG0167,10,"Uống sau khi ăn, ngày 2 lần"
PRSC040621,DRG0190,5,"Uống sau khi ăn, ngày 2 lần"
PRSC059754,DRG0062,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000807,DRG0020,7,"Uống sau khi ăn, ngày 2 lần"
PRSC040506,DRG0206,1,"Uống sau khi ăn, ngày 2 lần"
PRSC093449,DRG0184,10,"Uống sau khi ăn, ngày 2 lần"
PRSC063894,DRG0205,6,"Uống sau khi ăn, ngày 2 lần"
PRSC032035,DRG0230,5,"Uống sau khi ăn, ngày 2 lần"
