InvoiceID,CustomerID,CID,CardID,CreatedDate,CreatedTime,TotalPrice,PaymentMoney,PaymentTypeID
INV097375,CUS31549,E0219,CARD31784,2022-08-11,08:00:00,2011060,2011060,PM01
INV097376,CUS73716,E0210,CARD46102,2024-01-07,11:00:00,1437724,1437724,PM03
INV097377,CUS60850,E0477,CARD13449,2024-05-08,08:00:00,1200626,1200626,PM03
INV097378,CUS18205,E0251,CARD24715,2022-05-27,14:00:00,799474,799474,PM02
INV097379,CUS65988,E0319,CARD18024,2022-09-15,18:00:00,2693590,2693590,PM02
INV097380,CUS66726,E0086,CARD19783,2023-10-25,11:00:00,1157072,1157072,PM02
INV097381,CUS41600,E0126,CARD39840,2022-07-22,14:00:00,85893,85893,PM03
INV097382,CUS12578,E0319,CARD39469,2024-09-27,08:00:00,201290,201290,PM04
INV097383,CUS24045,E0030,CARD30819,2023-02-28,18:00:00,2026810,2026810,PM04
INV097384,CUS66635,E0293,CARD27540,2024-04-24,11:00:00,2587763,2587763,PM03
INV097385,CUS06746,E0260,CARD02161,2023-08-07,11:00:00,57416,57416,PM01
INV097386,CUS53796,E0290,CARD19788,2022-12-01,08:00:00,2211510,2211510,PM01
INV097387,CUS08364,E0410,CARD04776,2024-04-04,14:00:00,1699818,1699818,PM04
INV097388,CUS61336,E0114,CARD24802,2022-12-04,18:00:00,1494635,1494635,PM02
INV097389,CUS53223,E0306,CARD09316,2024-01-09,11:00:00,2561617,2561617,PM04
INV097390,CUS07316,E0191,CARD25431,2023-09-30,14:00:00,402412,402412,PM04
INV097391,CUS47734,E0480,CARD31683,2023-01-25,08:00:00,2603563,2603563,PM03
INV097392,CUS50831,E0214,CARD41778,2022-12-27,08:00:00,1218789,1218789,PM03
INV097393,CUS47498,E0484,CARD42402,2023-07-08,08:00:00,869543,869543,PM02
INV097394,CUS53149,E0469,CARD42281,2024-04-18,18:00:00,148394,148394,PM02
INV097395,CUS31829,E0068,CARD38797,2024-08-09,08:00:00,737567,737567,PM03
INV097396,CUS25924,E0383,CARD26113,2023-06-01,08:00:00,935384,935384,PM01
INV097397,CUS15613,E0155,CARD24133,2024-02-06,11:00:00,397633,397633,PM02
INV097398,CUS59969,E0013,CARD43147,2022-12-17,14:00:00,1583777,1583777,PM04
INV097399,CUS52533,E0009,CARD26683,2022-04-16,08:00:00,2371823,2371823,PM01
INV097400,CUS53468,E0250,CARD38355,2023-03-27,11:00:00,130775,130775,PM04
INV097401,CUS73931,E0136,CARD42356,2023-05-18,08:00:00,2939978,2939978,PM02
INV097402,CUS21090,E0303,CARD23727,2022-08-05,18:00:00,923183,923183,PM02
INV097403,CUS72847,E0215,CARD32334,2024-05-11,14:00:00,1777042,1777042,PM02
INV097404,CUS46710,E0283,CARD00060,2023-04-12,18:00:00,707871,707871,PM04
INV097405,CUS35684,E0025,CARD38141,2023-04-15,14:00:00,380858,380858,PM03
INV097406,CUS68058,E0234,CARD24555,2024-04-08,11:00:00,1545007,1545007,PM02
INV097407,CUS14332,E0128,CARD38200,2024-04-24,14:00:00,100560,100560,PM04
INV097408,CUS07050,E0042,CARD19053,2023-03-19,14:00:00,1072311,1072311,PM03
INV097409,CUS36591,E0134,CARD22294,2022-01-25,08:00:00,748005,748005,PM01
INV097410,CUS07732,E0310,CARD11238,2023-05-05,08:00:00,1587285,1587285,PM04
INV097411,CUS79045,E0261,CARD14368,2023-03-27,08:00:00,1280543,1280543,PM01
INV097412,CUS51589,E0429,CARD47357,2023-10-27,18:00:00,2933602,2933602,PM03
INV097413,CUS14462,E0362,CARD31634,2022-09-24,08:00:00,1094710,1094710,PM02
INV097414,CUS06162,E0048,CARD22182,2023-06-19,08:00:00,450859,450859,PM04
INV097415,CUS28179,E0157,CARD18366,2023-04-09,14:00:00,1092777,1092777,PM03
INV097416,CUS08800,E0334,CARD06597,2023-04-17,08:00:00,2507146,2507146,PM03
INV097417,CUS41171,E0220,CARD15476,2023-05-23,14:00:00,348165,348165,PM01
INV097418,CUS27069,E0404,CARD21796,2024-03-16,11:00:00,2017393,2017393,PM04
INV097419,CUS64946,E0137,CARD36477,2022-03-03,18:00:00,2411202,2411202,PM02
INV097420,CUS21007,E0303,CARD03138,2024-06-28,08:00:00,1573284,1573284,PM03
INV097421,CUS56468,E0157,CARD39736,2024-01-21,18:00:00,216155,216155,PM04
INV097422,CUS42679,E0479,CARD29590,2024-10-26,18:00:00,684115,684115,PM02
INV097423,CUS33885,E0254,CARD22015,2024-08-20,11:00:00,1198036,1198036,PM01
INV097424,CUS30050,E0019,CARD20127,2022-06-28,14:00:00,426186,426186,PM01
INV097425,CUS68459,E0422,CARD29395,2024-06-22,14:00:00,488792,488792,PM02
INV097426,CUS62541,E0488,CARD26668,2024-01-01,14:00:00,1468920,1468920,PM04
INV097427,CUS04106,E0277,CARD44834,2024-08-23,11:00:00,2233742,2233742,PM04
INV097428,CUS37643,E0464,CARD24787,2022-06-03,14:00:00,571424,571424,PM02
INV097429,CUS71893,E0357,CARD44401,2023-12-21,18:00:00,1011979,1011979,PM01
INV097430,CUS45672,E0357,CARD30367,2023-02-26,11:00:00,1625711,1625711,PM01
INV097431,CUS14172,E0372,CARD17632,2022-09-19,18:00:00,592786,592786,PM04
INV097432,CUS46254,E0340,CARD46180,2024-10-24,14:00:00,472832,472832,PM01
INV097433,CUS70956,E0042,CARD27474,2022-05-08,14:00:00,2749891,2749891,PM03
INV097434,CUS23106,E0449,CARD23434,2024-06-07,11:00:00,961822,961822,PM02
INV097435,CUS29770,E0324,CARD09049,2022-09-20,08:00:00,2734441,2734441,PM03
INV097436,CUS53935,E0236,CARD11994,2023-11-11,11:00:00,946379,946379,PM04
INV097437,CUS46211,E0111,CARD44857,2024-12-31,18:00:00,1977664,1977664,PM04
INV097438,CUS30240,E0103,CARD42989,2024-09-06,11:00:00,937869,937869,PM01
INV097439,CUS26773,E0050,CARD01279,2022-09-13,11:00:00,373332,373332,PM01
INV097440,CUS15347,E0355,CARD29755,2023-07-30,08:00:00,1020962,1020962,PM01
INV097441,CUS61778,E0323,CARD02487,2022-04-16,11:00:00,539487,539487,PM04
INV097442,CUS79320,E0184,CARD21356,2023-10-03,18:00:00,2686415,2686415,PM03
INV097443,CUS22046,E0355,CARD33317,2023-09-25,08:00:00,2448767,2448767,PM01
INV097444,CUS51480,E0437,CARD28359,2023-09-18,08:00:00,548550,548550,PM04
INV097445,CUS51907,E0022,CARD13252,2022-03-22,11:00:00,2961908,2961908,PM01
INV097446,CUS63553,E0230,CARD26157,2023-10-25,18:00:00,2435767,2435767,PM02
INV097447,CUS53803,E0275,CARD45481,2022-10-20,08:00:00,1840966,1840966,PM02
INV097448,CUS31869,E0457,CARD01984,2024-10-21,11:00:00,1263688,1263688,PM04
INV097449,CUS29367,E0209,CARD19459,2023-02-27,14:00:00,2637203,2637203,PM01
INV097450,CUS49633,E0416,CARD42443,2022-12-08,11:00:00,2352996,2352996,PM04
INV097451,CUS60006,E0356,CARD14108,2023-08-11,14:00:00,1114488,1114488,PM02
INV097452,CUS46656,E0079,CARD45028,2024-08-25,18:00:00,1611420,1611420,PM02
INV097453,CUS13616,E0055,CARD17750,2022-03-01,18:00:00,1265623,1265623,PM03
INV097454,CUS11874,E0381,CARD14321,2023-06-13,14:00:00,1269052,1269052,PM03
INV097455,CUS68405,E0432,CARD32848,2024-04-24,14:00:00,697418,697418,PM01
INV097456,CUS09083,E0416,CARD31981,2022-04-26,08:00:00,2497191,2497191,PM02
INV097457,CUS49910,E0316,CARD15185,2024-01-23,08:00:00,2354131,2354131,PM01
INV097458,CUS53879,E0120,CARD26916,2023-10-02,18:00:00,2395892,2395892,PM02
INV097459,CUS02338,E0126,CARD06446,2024-07-23,11:00:00,2979043,2979043,PM03
INV097460,CUS39672,E0113,CARD04350,2024-01-17,08:00:00,281554,281554,PM03
INV097461,CUS72740,E0295,CARD20684,2024-10-20,11:00:00,2484208,2484208,PM01
INV097462,CUS64447,E0393,CARD44971,2022-07-03,14:00:00,620027,620027,PM03
INV097463,CUS64765,E0303,CARD20643,2024-03-18,11:00:00,2903990,2903990,PM02
INV097464,CUS55572,E0157,CARD16141,2024-01-07,08:00:00,2492590,2492590,PM01
INV097465,CUS69698,E0120,CARD15357,2023-03-29,18:00:00,2533958,2533958,PM02
INV097466,CUS35488,E0004,CARD11911,2022-10-31,11:00:00,1573617,1573617,PM03
INV097467,CUS71408,E0174,CARD34331,2022-05-16,08:00:00,1741150,1741150,PM01
INV097468,CUS75041,E0013,CARD32640,2023-07-29,11:00:00,2521634,2521634,PM04
INV097469,CUS54759,E0054,CARD04156,2024-12-23,08:00:00,2348987,2348987,PM04
INV097470,CUS30730,E0059,CARD13451,2023-11-16,18:00:00,818829,818829,PM02
INV097471,CUS19088,E0225,CARD34945,2024-09-24,11:00:00,625096,625096,PM03
INV097472,CUS72679,E0348,CARD49492,2022-07-28,08:00:00,2542221,2542221,PM02
INV097473,CUS26312,E0088,CARD05700,2023-01-19,18:00:00,1649360,1649360,PM02
INV097474,CUS78188,E0254,CARD32614,2022-04-07,11:00:00,1490468,1490468,PM02
INV097475,CUS70683,E0300,CARD48076,2022-02-19,08:00:00,1584813,1584813,PM01
INV097476,CUS70882,E0158,CARD19099,2024-11-03,08:00:00,2063327,2063327,PM01
INV097477,CUS58819,E0190,CARD02962,2024-12-16,08:00:00,165037,165037,PM02
INV097478,CUS61083,E0391,CARD09846,2024-01-03,08:00:00,2874722,2874722,PM02
INV097479,CUS58658,E0084,CARD06383,2022-09-21,08:00:00,265471,265471,PM04
INV097480,CUS31355,E0289,CARD11926,2023-06-19,18:00:00,1847577,1847577,PM02
INV097481,CUS39866,E0083,CARD21742,2022-09-03,14:00:00,244771,244771,PM04
INV097482,CUS04970,E0282,CARD42206,2024-11-24,18:00:00,1752529,1752529,PM04
INV097483,CUS67489,E0179,CARD16498,2022-11-26,11:00:00,771878,771878,PM02
INV097484,CUS68114,E0376,CARD35727,2022-05-11,18:00:00,1543676,1543676,PM01
INV097485,CUS55074,E0021,CARD13441,2024-06-28,11:00:00,1755363,1755363,PM02
INV097486,CUS17624,E0180,CARD17205,2022-05-13,11:00:00,189548,189548,PM02
INV097487,CUS18002,E0397,CARD13661,2023-03-28,14:00:00,2533464,2533464,PM04
INV097488,CUS14313,E0371,CARD40375,2023-09-09,18:00:00,2121235,2121235,PM04
INV097489,CUS15984,E0308,CARD17630,2024-06-15,14:00:00,1226856,1226856,PM04
INV097490,CUS03456,E0203,CARD36450,2023-09-23,08:00:00,116289,116289,PM01
INV097491,CUS77202,E0058,CARD32301,2022-07-12,11:00:00,1086278,1086278,PM03
INV097492,CUS57639,E0111,CARD15972,2024-03-21,11:00:00,376791,376791,PM02
INV097493,CUS65654,E0101,CARD49652,2022-02-01,14:00:00,1385673,1385673,PM02
INV097494,CUS47874,E0055,CARD17961,2022-09-16,08:00:00,1887091,1887091,PM04
INV097495,CUS36386,E0134,CARD32587,2024-12-20,08:00:00,2599100,2599100,PM04
INV097496,CUS51137,E0489,CARD06771,2024-05-30,14:00:00,362619,362619,PM04
INV097497,CUS56442,E0261,CARD32546,2024-09-05,11:00:00,404929,404929,PM03
INV097498,CUS62957,E0104,CARD35442,2024-04-24,08:00:00,1827121,1827121,PM04
INV097499,CUS75439,E0215,CARD32459,2022-08-25,14:00:00,1657912,1657912,PM04
INV097500,CUS16900,E0204,CARD48049,2022-06-05,08:00:00,2378275,2378275,PM03
INV097501,CUS26745,E0200,CARD38979,2024-05-23,11:00:00,2784736,2784736,PM01
INV097502,CUS55698,E0273,CARD45749,2024-06-27,08:00:00,2847674,2847674,PM01
INV097503,CUS49188,E0256,CARD46683,2024-01-21,08:00:00,2306199,2306199,PM01
INV097504,CUS07828,E0251,CARD29845,2024-05-09,14:00:00,2168947,2168947,PM02
INV097505,CUS49863,E0401,CARD35797,2024-12-29,08:00:00,2756052,2756052,PM03
INV097506,CUS40347,E0227,CARD22833,2022-04-19,18:00:00,1970821,1970821,PM03
INV097507,CUS62215,E0399,CARD13402,2023-08-07,08:00:00,1202145,1202145,PM01
INV097508,CUS71579,E0238,CARD26136,2023-05-04,18:00:00,350303,350303,PM02
INV097509,CUS39141,E0174,CARD17173,2023-12-01,11:00:00,2049166,2049166,PM03
INV097510,CUS46195,E0117,CARD04833,2024-04-21,08:00:00,1435071,1435071,PM03
INV097511,CUS39955,E0177,CARD46325,2022-07-05,08:00:00,2172448,2172448,PM02
INV097512,CUS59971,E0155,CARD40029,2023-08-03,18:00:00,1875766,1875766,PM03
INV097513,CUS53865,E0409,CARD00754,2024-08-17,14:00:00,1922142,1922142,PM01
INV097514,CUS26432,E0487,CARD08560,2022-04-07,11:00:00,2368897,2368897,PM03
INV097515,CUS72134,E0279,CARD39175,2024-10-16,08:00:00,1413240,1413240,PM04
INV097516,CUS67980,E0354,CARD20995,2023-07-12,08:00:00,373508,373508,PM01
INV097517,CUS12611,E0257,CARD37185,2024-12-25,14:00:00,1876176,1876176,PM03
INV097518,CUS25504,E0228,CARD22893,2024-12-18,18:00:00,2987172,2987172,PM02
INV097519,CUS53479,E0082,CARD24897,2024-10-22,11:00:00,1566413,1566413,PM04
INV097520,CUS57758,E0475,CARD06158,2023-05-19,11:00:00,1060747,1060747,PM04
INV097521,CUS77321,E0458,CARD37426,2024-05-19,14:00:00,870364,870364,PM04
INV097522,CUS55259,E0023,CARD10575,2023-08-25,08:00:00,282285,282285,PM01
INV097523,CUS49458,E0052,CARD31741,2024-10-19,14:00:00,528062,528062,PM03
INV097524,CUS31293,E0395,CARD07124,2023-04-26,14:00:00,419292,419292,PM01
INV097525,CUS77733,E0336,CARD17399,2023-07-15,08:00:00,2548126,2548126,PM01
INV097526,CUS25665,E0315,CARD48179,2022-01-17,11:00:00,2577858,2577858,PM04
INV097527,CUS58850,E0101,CARD27134,2024-12-12,18:00:00,820505,820505,PM04
INV097528,CUS15850,E0200,CARD49834,2023-05-19,08:00:00,1316965,1316965,PM04
INV097529,CUS01947,E0216,CARD14323,2024-08-17,08:00:00,2629360,2629360,PM03
INV097530,CUS71257,E0272,CARD47825,2024-10-20,08:00:00,514601,514601,PM03
INV097531,CUS15400,E0120,CARD03013,2023-06-08,18:00:00,1588364,1588364,PM02
INV097532,CUS49114,E0086,CARD05600,2024-07-19,14:00:00,2243777,2243777,PM03
INV097533,CUS71174,E0385,CARD33703,2022-08-09,14:00:00,1874606,1874606,PM04
INV097534,CUS19110,E0217,CARD03507,2022-08-16,08:00:00,456448,456448,PM02
INV097535,CUS77197,E0351,CARD11312,2023-01-13,14:00:00,1586932,1586932,PM04
INV097536,CUS53282,E0212,CARD24694,2024-12-23,18:00:00,1796665,1796665,PM04
INV097537,CUS17295,E0050,CARD12451,2023-10-15,18:00:00,2730801,2730801,PM03
INV097538,CUS26261,E0341,CARD27039,2022-05-26,11:00:00,625061,625061,PM03
INV097539,CUS64126,E0226,CARD01576,2024-05-11,08:00:00,1269021,1269021,PM03
INV097540,CUS65641,E0428,CARD31496,2022-02-18,14:00:00,100940,100940,PM03
INV097541,CUS60068,E0226,CARD03223,2022-10-18,08:00:00,2255507,2255507,PM02
INV097542,CUS51383,E0106,CARD08367,2022-06-05,14:00:00,2564493,2564493,PM02
INV097543,CUS54846,E0327,CARD46184,2024-05-15,14:00:00,1131779,1131779,PM04
INV097544,CUS02553,E0402,CARD34791,2022-06-09,08:00:00,1464466,1464466,PM04
INV097545,CUS40476,E0377,CARD08204,2024-11-11,18:00:00,731768,731768,PM04
INV097546,CUS25644,E0311,CARD41027,2024-09-17,18:00:00,2196402,2196402,PM03
INV097547,CUS18667,E0119,CARD40395,2024-05-05,11:00:00,853110,853110,PM02
INV097548,CUS21078,E0268,CARD01992,2023-07-08,18:00:00,1385708,1385708,PM03
INV097549,CUS73640,E0226,CARD33965,2022-09-02,08:00:00,610119,610119,PM01
INV097550,CUS27301,E0109,CARD38923,2022-12-15,18:00:00,70302,70302,PM01
INV097551,CUS04336,E0342,CARD03445,2022-06-05,11:00:00,2255920,2255920,PM03
INV097552,CUS64347,E0149,CARD12428,2023-03-29,18:00:00,87026,87026,PM03
INV097553,CUS10860,E0472,CARD02026,2022-05-26,14:00:00,1172648,1172648,PM01
INV097554,CUS24471,E0263,CARD07470,2024-06-15,08:00:00,2391014,2391014,PM04
INV097555,CUS66025,E0458,CARD06051,2023-05-08,14:00:00,1453748,1453748,PM03
INV097556,CUS58556,E0356,CARD08497,2022-11-09,11:00:00,594638,594638,PM04
INV097557,CUS40986,E0154,CARD30841,2022-06-09,18:00:00,2171339,2171339,PM04
INV097558,CUS55910,E0022,CARD24554,2022-02-18,08:00:00,68171,68171,PM03
INV097559,CUS13718,E0209,CARD44272,2024-01-23,18:00:00,2685729,2685729,PM01
INV097560,CUS59015,E0041,CARD25022,2024-06-24,18:00:00,2005176,2005176,PM04
INV097561,CUS60888,E0427,CARD10787,2023-02-13,08:00:00,436311,436311,PM03
INV097562,CUS15217,E0358,CARD32329,2022-11-27,08:00:00,1897270,1897270,PM04
INV097563,CUS55279,E0432,CARD32489,2024-03-18,18:00:00,2401480,2401480,PM03
INV097564,CUS38182,E0028,CARD49895,2024-07-01,08:00:00,141510,141510,PM01
INV097565,CUS57793,E0008,CARD49804,2023-10-02,18:00:00,1630044,1630044,PM02
INV097566,CUS56806,E0492,CARD22648,2022-03-13,11:00:00,379285,379285,PM01
INV097567,CUS79875,E0415,CARD22644,2023-11-30,08:00:00,1842339,1842339,PM04
INV097568,CUS20325,E0348,CARD05671,2023-07-13,08:00:00,955552,955552,PM01
INV097569,CUS16716,E0111,CARD30185,2024-09-17,11:00:00,1431434,1431434,PM02
INV097570,CUS62207,E0491,CARD02555,2022-03-13,18:00:00,864101,864101,PM04
INV097571,CUS05635,E0291,CARD33992,2022-05-09,11:00:00,2608392,2608392,PM03
INV097572,CUS43162,E0065,CARD41787,2024-12-02,14:00:00,591378,591378,PM03
INV097573,CUS52928,E0370,CARD37120,2022-05-10,14:00:00,2822305,2822305,PM04
INV097574,CUS17621,E0440,CARD43292,2022-04-05,18:00:00,2770969,2770969,PM02
INV097575,CUS79175,E0003,CARD41575,2024-12-29,14:00:00,1737489,1737489,PM01
INV097576,CUS27323,E0322,CARD01006,2024-10-08,14:00:00,815653,815653,PM04
INV097577,CUS23824,E0457,CARD26054,2022-11-25,08:00:00,2808843,2808843,PM02
INV097578,CUS72315,E0098,CARD47063,2024-10-08,11:00:00,1824674,1824674,PM03
INV097579,CUS69394,E0223,CARD16180,2024-11-19,11:00:00,1830675,1830675,PM01
INV097580,CUS49900,E0188,CARD06879,2024-11-07,08:00:00,2223084,2223084,PM02
INV097581,CUS16320,E0422,CARD12202,2024-04-10,14:00:00,2382422,2382422,PM01
INV097582,CUS24649,E0482,CARD13015,2023-04-16,18:00:00,1300531,1300531,PM03
INV097583,CUS22066,E0036,CARD13414,2022-11-26,14:00:00,515088,515088,PM02
INV097584,CUS64307,E0034,CARD04067,2023-11-24,08:00:00,2803050,2803050,PM03
INV097585,CUS17074,E0020,CARD49787,2022-03-13,11:00:00,2277349,2277349,PM01
INV097586,CUS35228,E0437,CARD10826,2024-02-03,14:00:00,745080,745080,PM02
INV097587,CUS26944,E0231,CARD15848,2022-03-24,18:00:00,1358474,1358474,PM02
INV097588,CUS48059,E0029,CARD14644,2024-08-24,08:00:00,2218102,2218102,PM01
INV097589,CUS63236,E0443,CARD33481,2023-03-04,18:00:00,445445,445445,PM03
INV097590,CUS12175,E0140,CARD36613,2024-12-03,11:00:00,840874,840874,PM03
INV097591,CUS31547,E0211,CARD49156,2022-09-08,18:00:00,793209,793209,PM03
INV097592,CUS64165,E0320,CARD39248,2022-07-19,14:00:00,314257,314257,PM04
INV097593,CUS24143,E0178,CARD34554,2022-06-20,11:00:00,2214404,2214404,PM01
INV097594,CUS37718,E0368,CARD36476,2022-11-07,14:00:00,1872224,1872224,PM03
INV097595,CUS01614,E0216,CARD43397,2024-10-30,11:00:00,2263282,2263282,PM04
INV097596,CUS13341,E0098,CARD11834,2023-03-23,18:00:00,1611252,1611252,PM01
INV097597,CUS08676,E0003,CARD37811,2024-01-15,14:00:00,356740,356740,PM02
INV097598,CUS62919,E0388,CARD42852,2022-11-06,14:00:00,64355,64355,PM04
INV097599,CUS47795,E0036,CARD44634,2024-06-08,18:00:00,2031227,2031227,PM03
INV097600,CUS31156,E0309,CARD15653,2023-10-18,18:00:00,768344,768344,PM02
INV097601,CUS79186,E0039,CARD31569,2023-06-29,18:00:00,926859,926859,PM04
INV097602,CUS48713,E0139,CARD07710,2024-01-02,11:00:00,2550247,2550247,PM03
INV097603,CUS68228,E0152,CARD27770,2023-05-18,11:00:00,844690,844690,PM04
INV097604,CUS34357,E0488,CARD12226,2022-03-19,18:00:00,672616,672616,PM01
INV097605,CUS50618,E0221,CARD38012,2022-11-20,14:00:00,1139843,1139843,PM03
INV097606,CUS54980,E0153,CARD40439,2024-10-31,18:00:00,1765907,1765907,PM03
INV097607,CUS50700,E0170,CARD41400,2022-04-23,14:00:00,1280221,1280221,PM01
INV097608,CUS27753,E0225,CARD37391,2024-07-02,08:00:00,1379608,1379608,PM03
INV097609,CUS79226,E0229,CARD33259,2024-10-09,18:00:00,1934276,1934276,PM01
INV097610,CUS34353,E0350,CARD11044,2024-04-30,11:00:00,1087092,1087092,PM04
INV097611,CUS36383,E0416,CARD39960,2024-03-04,14:00:00,2614942,2614942,PM02
INV097612,CUS46046,E0364,CARD37991,2023-01-04,08:00:00,147165,147165,PM01
INV097613,CUS71289,E0066,CARD38585,2022-10-15,08:00:00,889298,889298,PM01
INV097614,CUS71217,E0329,CARD22398,2022-07-30,08:00:00,2571978,2571978,PM01
INV097615,CUS71092,E0156,CARD00234,2024-08-06,18:00:00,2499745,2499745,PM04
INV097616,CUS33953,E0273,CARD30697,2024-07-09,08:00:00,2501353,2501353,PM04
INV097617,CUS60279,E0096,CARD32302,2024-03-11,18:00:00,1458987,1458987,PM03
INV097618,CUS02397,E0324,CARD09991,2022-02-02,14:00:00,2064385,2064385,PM04
INV097619,CUS76299,E0473,CARD45167,2024-07-09,14:00:00,159250,159250,PM01
INV097620,CUS19992,E0025,CARD01453,2023-07-25,14:00:00,2674082,2674082,PM02
INV097621,CUS42725,E0315,CARD47300,2022-08-13,14:00:00,1792906,1792906,PM03
INV097622,CUS07594,E0170,CARD00651,2023-12-09,11:00:00,910311,910311,PM02
INV097623,CUS07111,E0247,CARD41434,2023-02-21,18:00:00,2045353,2045353,PM04
INV097624,CUS51308,E0422,CARD49489,2022-01-08,14:00:00,414299,414299,PM01
INV097625,CUS19947,E0238,CARD08164,2022-10-08,18:00:00,2174899,2174899,PM03
INV097626,CUS13966,E0494,CARD01833,2024-04-19,11:00:00,2570737,2570737,PM04
INV097627,CUS19951,E0301,CARD23822,2023-06-17,11:00:00,2733152,2733152,PM01
INV097628,CUS53415,E0440,CARD24921,2023-06-25,11:00:00,600512,600512,PM02
INV097629,CUS16041,E0477,CARD05774,2024-05-24,18:00:00,1355922,1355922,PM02
INV097630,CUS73699,E0171,CARD37361,2023-06-17,11:00:00,396579,396579,PM02
INV097631,CUS07815,E0280,CARD44546,2022-11-12,08:00:00,365433,365433,PM02
INV097632,CUS12811,E0310,CARD12445,2022-04-24,08:00:00,244708,244708,PM04
INV097633,CUS54857,E0143,CARD15635,2024-07-23,11:00:00,2387267,2387267,PM02
INV097634,CUS40884,E0236,CARD09048,2022-01-16,14:00:00,171337,171337,PM01
INV097635,CUS68384,E0051,CARD23677,2024-06-01,11:00:00,554889,554889,PM02
INV097636,CUS22442,E0422,CARD33717,2024-01-10,14:00:00,2081465,2081465,PM01
INV097637,CUS24834,E0149,CARD23063,2024-03-26,11:00:00,596276,596276,PM01
INV097638,CUS48044,E0326,CARD38492,2023-12-06,11:00:00,2543200,2543200,PM03
INV097639,CUS27409,E0495,CARD01067,2022-01-28,11:00:00,192941,192941,PM02
INV097640,CUS61062,E0410,CARD15663,2023-06-28,08:00:00,2412555,2412555,PM03
INV097641,CUS78693,E0368,CARD07150,2022-08-22,08:00:00,934507,934507,PM01
INV097642,CUS72451,E0241,CARD38865,2024-05-12,08:00:00,1044929,1044929,PM02
INV097643,CUS14603,E0459,CARD25019,2022-12-25,11:00:00,968597,968597,PM04
INV097644,CUS42916,E0484,CARD32055,2024-08-12,11:00:00,2310768,2310768,PM04
INV097645,CUS66978,E0274,CARD17068,2022-01-02,18:00:00,1377447,1377447,PM04
INV097646,CUS20061,E0487,CARD17382,2022-10-15,14:00:00,99887,99887,PM04
INV097647,CUS43356,E0234,CARD30333,2024-06-03,11:00:00,2273919,2273919,PM04
INV097648,CUS02535,E0045,CARD06586,2024-05-12,18:00:00,726560,726560,PM01
INV097649,CUS10536,E0500,CARD27358,2023-09-15,18:00:00,1820032,1820032,PM03
INV097650,CUS55033,E0116,CARD13635,2023-10-18,14:00:00,2612855,2612855,PM01
INV097651,CUS77073,E0330,CARD15915,2022-04-27,08:00:00,764226,764226,PM03
INV097652,CUS67192,E0205,CARD08673,2023-11-14,14:00:00,1574252,1574252,PM04
INV097653,CUS68702,E0301,CARD39422,2024-10-18,14:00:00,1322211,1322211,PM02
INV097654,CUS48830,E0303,CARD17480,2023-02-26,08:00:00,1097219,1097219,PM04
INV097655,CUS18357,E0246,CARD17649,2023-05-13,18:00:00,1997136,1997136,PM04
INV097656,CUS58767,E0280,CARD02267,2024-05-21,18:00:00,2585941,2585941,PM01
INV097657,CUS70227,E0304,CARD26429,2024-01-15,14:00:00,908619,908619,PM03
INV097658,CUS27739,E0268,CARD29468,2024-01-26,14:00:00,52910,52910,PM02
INV097659,CUS17739,E0268,CARD14598,2022-09-16,08:00:00,1468592,1468592,PM04
INV097660,CUS09128,E0355,CARD49810,2024-09-16,11:00:00,1199379,1199379,PM03
INV097661,CUS54455,E0260,CARD32363,2023-11-09,14:00:00,2094809,2094809,PM03
INV097662,CUS53580,E0223,CARD32771,2022-06-24,18:00:00,2253493,2253493,PM04
INV097663,CUS47631,E0049,CARD42750,2024-10-01,11:00:00,2762718,2762718,PM01
INV097664,CUS06430,E0484,CARD47616,2023-02-06,11:00:00,234120,234120,PM03
INV097665,CUS02645,E0231,CARD20400,2023-07-16,18:00:00,2481210,2481210,PM02
INV097666,CUS69946,E0318,CARD44311,2023-03-07,11:00:00,115513,115513,PM01
INV097667,CUS34609,E0163,CARD29579,2022-12-10,11:00:00,436567,436567,PM04
INV097668,CUS08223,E0296,CARD19745,2022-09-06,08:00:00,440314,440314,PM04
INV097669,CUS75633,E0030,CARD27438,2024-09-07,18:00:00,725264,725264,PM03
INV097670,CUS66056,E0470,CARD24850,2023-11-08,14:00:00,718832,718832,PM02
INV097671,CUS69235,E0023,CARD05866,2023-01-19,11:00:00,2030693,2030693,PM01
INV097672,CUS62505,E0377,CARD28145,2024-08-19,14:00:00,1061841,1061841,PM01
INV097673,CUS72498,E0282,CARD27119,2022-10-25,08:00:00,2846659,2846659,PM03
INV097674,CUS24015,E0202,CARD15058,2024-12-01,11:00:00,1192412,1192412,PM03
INV097675,CUS60339,E0079,CARD45331,2022-03-15,14:00:00,2978329,2978329,PM02
INV097676,CUS75602,E0332,CARD32956,2022-12-27,18:00:00,385389,385389,PM03
INV097677,CUS78242,E0499,CARD08655,2024-03-15,08:00:00,1725151,1725151,PM02
INV097678,CUS10956,E0064,CARD18771,2022-05-03,08:00:00,1534771,1534771,PM01
INV097679,CUS10397,E0019,CARD17899,2022-09-08,14:00:00,1432193,1432193,PM03
INV097680,CUS11481,E0210,CARD27850,2022-02-07,14:00:00,1418745,1418745,PM04
INV097681,CUS09024,E0307,CARD49213,2022-06-10,18:00:00,815279,815279,PM01
