EmployeeID,WorkDate,WorkTime,Shift,MID
E0195,2024-03-07,18,Ca tối,E0424
E0102,2024-09-08,18,Ca tối,E0285
E0190,2024-09-25,13,Ca chiều,E0467
E0134,2024-08-11,18,Ca tối,E0325
E0059,2024-03-12,13,Ca chiều,E0272
E0478,2024-03-08,7,Ca sáng,E0272
E0186,2024-09-23,7,Ca sáng,E0325
E0118,2024-09-02,7,Ca sáng,E0348
E0416,2024-04-06,7,Ca sáng,E0325
E0217,2024-06-19,18,Ca tối,E0348
E0366,2024-04-17,13,Ca chiều,E0285
E0196,2024-06-03,7,Ca sáng,E0372
E0111,2024-09-10,13,Ca chiều,E0323
E0145,2024-01-09,18,Ca tối,E0306
E0027,2024-08-13,18,Ca tối,E0348
E0094,2024-06-09,18,Ca tối,E0467
E0125,2024-05-21,7,Ca sáng,E0372
E0434,2024-02-23,18,Ca tối,E0323
E0287,2024-10-12,7,Ca sáng,E0323
E0133,2024-04-13,18,Ca tối,E0348
E0374,2024-04-27,13,Ca chiều,E0348
E0092,2024-05-23,13,Ca chiều,E0327
E0300,2024-09-02,13,Ca chiều,E0372
E0175,2024-09-21,7,Ca sáng,E0424
E0044,2024-09-08,18,Ca tối,E0323
E0162,2024-07-15,7,Ca sáng,E0306
E0024,2024-05-05,18,Ca tối,E0272
E0354,2024-10-06,7,Ca sáng,E0325
E0303,2024-03-01,18,Ca tối,E0424
E0165,2024-07-15,18,Ca tối,E0327
E0043,2024-03-08,7,Ca sáng,E0372
E0265,2024-01-14,13,Ca chiều,E0306
E0210,2024-01-25,13,Ca chiều,E0306
E0483,2024-03-03,18,Ca tối,E0285
E0300,2024-11-13,7,Ca sáng,E0325
E0152,2024-02-07,7,Ca sáng,E0467
E0308,2024-05-10,13,Ca chiều,E0372
E0419,2024-11-29,18,Ca tối,E0348
E0428,2024-08-06,18,Ca tối,E0325
E0199,2024-05-25,13,Ca chiều,E0348
E0291,2024-02-12,18,Ca tối,E0325
E0080,2024-05-31,13,Ca chiều,E0372
E0411,2024-01-05,13,Ca chiều,E0467
E0156,2024-08-18,18,Ca tối,E0323
E0405,2024-02-14,18,Ca tối,E0424
E0369,2024-08-17,7,Ca sáng,E0424
E0413,2024-10-18,18,Ca tối,E0306
E0263,2024-06-19,7,Ca sáng,E0285
E0336,2024-08-22,13,Ca chiều,E0348
E0062,2024-10-30,18,Ca tối,E0327
E0227,2024-04-02,13,Ca chiều,E0323
E0120,2024-06-16,13,Ca chiều,E0348
E0362,2024-09-02,7,Ca sáng,E0467
E0438,2024-08-13,13,Ca chiều,E0327
E0222,2024-04-03,18,Ca tối,E0348
E0275,2024-03-06,13,Ca chiều,E0424
E0071,2024-04-24,18,Ca tối,E0325
E0454,2024-09-18,18,Ca tối,E0467
E0377,2024-05-07,13,Ca chiều,E0348
E0213,2024-01-07,18,Ca tối,E0327
E0488,2024-03-05,7,Ca sáng,E0325
E0238,2024-06-02,13,Ca chiều,E0424
E0413,2024-08-28,18,Ca tối,E0372
E0422,2024-01-30,7,Ca sáng,E0325
E0286,2024-02-16,18,Ca tối,E0306
E0166,2024-10-02,18,Ca tối,E0323
E0111,2024-01-19,18,Ca tối,E0306
E0407,2024-11-03,7,Ca sáng,E0467
E0391,2024-04-18,18,Ca tối,E0325
E0370,2024-12-05,13,Ca chiều,E0272
E0090,2024-05-23,18,Ca tối,E0372
E0452,2024-06-11,13,Ca chiều,E0372
E0215,2024-06-23,18,Ca tối,E0372
E0410,2024-09-10,7,Ca sáng,E0467
E0315,2024-05-02,18,Ca tối,E0348
E0476,2024-11-26,18,Ca tối,E0272
E0213,2024-10-04,13,Ca chiều,E0323
E0168,2024-04-04,13,Ca chiều,E0372
E0249,2024-06-29,18,Ca tối,E0325
E0074,2024-10-16,18,Ca tối,E0424
E0383,2024-03-02,18,Ca tối,E0306
E0417,2024-08-14,18,Ca tối,E0323
E0356,2024-09-02,13,Ca chiều,E0325
E0206,2024-04-18,13,Ca chiều,E0272
E0066,2024-09-25,7,Ca sáng,E0325
E0333,2024-07-22,7,Ca sáng,E0327
E0369,2024-12-01,7,Ca sáng,E0424
E0036,2024-06-25,7,Ca sáng,E0327
E0327,2024-01-28,7,Ca sáng,E0323
E0271,2024-03-28,7,Ca sáng,E0323
E0483,2024-04-03,7,Ca sáng,E0467
E0420,2024-01-11,18,Ca tối,E0467
E0004,2024-05-15,13,Ca chiều,E0424
E0447,2024-06-18,18,Ca tối,E0272
E0437,2024-02-14,7,Ca sáng,E0372
E0252,2024-04-23,13,Ca chiều,E0424
E0135,2024-04-09,13,Ca chiều,E0424
E0220,2024-10-26,13,Ca chiều,E0323
E0086,2024-08-08,18,Ca tối,E0348
E0091,2024-03-04,18,Ca tối,E0285
E0457,2024-05-30,7,Ca sáng,E0424
E0460,2024-06-02,7,Ca sáng,E0272
E0369,2024-05-17,18,Ca tối,E0285
E0357,2024-12-10,18,Ca tối,E0424
E0303,2024-01-06,18,Ca tối,E0424
E0444,2024-12-10,7,Ca sáng,E0285
E0468,2024-05-01,7,Ca sáng,E0424
E0198,2024-12-24,7,Ca sáng,E0327
E0493,2024-05-30,13,Ca chiều,E0323
E0039,2024-05-28,13,Ca chiều,E0348
E0183,2024-08-25,13,Ca chiều,E0424
E0366,2024-04-24,13,Ca chiều,E0467
E0480,2024-02-25,7,Ca sáng,E0348
E0302,2024-12-11,7,Ca sáng,E0327
E0430,2024-05-29,18,Ca tối,E0285
E0109,2024-04-26,13,Ca chiều,E0272
E0240,2024-02-28,18,Ca tối,E0327
E0109,2024-09-10,7,Ca sáng,E0467
E0368,2024-12-20,7,Ca sáng,E0348
E0227,2024-12-15,18,Ca tối,E0325
E0399,2024-07-01,7,Ca sáng,E0323
E0080,2024-06-25,18,Ca tối,E0285
E0104,2024-09-08,18,Ca tối,E0272
E0210,2024-08-28,7,Ca sáng,E0325
E0417,2024-03-29,18,Ca tối,E0424
E0444,2024-08-29,7,Ca sáng,E0306
E0273,2024-07-09,13,Ca chiều,E0372
E0446,2024-07-21,7,Ca sáng,E0272
E0270,2024-05-31,13,Ca chiều,E0323
E0180,2024-11-17,18,Ca tối,E0325
E0412,2024-04-30,13,Ca chiều,E0272
E0477,2024-02-07,7,Ca sáng,E0285
E0154,2024-10-01,18,Ca tối,E0467
E0164,2024-02-07,13,Ca chiều,E0372
E0400,2024-11-21,7,Ca sáng,E0372
E0145,2024-10-02,7,Ca sáng,E0372
E0133,2024-11-29,7,Ca sáng,E0348
E0453,2024-02-20,18,Ca tối,E0325
E0402,2024-04-11,7,Ca sáng,E0272
E0281,2024-07-23,7,Ca sáng,E0285
E0263,2024-06-27,18,Ca tối,E0272
E0193,2024-09-26,7,Ca sáng,E0327
E0199,2024-04-09,18,Ca tối,E0323
E0441,2024-04-01,7,Ca sáng,E0327
E0187,2024-04-10,7,Ca sáng,E0372
E0131,2024-02-02,13,Ca chiều,E0272
E0278,2024-11-08,13,Ca chiều,E0327
E0242,2024-04-22,7,Ca sáng,E0325
E0179,2024-12-24,7,Ca sáng,E0272
E0010,2024-03-18,13,Ca chiều,E0372
E0254,2024-02-09,7,Ca sáng,E0325
E0171,2024-04-16,18,Ca tối,E0467
E0084,2024-03-16,7,Ca sáng,E0467
E0135,2024-04-30,7,Ca sáng,E0327
E0327,2024-10-25,13,Ca chiều,E0467
E0079,2024-02-14,7,Ca sáng,E0467
E0154,2024-11-03,18,Ca tối,E0372
E0299,2024-07-18,18,Ca tối,E0323
E0308,2024-03-04,7,Ca sáng,E0306
E0491,2024-10-09,18,Ca tối,E0348
E0320,2024-10-17,7,Ca sáng,E0306
E0105,2024-05-02,13,Ca chiều,E0323
E0222,2024-12-15,7,Ca sáng,E0323
E0417,2024-08-21,7,Ca sáng,E0424
E0300,2024-08-29,13,Ca chiều,E0348
E0492,2024-09-01,7,Ca sáng,E0285
E0313,2024-04-27,18,Ca tối,E0285
E0500,2024-08-17,7,Ca sáng,E0467
E0111,2024-09-10,18,Ca tối,E0327
E0201,2024-12-27,7,Ca sáng,E0306
E0033,2024-12-05,18,Ca tối,E0348
E0216,2024-07-03,18,Ca tối,E0424
E0480,2024-02-08,7,Ca sáng,E0272
E0155,2024-07-20,7,Ca sáng,E0327
E0051,2024-10-28,7,Ca sáng,E0372
E0353,2024-06-08,7,Ca sáng,E0327
E0101,2024-10-06,7,Ca sáng,E0285
E0453,2024-06-21,13,Ca chiều,E0323
E0383,2024-03-03,18,Ca tối,E0327
E0475,2024-04-25,7,Ca sáng,E0285
E0381,2024-11-18,13,Ca chiều,E0467
E0038,2024-11-14,13,Ca chiều,E0285
E0164,2024-05-25,7,Ca sáng,E0348
E0200,2024-11-17,7,Ca sáng,E0272
E0259,2024-10-28,7,Ca sáng,E0327
E0360,2024-04-21,13,Ca chiều,E0372
E0018,2024-08-02,13,Ca chiều,E0325
E0216,2024-11-17,13,Ca chiều,E0372
E0374,2024-09-17,13,Ca chiều,E0424
E0462,2024-12-26,7,Ca sáng,E0272
E0181,2024-04-10,13,Ca chiều,E0306
E0323,2024-11-25,18,Ca tối,E0306
E0490,2024-04-15,18,Ca tối,E0306
E0356,2024-06-07,18,Ca tối,E0424
E0210,2024-12-16,18,Ca tối,E0325
E0147,2024-08-17,18,Ca tối,E0424
E0413,2024-05-29,18,Ca tối,E0285
E0410,2024-12-28,18,Ca tối,E0327
E0009,2024-12-25,18,Ca tối,E0327
E0387,2024-03-27,7,Ca sáng,E0467
E0134,2024-05-30,7,Ca sáng,E0272
E0369,2024-07-23,18,Ca tối,E0348
E0375,2024-02-15,7,Ca sáng,E0467
E0073,2024-05-26,18,Ca tối,E0327
E0045,2024-09-16,18,Ca tối,E0306
E0024,2024-05-23,13,Ca chiều,E0272
E0464,2024-11-19,13,Ca chiều,E0306
E0184,2024-06-09,7,Ca sáng,E0272
E0255,2024-08-27,18,Ca tối,E0424
E0500,2024-03-25,13,Ca chiều,E0467
E0044,2024-11-14,13,Ca chiều,E0348
E0181,2024-12-15,13,Ca chiều,E0323
E0394,2024-09-30,7,Ca sáng,E0272
E0124,2024-01-04,13,Ca chiều,E0424
E0185,2024-09-18,13,Ca chiều,E0325
E0472,2024-12-11,13,Ca chiều,E0272
E0272,2024-08-10,18,Ca tối,E0323
E0312,2024-11-28,7,Ca sáng,E0323
E0138,2024-10-24,13,Ca chiều,E0348
E0239,2024-02-13,18,Ca tối,E0285
E0133,2024-08-02,13,Ca chiều,E0372
E0408,2024-01-01,18,Ca tối,E0272
E0089,2024-08-05,7,Ca sáng,E0424
E0404,2024-12-30,18,Ca tối,E0348
E0411,2024-11-20,13,Ca chiều,E0325
E0092,2024-07-12,7,Ca sáng,E0372
E0049,2024-11-15,18,Ca tối,E0467
E0181,2024-11-06,13,Ca chiều,E0467
E0354,2024-09-18,18,Ca tối,E0348
E0360,2024-11-17,18,Ca tối,E0306
E0180,2024-10-03,7,Ca sáng,E0327
E0153,2024-04-05,18,Ca tối,E0323
E0230,2024-05-07,18,Ca tối,E0272
E0258,2024-11-07,18,Ca tối,E0467
E0053,2024-11-06,18,Ca tối,E0285
E0162,2024-10-25,13,Ca chiều,E0272
E0177,2024-07-26,18,Ca tối,E0323
E0012,2024-08-17,7,Ca sáng,E0348
E0267,2024-07-21,13,Ca chiều,E0424
E0145,2024-01-01,13,Ca chiều,E0306
E0008,2024-04-04,7,Ca sáng,E0323
E0281,2024-02-27,7,Ca sáng,E0348
E0217,2024-03-31,18,Ca tối,E0272
E0199,2024-11-05,18,Ca tối,E0372
E0016,2024-03-26,13,Ca chiều,E0348
E0071,2024-04-10,7,Ca sáng,E0323
E0315,2024-04-22,7,Ca sáng,E0327
E0276,2024-03-10,18,Ca tối,E0348
E0194,2024-02-18,18,Ca tối,E0285
E0424,2024-02-09,13,Ca chiều,E0323
E0138,2024-05-06,18,Ca tối,E0325
E0024,2024-03-30,18,Ca tối,E0272
E0343,2024-11-06,7,Ca sáng,E0348
E0343,2024-12-29,13,Ca chiều,E0372
E0120,2024-09-08,18,Ca tối,E0323
E0351,2024-07-08,18,Ca tối,E0372
E0376,2024-06-07,18,Ca tối,E0325
E0244,2024-07-01,18,Ca tối,E0372
E0142,2024-08-12,7,Ca sáng,E0424
E0183,2024-02-08,7,Ca sáng,E0467
E0164,2024-12-02,13,Ca chiều,E0325
E0035,2024-12-02,13,Ca chiều,E0348
E0220,2024-06-03,18,Ca tối,E0348
E0222,2024-10-24,7,Ca sáng,E0323
E0284,2024-12-22,18,Ca tối,E0424
E0254,2024-04-30,7,Ca sáng,E0348
E0423,2024-04-15,13,Ca chiều,E0323
E0091,2024-01-07,13,Ca chiều,E0327
E0149,2024-11-03,13,Ca chiều,E0372
E0182,2024-12-30,13,Ca chiều,E0327
E0317,2024-10-23,18,Ca tối,E0424
E0324,2024-05-20,13,Ca chiều,E0306
E0478,2024-07-05,13,Ca chiều,E0285
E0113,2024-06-13,18,Ca tối,E0424
E0472,2024-08-15,7,Ca sáng,E0272
E0392,2024-06-03,7,Ca sáng,E0424
E0236,2024-12-23,13,Ca chiều,E0372
E0306,2024-10-14,13,Ca chiều,E0272
E0077,2024-06-30,7,Ca sáng,E0285
E0269,2024-10-23,7,Ca sáng,E0348
E0021,2024-06-28,7,Ca sáng,E0323
E0325,2024-09-26,13,Ca chiều,E0285
E0273,2024-12-25,7,Ca sáng,E0424
E0431,2024-12-22,7,Ca sáng,E0348
E0151,2024-12-02,13,Ca chiều,E0325
E0129,2024-05-17,18,Ca tối,E0467
E0147,2024-02-20,7,Ca sáng,E0272
E0233,2024-05-14,13,Ca chiều,E0272
E0282,2024-06-19,13,Ca chiều,E0424
E0074,2024-11-20,18,Ca tối,E0424
E0117,2024-05-30,13,Ca chiều,E0323
E0071,2024-01-08,18,Ca tối,E0348
E0031,2024-06-01,7,Ca sáng,E0323
E0205,2024-10-29,13,Ca chiều,E0323
E0447,2024-07-14,13,Ca chiều,E0467
E0275,2024-05-31,18,Ca tối,E0272
E0151,2024-02-05,7,Ca sáng,E0325
E0454,2024-02-02,13,Ca chiều,E0323
E0129,2024-06-06,13,Ca chiều,E0348
E0163,2024-02-07,18,Ca tối,E0323
E0107,2024-08-03,13,Ca chiều,E0424
E0253,2024-11-13,13,Ca chiều,E0323
E0056,2024-01-28,18,Ca tối,E0306
E0089,2024-10-07,13,Ca chiều,E0348
E0217,2024-02-27,7,Ca sáng,E0372
E0026,2024-10-09,13,Ca chiều,E0285
E0180,2024-11-02,7,Ca sáng,E0272
E0101,2024-05-20,18,Ca tối,E0325
E0159,2024-08-10,13,Ca chiều,E0272
E0402,2024-10-14,18,Ca tối,E0325
E0493,2024-01-18,18,Ca tối,E0306
E0185,2024-12-04,7,Ca sáng,E0467
E0178,2024-03-02,13,Ca chiều,E0467
E0183,2024-04-02,13,Ca chiều,E0348
E0051,2024-04-14,7,Ca sáng,E0306
E0462,2024-11-09,13,Ca chiều,E0272
E0316,2024-06-23,18,Ca tối,E0348
E0348,2024-02-16,7,Ca sáng,E0372
E0387,2024-04-20,7,Ca sáng,E0325
E0042,2024-08-19,7,Ca sáng,E0306
E0500,2024-09-27,7,Ca sáng,E0323
E0214,2024-09-01,18,Ca tối,E0424
E0056,2024-03-16,7,Ca sáng,E0327
E0203,2024-09-27,13,Ca chiều,E0372
E0498,2024-10-16,18,Ca tối,E0325
E0213,2024-12-14,13,Ca chiều,E0467
E0082,2024-01-30,13,Ca chiều,E0323
E0382,2024-12-30,7,Ca sáng,E0467
E0059,2024-09-25,13,Ca chiều,E0372
E0031,2024-12-06,18,Ca tối,E0272
E0107,2024-03-12,18,Ca tối,E0348
E0244,2024-11-16,18,Ca tối,E0467
E0036,2024-03-12,7,Ca sáng,E0323
E0074,2024-05-28,13,Ca chiều,E0306
E0084,2024-07-13,18,Ca tối,E0272
E0063,2024-02-24,13,Ca chiều,E0272
E0224,2024-01-12,18,Ca tối,E0372
E0190,2024-12-01,13,Ca chiều,E0306
E0409,2024-01-10,7,Ca sáng,E0348
E0111,2024-04-28,13,Ca chiều,E0272
E0499,2024-10-09,7,Ca sáng,E0285
E0156,2024-02-28,18,Ca tối,E0325
E0481,2024-08-08,13,Ca chiều,E0323
E0471,2024-01-29,18,Ca tối,E0306
E0274,2024-12-14,18,Ca tối,E0323
E0399,2024-04-22,18,Ca tối,E0272
E0495,2024-12-11,13,Ca chiều,E0272
E0152,2024-09-13,13,Ca chiều,E0348
E0440,2024-05-12,7,Ca sáng,E0327
E0165,2024-06-29,7,Ca sáng,E0285
E0074,2024-06-10,18,Ca tối,E0372
E0082,2024-04-12,13,Ca chiều,E0306
E0155,2024-06-14,13,Ca chiều,E0424
E0113,2024-12-13,7,Ca sáng,E0325
E0204,2024-07-15,7,Ca sáng,E0306
E0077,2024-08-28,18,Ca tối,E0285
E0064,2024-08-13,18,Ca tối,E0424
E0093,2024-10-18,7,Ca sáng,E0325
E0426,2024-07-04,18,Ca tối,E0424
E0225,2024-06-21,13,Ca chiều,E0323
E0495,2024-07-12,7,Ca sáng,E0306
E0326,2024-02-03,7,Ca sáng,E0325
E0500,2024-09-26,18,Ca tối,E0372
E0468,2024-10-08,13,Ca chiều,E0372
E0469,2024-04-18,7,Ca sáng,E0467
E0186,2024-05-01,7,Ca sáng,E0323
E0277,2024-11-12,13,Ca chiều,E0323
E0248,2024-07-09,7,Ca sáng,E0272
E0094,2024-11-02,7,Ca sáng,E0327
E0405,2024-10-28,7,Ca sáng,E0306
E0379,2024-07-12,13,Ca chiều,E0323
E0047,2024-07-05,13,Ca chiều,E0306
E0201,2024-02-02,13,Ca chiều,E0467
E0341,2024-08-22,18,Ca tối,E0327
E0332,2024-10-16,18,Ca tối,E0348
E0289,2024-06-05,7,Ca sáng,E0348
E0241,2024-12-16,7,Ca sáng,E0348
E0422,2024-03-20,13,Ca chiều,E0348
E0217,2024-08-25,13,Ca chiều,E0348
E0254,2024-11-15,7,Ca sáng,E0348
E0199,2024-05-15,7,Ca sáng,E0327
E0184,2024-05-28,13,Ca chiều,E0325
E0328,2024-12-13,18,Ca tối,E0327
E0110,2024-06-05,18,Ca tối,E0325
E0044,2024-02-05,18,Ca tối,E0327
E0019,2024-05-05,13,Ca chiều,E0348
E0429,2024-04-26,18,Ca tối,E0348
E0283,2024-06-18,18,Ca tối,E0327
E0345,2024-03-12,18,Ca tối,E0306
E0460,2024-11-17,7,Ca sáng,E0467
E0235,2024-07-01,13,Ca chiều,E0372
E0158,2024-07-16,7,Ca sáng,E0424
E0464,2024-02-16,7,Ca sáng,E0272
E0395,2024-12-11,13,Ca chiều,E0424
E0204,2024-07-19,18,Ca tối,E0467
E0224,2024-05-04,13,Ca chiều,E0323
E0440,2024-12-19,18,Ca tối,E0285
E0128,2024-11-02,18,Ca tối,E0323
E0039,2024-09-12,13,Ca chiều,E0348
E0237,2024-02-16,7,Ca sáng,E0348
E0326,2024-03-24,7,Ca sáng,E0348
E0004,2024-11-13,18,Ca tối,E0424
E0463,2024-03-14,18,Ca tối,E0325
E0344,2024-10-17,18,Ca tối,E0348
E0493,2024-04-10,13,Ca chiều,E0424
E0032,2024-09-17,7,Ca sáng,E0348
E0353,2024-05-30,13,Ca chiều,E0348
E0037,2024-11-01,18,Ca tối,E0348
E0220,2024-08-16,7,Ca sáng,E0467
E0021,2024-02-26,13,Ca chiều,E0325
E0225,2024-09-04,7,Ca sáng,E0372
E0340,2024-07-05,18,Ca tối,E0348
E0204,2024-08-10,13,Ca chiều,E0323
E0175,2024-04-16,7,Ca sáng,E0272
E0350,2024-10-16,18,Ca tối,E0325
E0305,2024-02-13,13,Ca chiều,E0272
E0495,2024-11-04,18,Ca tối,E0325
E0023,2024-04-05,13,Ca chiều,E0272
E0107,2024-07-20,13,Ca chiều,E0348
E0140,2024-02-22,18,Ca tối,E0467
E0043,2024-04-05,18,Ca tối,E0467
E0395,2024-10-03,13,Ca chiều,E0467
E0270,2024-10-25,18,Ca tối,E0285
E0373,2024-01-12,7,Ca sáng,E0306
E0169,2024-04-20,18,Ca tối,E0325
E0153,2024-04-05,7,Ca sáng,E0327
E0059,2024-10-10,18,Ca tối,E0323
E0423,2024-02-26,7,Ca sáng,E0424
E0251,2024-03-24,18,Ca tối,E0323
E0457,2024-02-06,18,Ca tối,E0348
E0118,2024-08-19,7,Ca sáng,E0285
E0451,2024-06-13,18,Ca tối,E0272
E0003,2024-12-31,18,Ca tối,E0306
E0074,2024-07-21,7,Ca sáng,E0327
E0203,2024-07-15,18,Ca tối,E0285
E0343,2024-12-03,13,Ca chiều,E0424
E0128,2024-12-18,7,Ca sáng,E0424
E0048,2024-03-02,18,Ca tối,E0306
E0376,2024-11-11,18,Ca tối,E0348
E0277,2024-06-23,7,Ca sáng,E0325
E0042,2024-10-20,13,Ca chiều,E0372
E0317,2024-12-30,13,Ca chiều,E0272
E0093,2024-08-08,7,Ca sáng,E0272
E0220,2024-06-10,13,Ca chiều,E0272
E0397,2024-12-26,7,Ca sáng,E0272
E0473,2024-02-28,13,Ca chiều,E0424
E0258,2024-12-03,18,Ca tối,E0372
E0358,2024-11-28,18,Ca tối,E0467
E0364,2024-07-15,18,Ca tối,E0424
E0476,2024-12-24,13,Ca chiều,E0424
E0439,2024-12-26,13,Ca chiều,E0424
E0311,2024-01-08,7,Ca sáng,E0372
E0148,2024-12-22,7,Ca sáng,E0306
E0100,2024-10-28,7,Ca sáng,E0327
E0357,2024-07-11,7,Ca sáng,E0285
E0339,2024-11-14,18,Ca tối,E0348
E0380,2024-09-30,7,Ca sáng,E0272
E0292,2024-09-12,18,Ca tối,E0348
E0250,2024-04-20,13,Ca chiều,E0325
E0125,2024-11-04,18,Ca tối,E0306
E0187,2024-09-17,7,Ca sáng,E0285
E0024,2024-09-03,13,Ca chiều,E0306
E0235,2024-03-10,13,Ca chiều,E0424
E0253,2024-09-20,18,Ca tối,E0323
E0491,2024-11-27,18,Ca tối,E0327
E0128,2024-05-26,18,Ca tối,E0372
E0098,2024-08-31,18,Ca tối,E0348
E0005,2024-01-24,13,Ca chiều,E0323
E0329,2024-05-26,7,Ca sáng,E0372
E0098,2024-04-01,18,Ca tối,E0424
E0120,2024-02-13,18,Ca tối,E0424
E0099,2024-12-24,13,Ca chiều,E0323
E0169,2024-03-25,13,Ca chiều,E0306
E0241,2024-10-25,18,Ca tối,E0372
E0160,2024-01-13,7,Ca sáng,E0372
E0225,2024-04-07,13,Ca chiều,E0306
E0241,2024-08-23,13,Ca chiều,E0424
E0461,2024-04-15,18,Ca tối,E0325
E0352,2024-02-12,13,Ca chiều,E0285
E0156,2024-02-03,7,Ca sáng,E0424
E0388,2024-03-26,13,Ca chiều,E0327
E0114,2024-11-10,18,Ca tối,E0348
E0478,2024-09-23,18,Ca tối,E0327
E0090,2024-11-24,13,Ca chiều,E0348
E0257,2024-04-20,7,Ca sáng,E0327
E0390,2024-09-26,7,Ca sáng,E0348
E0415,2024-05-05,13,Ca chiều,E0272
E0275,2024-02-18,13,Ca chiều,E0424
E0034,2024-08-19,7,Ca sáng,E0325
E0130,2024-04-21,13,Ca chiều,E0348
E0071,2024-03-20,13,Ca chiều,E0325
E0493,2024-01-10,13,Ca chiều,E0323
E0139,2024-09-21,13,Ca chiều,E0323
E0441,2024-10-05,7,Ca sáng,E0467
E0055,2024-01-31,7,Ca sáng,E0323
E0153,2024-07-19,18,Ca tối,E0327
E0059,2024-07-11,13,Ca chiều,E0285
E0242,2024-05-19,13,Ca chiều,E0327
E0230,2024-05-28,13,Ca chiều,E0306
E0346,2024-10-12,7,Ca sáng,E0272
E0082,2024-11-11,13,Ca chiều,E0467
E0189,2024-04-14,13,Ca chiều,E0285
E0233,2024-10-07,18,Ca tối,E0467
E0235,2024-06-20,18,Ca tối,E0424
E0176,2024-11-17,13,Ca chiều,E0306
E0395,2024-02-05,13,Ca chiều,E0372
E0017,2024-07-14,13,Ca chiều,E0372
E0053,2024-06-25,18,Ca tối,E0285
E0326,2024-10-03,7,Ca sáng,E0325
E0440,2024-02-28,18,Ca tối,E0424
E0220,2024-11-29,13,Ca chiều,E0327
E0211,2024-06-03,18,Ca tối,E0424
E0239,2024-06-21,13,Ca chiều,E0325
E0292,2024-05-17,7,Ca sáng,E0272
E0401,2024-05-19,7,Ca sáng,E0424
E0440,2024-01-20,18,Ca tối,E0424
E0148,2024-12-13,13,Ca chiều,E0285
E0098,2024-03-08,18,Ca tối,E0272
E0464,2024-10-26,7,Ca sáng,E0306
E0444,2024-02-13,18,Ca tối,E0327
E0031,2024-09-29,13,Ca chiều,E0372
E0327,2024-03-06,13,Ca chiều,E0272
E0132,2024-06-22,7,Ca sáng,E0285
E0166,2024-06-10,7,Ca sáng,E0424
E0273,2024-07-20,18,Ca tối,E0306
E0135,2024-08-27,18,Ca tối,E0272
E0155,2024-03-25,13,Ca chiều,E0306
E0001,2024-04-10,13,Ca chiều,E0467
E0335,2024-01-13,18,Ca tối,E0285
E0406,2024-04-07,18,Ca tối,E0325
E0409,2024-07-07,18,Ca tối,E0467
E0131,2024-07-23,7,Ca sáng,E0325
E0060,2024-04-28,7,Ca sáng,E0348
E0143,2024-07-19,13,Ca chiều,E0325
E0351,2024-12-25,7,Ca sáng,E0424
E0018,2024-11-10,18,Ca tối,E0272
E0133,2024-05-29,18,Ca tối,E0323
E0022,2024-01-19,7,Ca sáng,E0424
E0425,2024-08-14,13,Ca chiều,E0467
E0215,2024-01-09,7,Ca sáng,E0325
E0187,2024-09-06,13,Ca chiều,E0327
E0103,2024-03-15,7,Ca sáng,E0272
E0285,2024-01-25,7,Ca sáng,E0272
E0394,2024-01-03,7,Ca sáng,E0372
E0001,2024-04-02,7,Ca sáng,E0272
E0191,2024-06-20,7,Ca sáng,E0327
E0231,2024-05-07,7,Ca sáng,E0325
E0392,2024-06-27,18,Ca tối,E0306
E0498,2024-01-26,13,Ca chiều,E0272
E0224,2024-03-19,18,Ca tối,E0285
E0322,2024-02-21,13,Ca chiều,E0372
E0129,2024-03-05,7,Ca sáng,E0467
E0287,2024-08-25,13,Ca chiều,E0372
E0472,2024-03-11,7,Ca sáng,E0467
E0433,2024-06-25,7,Ca sáng,E0327
E0355,2024-01-25,18,Ca tối,E0306
E0045,2024-04-27,13,Ca chiều,E0323
E0135,2024-11-20,7,Ca sáng,E0306
E0149,2024-02-13,18,Ca tối,E0285
E0185,2024-01-04,18,Ca tối,E0467
E0363,2024-07-06,13,Ca chiều,E0306
E0226,2024-03-10,7,Ca sáng,E0327
E0093,2024-08-07,13,Ca chiều,E0285
E0297,2024-03-16,18,Ca tối,E0323
E0253,2024-10-27,13,Ca chiều,E0272
E0058,2024-03-22,18,Ca tối,E0424
E0353,2024-01-07,13,Ca chiều,E0323
E0104,2024-11-27,7,Ca sáng,E0424
E0416,2024-04-30,13,Ca chiều,E0467
E0415,2024-01-09,18,Ca tối,E0325
E0136,2024-03-16,7,Ca sáng,E0272
E0127,2024-07-27,7,Ca sáng,E0272
E0444,2024-07-25,7,Ca sáng,E0272
E0444,2024-08-22,18,Ca tối,E0327
E0184,2024-09-15,13,Ca chiều,E0372
E0234,2024-07-09,18,Ca tối,E0325
E0228,2024-09-14,7,Ca sáng,E0327
E0312,2024-06-08,13,Ca chiều,E0306
E0344,2024-10-05,18,Ca tối,E0424
E0189,2024-01-06,18,Ca tối,E0323
E0419,2024-07-08,13,Ca chiều,E0323
E0154,2024-05-21,18,Ca tối,E0348
E0499,2024-07-28,18,Ca tối,E0372
E0487,2024-02-03,7,Ca sáng,E0467
E0032,2024-02-24,7,Ca sáng,E0325
E0454,2024-05-30,13,Ca chiều,E0325
E0421,2024-10-20,13,Ca chiều,E0327
E0328,2024-05-25,7,Ca sáng,E0348
E0021,2024-02-08,13,Ca chiều,E0372
E0105,2024-05-06,18,Ca tối,E0327
